comparison,gse_1,gse_2,tfidf_cosine,shared_cui_count,shared_idf_sum,shared_cuis,title_1,title_2,title_1_full,title_2_full,summary_1,summary_2,summary_1_norm,summary_2_norm,same_summary,same_cui_set,pmid_1,pmid_2,shared_pmid,same_pmid,subseries_1,subseries_2,shared_subseries,same_subseries,superseries_1,superseries_2,shared_superseries,same_superseries,affiliation_1,affiliation_2,shared_affiliation,same_affiliation,BioProject_1,BioProject_2,shared_BioProject,same_BioProject,SRA_1,SRA_2,shared_SRA,same_SRA,same_source_prediction,same_source_confidence
within_mouse,GSE101623,GSE101624,1.0000000000000009,165,965.694778079165,"['C0001554', 'C0001563', 'C0005884', 'C0014457', 'C0014467', 'C0017189', 'C0018889', 'C0018893', 'C0018956', 'C0020962', 'C0021135', 'C0021368', 'C0021375', 'C0021759', 'C0022752', 'C0025268', 'C0025914', 'C0025929', 'C0026809', 'C0027882', 'C0027895', 'C0031327', 'C0032285', 'C0033414', 'C0033684', 'C0036536', 'C0036537', 'C0043240', 'C0085424', 'C0086860', 'C0149784', 'C0158328', 'C0181909', 'C0200638', 'C0205263', 'C0205410', 'C0205412', 'C0206111', 'C0214743', 'C0229601', 'C0234402', 'C0237834', 'C0242893', 'C0242896', 'C0245355', 'C0321331', 'C0332281', 'C0332307', 'C0333348', 'C0334094', 'C0376554', 'C0439856', 'C0441712', 'C0441729', 'C0441730', 'C0441833', 'C0441865', 'C0449416', 'C0449878', 'C0457345', 'C0521110', 'C0521362', 'C0596290', 'C0597357', 'C0683598', 'C0684224', 'C0687744', 'C0700287', 'C0857127', 'C0870252', 'C0871261', 'C1136254', 'C1149220', 'C1149240', 'C1149243', 'C1155003', 'C1155065', 'C1155074', 'C1155229', 'C1158950', 'C1160577', 'C1257890', 'C1290884', 'C1292856', 'C1293107', 'C1306759', 'C1323291', 'C1326120', 'C1327616', 'C1333802', 'C1334103', 'C1334121', 'C1334127', 'C1334887', 'C1413131', 'C1417166', 'C1442099', 'C1444748', 'C1511124', 'C1511726', 'C1514485', 'C1514892', 'C1515655', 'C1517160', 'C1518291', 'C1519504', 'C1521746', 'C1523156', 'C1523250', 'C1524059', 'C1533691', 'C1533734', 'C1538474', 'C1546437', 'C1547969', 'C1699801', 'C1702088', 'C1704632', 'C1705849', 'C1705919', 'C1706376', 'C1706817', 'C1706979', 'C1708423', 'C1708436', 'C1708439', 'C1708574', 'C1720799', 'C1749719', 'C1819831', 'C1875701', 'C1879547', 'C1880022', 'C1948023', 'C1948177', 'C2240374', 'C2247677', 'C2346620', 'C2348354', 'C2827718', 'C2828008', 'C2911692', 'C2949735', 'C3203348', 'C3245479', 'C3469597', 'C3658037', 'C3714636', 'C3714741', 'C3875321', 'C3888063', 'C4255046', 'C4264487', 'C4288068', 'C4299166', 'C4329011', 'C4329015', 'C4505109', 'C4521696', 'C4684754', 'C5236420', 'C5401424', 'C5418983', 'C5441768', 'C5554589']",The neuropeptide Neuromedin U stimulates innate lymphoid cells and promotes type 2 inflammation [ILC2 and ILC3],The neuropeptide Neuromedin U stimulates innate lymphoid cells and promotes type 2 inflammation [NMU],The neuropeptide Neuromedin U stimulates innate lymphoid cells and promotes type 2 inflammation [ILC2 and ILC3],The neuropeptide Neuromedin U stimulates innate lymphoid cells and promotes type 2 inflammation [NMU],"The type 2 cytokines interleukin (IL)-4, IL-5, IL-9 and IL-13 play critical roles in stimulating innate and adaptive immune responses required for resistance to helminth infection and promotion of allergic inflammation, metabolic homeostasis and tissue repair.  Group 2 innate lymphoid cells (ILC2s) are a potent source of type 2 cytokines and while significant advances have been made in understanding the cytokine milieu that promotes ILC2 responses, there are fundamental gaps in knowledge regarding how ILC2 responses are regulated by other stimuli. In this report, we demonstrate that ILC2s in the gastrointestinal tract co-localize with cholinergic neurons that express the neuropeptide neuromedin U (NMU). In contrast to other hematopoietic cells, ILC2s selectively express the NMU receptor 1 (NMUR1). In vitro stimulation of ILC2s with NMU induced rapid cell activation, proliferation and secretion of type 2 cytokines IL-5, IL-9 and IL-13 that was dependent on cell-intrinsic expression of NMUR1 and Gaq protein. In vivo administration of NMU triggered potent type 2 cytokine responses characterized by ILC2 activation, proliferation and eosinophil recruitment that was associated with accelerated expulsion of the gastrointestinal nematode Nippostrongylus brasiliensis or induction of lung inflammation. Conversely, worm burden was higher in Nmur1-/- mice compared to control mice. Further, use of gene-deficient mice and adoptive cell transfer experiments revealed that ILC2s were necessary and sufficient to mount NMU-elicited type 2 cytokine responses. Together, these data indicate that the NMU-NMUR1 neuronal signaling circuit provides a selective and previously unrecognized mechanism through which the enteric nervous system and innate immune system integrate to promote rapid type 2 cytokine responses that can induce anti-microbial, inflammatory and tissue-protective type 2 responses at mucosal sites.","The type 2 cytokines interleukin (IL)-4, IL-5, IL-9 and IL-13 play critical roles in stimulating innate and adaptive immune responses required for resistance to helminth infection and promotion of allergic inflammation, metabolic homeostasis and tissue repair.  Group 2 innate lymphoid cells (ILC2s) are a potent source of type 2 cytokines and while significant advances have been made in understanding the cytokine milieu that promotes ILC2 responses, there are fundamental gaps in knowledge regarding how ILC2 responses are regulated by other stimuli. In this report, we demonstrate that ILC2s in the gastrointestinal tract co-localize with cholinergic neurons that express the neuropeptide neuromedin U (NMU). In contrast to other hematopoietic cells, ILC2s selectively express the NMU receptor 1 (NMUR1). In vitro stimulation of ILC2s with NMU induced rapid cell activation, proliferation and secretion of type 2 cytokines IL-5, IL-9 and IL-13 that was dependent on cell-intrinsic expression of NMUR1 and Gaq protein. In vivo administration of NMU triggered potent type 2 cytokine responses characterized by ILC2 activation, proliferation and eosinophil recruitment that was associated with accelerated expulsion of the gastrointestinal nematode Nippostrongylus brasiliensis or induction of lung inflammation. Conversely, worm burden was higher in Nmur1-/- mice compared to control mice. Further, use of gene-deficient mice and adoptive cell transfer experiments revealed that ILC2s were necessary and sufficient to mount NMU-elicited type 2 cytokine responses. Together, these data indicate that the NMU-NMUR1 neuronal signaling circuit provides a selective and previously unrecognized mechanism through which the enteric nervous system and innate immune system integrate to promote rapid type 2 cytokine responses that can induce anti-microbial, inflammatory and tissue-protective type 2 responses at mucosal sites.",the type 2 cytokines interleukin il4 il5 il9 and il13 play critical roles in stimulating innate and adaptive immune responses required for resistance to helminth infection and promotion of allergic inflammation metabolic homeostasis and tissue repair group 2 innate lymphoid cells ilc2s are a potent source of type 2 cytokines and while significant advances have been made in understanding the cytokine milieu that promotes ilc2 responses there are fundamental gaps in knowledge regarding how ilc2 responses are regulated by other stimuli in this report we demonstrate that ilc2s in the gastrointestinal tract colocalize with cholinergic neurons that express the neuropeptide neuromedin u nmu in contrast to other hematopoietic cells ilc2s selectively express the nmu receptor 1 nmur1 in vitro stimulation of ilc2s with nmu induced rapid cell activation proliferation and secretion of type 2 cytokines il5 il9 and il13 that was dependent on cellintrinsic expression of nmur1 and gaq protein in vivo administration of nmu triggered potent type 2 cytokine responses characterized by ilc2 activation proliferation and eosinophil recruitment that was associated with accelerated expulsion of the gastrointestinal nematode nippostrongylus brasiliensis or induction of lung inflammation conversely worm burden was higher in nmur1 mice compared to control mice further use of genedeficient mice and adoptive cell transfer experiments revealed that ilc2s were necessary and sufficient to mount nmuelicited type 2 cytokine responses together these data indicate that the nmunmur1 neuronal signaling circuit provides a selective and previously unrecognized mechanism through which the enteric nervous system and innate immune system integrate to promote rapid type 2 cytokine responses that can induce antimicrobial inflammatory and tissueprotective type 2 responses at mucosal sites,the type 2 cytokines interleukin il4 il5 il9 and il13 play critical roles in stimulating innate and adaptive immune responses required for resistance to helminth infection and promotion of allergic inflammation metabolic homeostasis and tissue repair group 2 innate lymphoid cells ilc2s are a potent source of type 2 cytokines and while significant advances have been made in understanding the cytokine milieu that promotes ilc2 responses there are fundamental gaps in knowledge regarding how ilc2 responses are regulated by other stimuli in this report we demonstrate that ilc2s in the gastrointestinal tract colocalize with cholinergic neurons that express the neuropeptide neuromedin u nmu in contrast to other hematopoietic cells ilc2s selectively express the nmu receptor 1 nmur1 in vitro stimulation of ilc2s with nmu induced rapid cell activation proliferation and secretion of type 2 cytokines il5 il9 and il13 that was dependent on cellintrinsic expression of nmur1 and gaq protein in vivo administration of nmu triggered potent type 2 cytokine responses characterized by ilc2 activation proliferation and eosinophil recruitment that was associated with accelerated expulsion of the gastrointestinal nematode nippostrongylus brasiliensis or induction of lung inflammation conversely worm burden was higher in nmur1 mice compared to control mice further use of genedeficient mice and adoptive cell transfer experiments revealed that ilc2s were necessary and sufficient to mount nmuelicited type 2 cytokine responses together these data indicate that the nmunmur1 neuronal signaling circuit provides a selective and previously unrecognized mechanism through which the enteric nervous system and innate immune system integrate to promote rapid type 2 cytokine responses that can induce antimicrobial inflammatory and tissueprotective type 2 responses at mucosal sites,True,True,28869965,28869965,['28869965'],True,['GSE101625'],['GSE101625'],"[""['GSE101625']""]",True,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA395027'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA395028'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP112885'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP112884'],[],False,True,Very High
within_mouse,GSE76864,GSE76865,1.0000000000000009,109,622.0122263912525,"['C0001688', 'C0003241', 'C0003242', 'C0004561', 'C0007595', 'C0007634', 'C0008039', 'C0008555', 'C0011435', 'C0014442', 'C0017373', 'C0018081', 'C0020855', 'C0020964', 'C0020969', 'C0021027', 'C0023172', 'C0023980', 'C0025260', 'C0026764', 'C0027203', 'C0028877', 'C0029213', 'C0031067', 'C0032112', 'C0037783', 'C0040223', 'C0041755', 'C0075019', 'C0079411', 'C0085862', 'C0086344', 'C0205195', 'C0206071', 'C0221106', 'C0243107', 'C0282491', 'C0312737', 'C0312738', 'C0392756', 'C0442740', 'C0442805', 'C0443286', 'C0443933', 'C0543419', 'C0546816', 'C0581142', 'C0678723', 'C0682638', 'C0682639', 'C0700327', 'C0813154', 'C0879626', 'C0949779', 'C1155009', 'C1155010', 'C1155011', 'C1155229', 'C1167408', 'C1280500', 'C1367452', 'C1421876', 'C1423721', 'C1425942', 'C1510827', 'C1511726', 'C1512667', 'C1516710', 'C1522642', 'C1527148', 'C1546437', 'C1547403', 'C1548318', 'C1621287', 'C1624602', 'C1654621', 'C1704387', 'C1704663', 'C1706377', 'C1707814', 'C1720956', 'C1749800', 'C1880177', 'C1882348', 'C1947911', 'C1955926', 'C1959632', 'C1998882', 'C2248828', 'C2936254', 'C2936279', 'C2936412', 'C3146294', 'C3245479', 'C3537453', 'C3538973', 'C3541383', 'C3665580', 'C3714741', 'C3811910', 'C4277541', 'C4282129', 'C4289823', 'C4521602', 'C4524906', 'C4761515', 'C5206618', 'C5236002', 'C5399708']",Independent roles of switching and hypermutation in the development and persistence of B lymphocyte memory [IgM_IgG1],Independent roles of switching and hypermutation in the development and persistence of B lymphocyte memory [Nurr77],Independent roles of switching and hypermutation in the development and persistence of B lymphocyte memory [IgM_IgG1],Independent roles of switching and hypermutation in the development and persistence of B lymphocyte memory [Nurr77],"Somatic hypermutation (SHM) and class switch recombination (CSR) increase the affinity and diversify the effector functions of antibodies during immune responses. Although SHM and CSR are fundamentally different, their independent roles in regulating B cell fate have been difficult to uncouple because a single enzyme, activation-induced cytidine deaminase (encoded by Aicda), initiates both reactions. Here, we used a combination of Aicda and antibody mutant alleles that separate the effects of CSR and SHM on polyclonal immune responses. We found that class-switching to IgG1 biased the fate choice made by B cells, favoring the plasma cell over memory cell fate without significantly affecting clonal expansion in the germinal center (GC). In contrast, SHM reduced the longevity of memory B cells by creating polyreactive specificities that were selected against over time. Our data define the independent contributions of SHM and CSR to the generation and persistence of memory in the antibody system.","Somatic hypermutation (SHM) and class switch recombination (CSR) increase the affinity and diversify the effector functions of antibodies during immune responses. Although SHM and CSR are fundamentally different, their independent roles in regulating B cell fate have been difficult to uncouple because a single enzyme, activation-induced cytidine deaminase (encoded by Aicda), initiates both reactions. Here, we used a combination of Aicda and antibody mutant alleles that separate the effects of CSR and SHM on polyclonal immune responses. We found that class-switching to IgG1 biased the fate choice made by B cells, favoring the plasma cell over memory cell fate without significantly affecting clonal expansion in the germinal center (GC). In contrast, SHM reduced the longevity of memory B cells by creating polyreactive specificities that were selected against over time. Our data define the independent contributions of SHM and CSR to the generation and persistence of memory in the antibody system.",somatic hypermutation shm and class switch recombination csr increase the affinity and diversify the effector functions of antibodies during immune responses although shm and csr are fundamentally different their independent roles in regulating b cell fate have been difficult to uncouple because a single enzyme activationinduced cytidine deaminase encoded by aicda initiates both reactions here we used a combination of aicda and antibody mutant alleles that separate the effects of csr and shm on polyclonal immune responses we found that classswitching to igg1 biased the fate choice made by b cells favoring the plasma cell over memory cell fate without significantly affecting clonal expansion in the germinal center gc in contrast shm reduced the longevity of memory b cells by creating polyreactive specificities that were selected against over time our data define the independent contributions of shm and csr to the generation and persistence of memory in the antibody system,somatic hypermutation shm and class switch recombination csr increase the affinity and diversify the effector functions of antibodies during immune responses although shm and csr are fundamentally different their independent roles in regulating b cell fate have been difficult to uncouple because a single enzyme activationinduced cytidine deaminase encoded by aicda initiates both reactions here we used a combination of aicda and antibody mutant alleles that separate the effects of csr and shm on polyclonal immune responses we found that classswitching to igg1 biased the fate choice made by b cells favoring the plasma cell over memory cell fate without significantly affecting clonal expansion in the germinal center gc in contrast shm reduced the longevity of memory b cells by creating polyreactive specificities that were selected against over time our data define the independent contributions of shm and csr to the generation and persistence of memory in the antibody system,True,True,26944202,26944202,['26944202'],True,['GSE76866'],['GSE76866'],"[""['GSE76866']""]",True,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA308822'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA308821'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP068458'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP068460'],[],False,True,Very High
within_human,GSE94528,GSE94999,1.0000000000000009,109,564.9372137508017,"['C0001272', 'C0001688', 'C0004561', 'C0006826', 'C0007634', 'C0014511', 'C0014597', 'C0017337', 'C0020792', 'C0021920', 'C0023172', 'C0026882', 'C0031843', 'C0035280', 'C0035687', 'C0039795', 'C0079429', 'C0087111', 'C0162388', 'C0162771', 'C0171406', 'C0184551', 'C0205396', 'C0221284', 'C0221908', 'C0222648', 'C0226896', 'C0302350', 'C0333117', 'C0376545', 'C0439855', 'C0442027', 'C0524983', 'C0542341', 'C0543419', 'C0596240', 'C0596611', 'C0599733', 'C0600448', 'C0679058', 'C0700205', 'C0723712', 'C0879626', 'C0998265', 'C1159372', 'C1175872', 'C1280500', 'C1282927', 'C1306459', 'C1315032', 'C1318143', 'C1332838', 'C1417679', 'C1419980', 'C1419981', 'C1419992', 'C1421254', 'C1511726', 'C1515926', 'C1521840', 'C1522740', 'C1527415', 'C1538431', 'C1546437', 'C1547140', 'C1547427', 'C1547699', 'C1704241', 'C1705273', 'C1705285', 'C1707660', 'C1709060', 'C1753315', 'C1806781', 'C1883559', 'C2245017', 'C2350002', 'C2610186', 'C2700323', 'C2700640', 'C2707253', 'C2754130', 'C2986383', 'C3245479', 'C3245505', 'C3273629', 'C3538866', 'C3639990', 'C3714741', 'C3887983', 'C3899739', 'C4053868', 'C4277541', 'C4277580', 'C4331307', 'C4505109', 'C4524830', 'C4524831', 'C4524832', 'C4524834', 'C5203340', 'C5205215', 'C5238285', 'C5419559', 'C5444688', 'C5552789', 'C5553007', 'C5555094', 'C5667406']","H3B-8800, a novel oral splicing modulator, induces lethality in spliceosome mutant cancers [K562]","H3B-8800, a novel oral splicing modulator, induces lethality in spliceosome mutant cancers [Nalm-6]","H3B-8800, a novel oral splicing modulator, induces lethality in spliceosome mutant cancers [K562]","H3B-8800, a novel oral splicing modulator, induces lethality in spliceosome mutant cancers [Nalm-6]","Genomic analyses of cancer have identified recurrent point mutations in the RNA splicing factors SF3B1, U2AF1, and SRSF2 that confer an alteration of function. Although cells bearing these mutations are preferentially dependent on wild-type (WT) spliceosome function, clinical means to therapeutically target the spliceosome do not currently exist. Here, we describe an orally available modulator of the SF3b complex, H3B-8800, which potently and selectively kills spliceosome-mutant epithelial and hematologic malignancies. The effects of H3B-8800 are entirely selective for the Sf3b complex, as evidenced by the identification of drug-resistant cells bearing mutations in Sf3b components. Although H3B-8800 modulates RNA splicing mediated by WT or cancer-associated SF3B1 mutants, its preferential effects on spliceosome-mutant cells is due to preferred retention of short, GC-rich introns, which are enriched in genes encoding a substantial number of spliceosome components. These data demonstrate the therapeutic potential of splicing modulation in spliceosome-mutant cancers.","Genomic analyses of cancer have identified recurrent point mutations in the RNA splicing factors SF3B1, U2AF1, and SRSF2 that confer an alteration of function. Although cells bearing these mutations are preferentially dependent on wild-type (WT) spliceosome function, clinical means to therapeutically target the spliceosome do not currently exist. Here, we describe an orally available modulator of the SF3b complex, H3B-8800, which potently and selectively kills spliceosome-mutant epithelial and hematologic malignancies. The effects of H3B-8800 are entirely selective for the Sf3b complex, as evidenced by the identification of drug-resistant cells bearing mutations in Sf3b components. Although H3B-8800 modulates RNA splicing mediated by WT or cancer-associated SF3B1 mutants, its preferential effects on spliceosome-mutant cells is due to preferred retention of short, GC-rich introns, which are enriched in genes encoding a substantial number of spliceosome components. These data demonstrate the therapeutic potential of splicing modulation in spliceosome-mutant cancers.",genomic analyses of cancer have identified recurrent point mutations in the rna splicing factors sf3b1 u2af1 and srsf2 that confer an alteration of function although cells bearing these mutations are preferentially dependent on wildtype wt spliceosome function clinical means to therapeutically target the spliceosome do not currently exist here we describe an orally available modulator of the sf3b complex h3b8800 which potently and selectively kills spliceosomemutant epithelial and hematologic malignancies the effects of h3b8800 are entirely selective for the sf3b complex as evidenced by the identification of drugresistant cells bearing mutations in sf3b components although h3b8800 modulates rna splicing mediated by wt or cancerassociated sf3b1 mutants its preferential effects on spliceosomemutant cells is due to preferred retention of short gcrich introns which are enriched in genes encoding a substantial number of spliceosome components these data demonstrate the therapeutic potential of splicing modulation in spliceosomemutant cancers,genomic analyses of cancer have identified recurrent point mutations in the rna splicing factors sf3b1 u2af1 and srsf2 that confer an alteration of function although cells bearing these mutations are preferentially dependent on wildtype wt spliceosome function clinical means to therapeutically target the spliceosome do not currently exist here we describe an orally available modulator of the sf3b complex h3b8800 which potently and selectively kills spliceosomemutant epithelial and hematologic malignancies the effects of h3b8800 are entirely selective for the sf3b complex as evidenced by the identification of drugresistant cells bearing mutations in sf3b components although h3b8800 modulates rna splicing mediated by wt or cancerassociated sf3b1 mutants its preferential effects on spliceosomemutant cells is due to preferred retention of short gcrich introns which are enriched in genes encoding a substantial number of spliceosome components these data demonstrate the therapeutic potential of splicing modulation in spliceosomemutant cancers,True,True,29457796,29457796,['29457796'],True,['GSE95011'],['GSE95011'],"[""['GSE95011']""]",True,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA371421'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA375102'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP098887'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP100079'],[],False,True,Very High
within_human,GSE81074,GSE81080,1.0000000000000009,108,547.5248527564348,"['C0002793', 'C0002874', 'C0004561', 'C0005839', 'C0005847', 'C0005953', 'C0005955', 'C0007589', 'C0007634', 'C0011155', 'C0014257', 'C0015965', 'C0017262', 'C0018956', 'C0018957', 'C0021135', 'C0023172', 'C0025485', 'C0033052', 'C0033268', 'C0034107', 'C0035330', 'C0037088', 'C0038250', 'C0039585', 'C0050668', 'C0086418', 'C0162429', 'C0171406', 'C0185117', 'C0205409', 'C0205615', 'C0205618', 'C0225336', 'C0225992', 'C0229619', 'C0232117', 'C0243095', 'C0268255', 'C0332161', 'C0332290', 'C0376544', 'C0376678', 'C0387990', 'C0391850', 'C0392761', 'C0439855', 'C0443196', 'C0521457', 'C0524983', 'C0596508', 'C0599156', 'C0669365', 'C0680242', 'C0682906', 'C0729291', 'C0750927', 'C0870134', 'C1113687', 'C1135154', 'C1149454', 'C1159442', 'C1171346', 'C1183499', 'C1415652', 'C1415932', 'C1425328', 'C1428338', 'C1511938', 'C1516050', 'C1517749', 'C1522182', 'C1522740', 'C1524057', 'C1524083', 'C1533691', 'C1548180', 'C1548221', 'C1561593', 'C1623416', 'C1704241', 'C1707455', 'C1709772', 'C1764827', 'C1879547', 'C1880097', 'C1947910', 'C2245017', 'C2346451', 'C2348235', 'C2607943', 'C2700061', 'C2825141', 'C2827718', 'C2911684', 'C2926606', 'C2945687', 'C3714653', 'C3854321', 'C3899739', 'C4019071', 'C4019079', 'C4086236', 'C4318409', 'C4331206', 'C4505109', 'C4699379', 'C4706387']",Differentiation of human embryonic stem cells to HOXA+ hemogenic vasculature that resembles the aorta-gonad-mesonephros,Differentiation of human embryonic stem cells to HOXA+ hemogenic vasculature that resembles the aorta-gonad-mesonephros,Differentiation of human embryonic stem cells to HOXA+ hemogenic vasculature that resembles the aorta-gonad-mesonephros,Differentiation of human embryonic stem cells to HOXA+ hemogenic vasculature that resembles the aorta-gonad-mesonephros,"The production of definitive haematopoietic stem/progenitor cells from human pluripotent stem cells (hPSCs) remains a significant challenge. Using reporter lines to track the endothelial (SOX17) to haematopoietic (RUNX1C) transition, we found that hPSC differentiated in growth factor supplemented serum free medium generated RUNX1C+CD34+ clonogenic cells that homed to the bone marrow, but did not engraft. Compared to repopulation-competent cord blood CD34+ cells, RUNX1C+CD34+ progenitors lacked HOXA gene expression, indicating incorrect mesoderm patterning. This deficiency was ameliorated by a timed pulse of WNT activation combined with ACTIVIN antagonism. Significantly, these HOXA+ cultures now formed complex SOX17+ vessels that produced fetal liver-like haematopoietic cells, similar to the human aorta-gonad-mesonephros (AGM). Comparison of transcriptional profiles of these nascent haematopoietic stem/progenitors with cells isolated from human AGM confirmed significant similarities, consistent with the assignment of our in vitro generated cells to the definitive human haematopoietic lineage. Our findings argue that HOXA codes established early in differentiation predict cellular potential and provide correct cell patterning for the specification of definitive haematopoietic lineages from hPSCs.","The production of definitive haematopoietic stem/progenitor cells from human pluripotent stem cells (hPSCs) remains a significant challenge. Using reporter lines to track the endothelial (SOX17) to haematopoietic (RUNX1C) transition, we found that hPSC differentiated in growth factor supplemented serum free medium generated RUNX1C+CD34+ clonogenic cells that homed to the bone marrow, but did not engraft. Compared to repopulation-competent cord blood CD34+ cells, RUNX1C+CD34+ progenitors lacked HOXA gene expression, indicating incorrect mesoderm patterning. This deficiency was ameliorated by a timed pulse of WNT activation combined with ACTIVIN antagonism. Significantly, these HOXA+ cultures now formed complex SOX17+ vessels that produced fetal liver-like haematopoietic cells, similar to the human aorta-gonad-mesonephros (AGM). Comparison of transcriptional profiles of these nascent haematopoietic stem/progenitors with cells isolated from human AGM confirmed significant similarities, consistent with the assignment of our in vitro generated cells to the definitive human haematopoietic lineage. Our findings argue that HOXA codes established early in differentiation predict cellular potential and provide correct cell patterning for the specification of definitive haematopoietic lineages from hPSCs.",the production of definitive haematopoietic stemprogenitor cells from human pluripotent stem cells hpscs remains a significant challenge using reporter lines to track the endothelial sox17 to haematopoietic runx1c transition we found that hpsc differentiated in growth factor supplemented serum free medium generated runx1ccd34 clonogenic cells that homed to the bone marrow but did not engraft compared to repopulationcompetent cord blood cd34 cells runx1ccd34 progenitors lacked hoxa gene expression indicating incorrect mesoderm patterning this deficiency was ameliorated by a timed pulse of wnt activation combined with activin antagonism significantly these hoxa cultures now formed complex sox17 vessels that produced fetal liverlike haematopoietic cells similar to the human aortagonadmesonephros agm comparison of transcriptional profiles of these nascent haematopoietic stemprogenitors with cells isolated from human agm confirmed significant similarities consistent with the assignment of our in vitro generated cells to the definitive human haematopoietic lineage our findings argue that hoxa codes established early in differentiation predict cellular potential and provide correct cell patterning for the specification of definitive haematopoietic lineages from hpscs,the production of definitive haematopoietic stemprogenitor cells from human pluripotent stem cells hpscs remains a significant challenge using reporter lines to track the endothelial sox17 to haematopoietic runx1c transition we found that hpsc differentiated in growth factor supplemented serum free medium generated runx1ccd34 clonogenic cells that homed to the bone marrow but did not engraft compared to repopulationcompetent cord blood cd34 cells runx1ccd34 progenitors lacked hoxa gene expression indicating incorrect mesoderm patterning this deficiency was ameliorated by a timed pulse of wnt activation combined with activin antagonism significantly these hoxa cultures now formed complex sox17 vessels that produced fetal liverlike haematopoietic cells similar to the human aortagonadmesonephros agm comparison of transcriptional profiles of these nascent haematopoietic stemprogenitors with cells isolated from human agm confirmed significant similarities consistent with the assignment of our in vitro generated cells to the definitive human haematopoietic lineage our findings argue that hoxa codes established early in differentiation predict cellular potential and provide correct cell patterning for the specification of definitive haematopoietic lineages from hpscs,True,True,27748754,27748754,['27748754'],True,['GSE81102'],['GSE81102'],"[""['GSE81102']""]",True,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA320423'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA320531'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP074298'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP074360'],[],False,True,Very High
