comparison,gse_1,gse_2,containment,jaccard,overlap_count,shared_cuis,title_1,title_2
within_human,GSE89365,GSE89367,1.0,1.0,145,"['C0004561', 'C0007620', 'C0007634', 'C0015609', 'C0017262', 'C0017362', 'C0021920', 'C0023172', 'C0026661', 'C0027015', 'C0028608', 'C0033684', 'C0034538', 'C0034539', 'C0035280', 'C0035353', 'C0037420', 'C0038164', 'C0038952', 'C0038954', 'C0040649', 'C0084378', 'C0085177', 'C0086376', 'C0086418', 'C0106269', 'C0137714', 'C0139916', 'C0142661', 'C0150775', 'C0151904', 'C0162771', 'C0162796', 'C0182953', 'C0185117', 'C0205217', 'C0205250', 'C0221106', 'C0221284', 'C0238033', 'C0243092', 'C0274281', 'C0281267', 'C0285094', 'C0332157', 'C0333117', 'C0441994', 'C0442805', 'C0449432', 'C0524983', 'C0558024', 'C0596610', 'C0678222', 'C0726639', 'C0728853', 'C0752248', 'C0872079', 'C0887918', 'C0907883', 'C0907884', 'C0920283', 'C0962525', 'C1136156', 'C1136365', 'C1145667', 'C1148674', 'C1155291', 'C1159372', 'C1167166', 'C1167622', 'C1173145', 'C1179435', 'C1257899', 'C1318143', 'C1321569', 'C1323350', 'C1332838', 'C1333206', 'C1413955', 'C1426670', 'C1448132', 'C1513822', 'C1514544', 'C1516374', 'C1516448', 'C1519595', 'C1521746', 'C1521840', 'C1526988', 'C1527349', 'C1539588', 'C1546938', 'C1548802', 'C1698196', 'C1704675', 'C1704735', 'C1704844', 'C1705739', 'C1709694', 'C1720950', 'C1753315', 'C1762617', 'C1825598', 'C1880022', 'C1880177', 'C1882071', 'C2003888', 'C2347946', 'C2610645', 'C2754130', 'C2754179', 'C2754450', 'C2754673', 'C2755750', 'C2826651', 'C2911684', 'C2936194', 'C3178810', 'C3178846', 'C3270705', 'C3538976', 'C3714552', 'C3815596', 'C3826426', 'C3854321', 'C3896214', 'C3899739', 'C4042843', 'C4048187', 'C4049986', 'C4050123', 'C4277675', 'C4281746', 'C4318409', 'C4327509', 'C4327769', 'C4688304', 'C4699379', 'C4724044', 'C4725798', 'C4744949', 'C5236002', 'C5419559', 'C5444086', 'C5575473']",DDX54 regulates transcriptome dynamics during DNA damage response [4SU-seq],DDX54 regulates transcriptome dynamics during DNA damage response [RNA-seq1]
within_human,GSE63950,GSE64017,1.0,0.9927007299270073,136,"['C0001511', 'C0001514', 'C0001516', 'C0003209', 'C0005380', 'C0006147', 'C0007009', 'C0007577', 'C0008111', 'C0008972', 'C0009319', 'C0014597', 'C0015733', 'C0016884', 'C0017262', 'C0017725', 'C0017979', 'C0018720', 'C0021270', 'C0021368', 'C0021853', 'C0022877', 'C0022949', 'C0022950', 'C0028959', 'C0029400', 'C0029877', 'C0031542', 'C0035173', 'C0037420', 'C0037783', 'C0038048', 'C0039795', 'C0040649', 'C0080194', 'C0085295', 'C0086418', 'C0087111', 'C0162327', 'C0162493', 'C0162801', 'C0175633', 'C0178962', 'C0181734', 'C0181740', 'C0185117', 'C0205251', 'C0220825', 'C0221106', 'C0221908', 'C0242295', 'C0282560', 'C0302350', 'C0314975', 'C0314977', 'C0317526', 'C0332281', 'C0337438', 'C0442805', 'C0445202', 'C0449416', 'C0456178', 'C0490221', 'C0493195', 'C0524928', 'C0524940', 'C0524977', 'C0525033', 'C0557651', 'C0596610', 'C0723712', 'C0752248', 'C0814997', 'C0872351', 'C0917793', 'C0947630', 'C1149119', 'C1149215', 'C1149382', 'C1158770', 'C1158817', 'C1158830', 'C1260222', 'C1261322', 'C1280500', 'C1292732', 'C1294197', 'C1439852', 'C1514734', 'C1516944', 'C1522550', 'C1542147', 'C1546938', 'C1547427', 'C1548151', 'C1548427', 'C1550472', 'C1552578', 'C1571737', 'C1611820', 'C1619811', 'C1658612', 'C1696723', 'C1699802', 'C1704675', 'C1705004', 'C1705919', 'C1705920', 'C1705923', 'C1706094', 'C1707689', 'C1708574', 'C1947943', 'C2348609', 'C2598148', 'C2603343', 'C2717875', 'C2733014', 'C2745888', 'C2911684', 'C2938208', 'C3178810', 'C3244292', 'C3269611', 'C3272529', 'C3496634', 'C3854321', 'C4048187', 'C4086963', 'C4318409', 'C4521696', 'C4699379', 'C4724744', 'C5236002', 'C5236420', 'C5445211']",RNA sequencing of CACO-2 cells incubated with bifidobacteria grown on human milk oligosaccharides.,RNA sequencing of CACO-2 cells incubated with Bifidobacteria breve grown on human milk oligosaccharides.
within_human,GSE60889,GSE60890,1.0,0.9645390070921985,136,"['C0002778', 'C0007634', 'C0011435', 'C0016640', 'C0017262', 'C0017263', 'C0017337', 'C0023452', 'C0028877', 'C0031327', 'C0033137', 'C0033618', 'C0034770', 'C0035143', 'C0036745', 'C0039593', 'C0040648', 'C0040715', 'C0042798', 'C0073423', 'C0079429', 'C0085177', 'C0085973', 'C0086418', 'C0162803', 'C0185027', 'C0185117', 'C0200898', 'C0205216', 'C0205225', 'C0205263', 'C0205314', 'C0205396', 'C0220645', 'C0242210', 'C0243107', 'C0370079', 'C0392366', 'C0392747', 'C0439158', 'C0439612', 'C0441712', 'C0443172', 'C0449475', 'C0524811', 'C0552545', 'C0553580', 'C0585474', 'C0599718', 'C0599813', 'C0599893', 'C0643582', 'C0678723', 'C0679622', 'C0679846', 'C0680022', 'C0812380', 'C0851285', 'C0872262', 'C0876889', 'C0887909', 'C0907884', 'C0908880', 'C0920299', 'C0920317', 'C0920533', 'C0936012', 'C0947630', 'C1158770', 'C1158800', 'C1160700', 'C1257975', 'C1264633', 'C1280500', 'C1301751', 'C1327302', 'C1332838', 'C1333224', 'C1335497', 'C1336788', 'C1415645', 'C1417679', 'C1420631', 'C1447150', 'C1511041', 'C1511726', 'C1514485', 'C1517486', 'C1521725', 'C1524024', 'C1524059', 'C1527148', 'C1527491', 'C1546437', 'C1550043', 'C1551024', 'C1554103', 'C1564654', 'C1566330', 'C1566664', 'C1705691', 'C1706376', 'C1706979', 'C1710463', 'C1826636', 'C1860425', 'C1880022', 'C1880079', 'C1948020', 'C2348382', 'C2350567', 'C2698041', 'C2911684', 'C2930586', 'C2982391', 'C2986830', 'C2987521', 'C3245479', 'C3274604', 'C3274605', 'C3463820', 'C3494264', 'C3714741', 'C3854321', 'C4263551', 'C4318409', 'C4521304', 'C4552764', 'C4699379', 'C4723851', 'C5204258', 'C5236074', 'C5419752', 'C5670661', 'C5672809', 'C5679898']",pMPC EF vs control 3seq,hnRNPK knock down in Ewing cell line
within_human,GSE81497,GSE81498,1.0,1.0,133,"['C0002684', 'C0003015', 'C0005495', 'C0006826', 'C0007600', 'C0007620', 'C0007621', 'C0017256', 'C0017262', 'C0018270', 'C0022827', 'C0026336', 'C0026339', 'C0026661', 'C0027819', 'C0029016', 'C0031327', 'C0031843', 'C0032699', 'C0033713', 'C0034678', 'C0035018', 'C0035335', 'C0035668', 'C0035696', 'C0038952', 'C0038954', 'C0079427', 'C0183461', 'C0185117', 'C0205216', 'C0205227', 'C0220781', 'C0220844', 'C0221284', 'C0278252', 'C0332281', 'C0332453', 'C0332454', 'C0392756', 'C0439064', 'C0439849', 'C0439850', 'C0441126', 'C0441471', 'C0441712', 'C0442797', 'C0524869', 'C0542341', 'C0580413', 'C0596263', 'C0596632', 'C0597611', 'C0598174', 'C0699748', 'C0700095', 'C0700205', 'C0751995', 'C0812287', 'C0851285', 'C0887945', 'C0887955', 'C0998265', 'C1101610', 'C1137610', 'C1159372', 'C1171362', 'C1306459', 'C1315032', 'C1325410', 'C1332838', 'C1337053', 'C1337054', 'C1435181', 'C1511726', 'C1512140', 'C1515670', 'C1517480', 'C1517946', 'C1517973', 'C1517980', 'C1517985', 'C1520005', 'C1521840', 'C1521871', 'C1524059', 'C1546437', 'C1547140', 'C1621966', 'C1705027', 'C1705273', 'C1705423', 'C1705630', 'C1705741', 'C1705759', 'C1705921', 'C1706099', 'C1706221', 'C1706279', 'C1706376', 'C1706979', 'C1708690', 'C1825819', 'C1825998', 'C1880287', 'C1999216', 'C2707253', 'C2825314', 'C2826982', 'C2911660', 'C2911684', 'C3161035', 'C3245479', 'C3714583', 'C3714741', 'C3853906', 'C3854321', 'C3884166', 'C3898448', 'C4054120', 'C4255284', 'C4321488', 'C4528292', 'C4553183', 'C4684960', 'C4699379', 'C4744367', 'C5204434', 'C5237010', 'C5419559', 'C5441593', 'C5444885', 'C5447942']",Multiple mechanisms disrupt let-7 miRNA biogenesis and function in neuroblastoma [Let7Targets],Multiple mechanisms disrupt let-7 miRNA biogenesis and function in neuroblastoma [longRNA]
within_human,GSE106540,GSE106542,1.0,0.9848484848484849,130,"['C0004561', 'C0005532', 'C0007595', 'C0007634', 'C0009450', 'C0015407', 'C0017262', 'C0018956', 'C0019409', 'C0020792', 'C0020964', 'C0020965', 'C0020969', 'C0022686', 'C0023172', 'C0033262', 'C0034790', 'C0035682', 'C0038250', 'C0039195', 'C0039215', 'C0040649', 'C0040975', 'C0042769', 'C0063710', 'C0080105', 'C0083032', 'C0086418', 'C0111208', 'C0162628', 'C0178693', 'C0185117', 'C0205099', 'C0205245', 'C0205339', 'C0205396', 'C0206553', 'C0220825', 'C0242960', 'C0243009', 'C0262880', 'C0276640', 'C0301896', 'C0304497', 'C0312738', 'C0348165', 'C0370079', 'C0441712', 'C0441889', 'C0443289', 'C0521115', 'C0524889', 'C0524983', 'C0542341', 'C0552545', 'C0596995', 'C0597452', 'C0677881', 'C0678118', 'C0719205', 'C0752248', 'C0796368', 'C0871161', 'C0876956', 'C0887909', 'C0948075', 'C1136156', 'C1149420', 'C1155018', 'C1158557', 'C1167203', 'C1171362', 'C1179412', 'C1261322', 'C1280519', 'C1292721', 'C1300203', 'C1416395', 'C1511636', 'C1515021', 'C1515670', 'C1517586', 'C1519595', 'C1522642', 'C1540034', 'C1548968', 'C1550043', 'C1552578', 'C1555715', 'C1654621', 'C1704332', 'C1704387', 'C1704419', 'C1706376', 'C1707660', 'C1709634', 'C1837514', 'C1850155', 'C1879652', 'C1883073', 'C1955941', 'C2242472', 'C2700217', 'C2712083', 'C2827424', 'C2911684', 'C2936252', 'C2986383', 'C3245491', 'C3714514', 'C3854321', 'C3899739', 'C4042936', 'C4053868', 'C4277547', 'C4318409', 'C4321509', 'C4331206', 'C4521390', 'C4521706', 'C4699379', 'C4761515', 'C5234945', 'C5236074', 'C5237010', 'C5417695', 'C5444885', 'C5552712', 'C5574752', 'C5690740']",Precursors of human CD4+ cytotoxic T lymphocytes identified by single-cell transcriptome analysis [scRNA-seq],Precursors of human CD4+ cytotoxic T lymphocytes identified by single-cell transcriptome analysis [bulk RNA-seq]
within_human,GSE98288,GSE99843,1.0,1.0,128,"['C0001246', 'C0001688', 'C0002455', 'C0002736', 'C0004112', 'C0007587', 'C0007620', 'C0007634', 'C0010834', 'C0011065', 'C0024706', 'C0025237', 'C0026183', 'C0026237', 'C0026327', 'C0026846', 'C0027627', 'C0027882', 'C0030664', 'C0030668', 'C0031437', 'C0031847', 'C0033137', 'C0037420', 'C0037922', 'C0038435', 'C0038952', 'C0038954', 'C0043227', 'C0050385', 'C0073434', 'C0086418', 'C0162579', 'C0175668', 'C0178539', 'C0205093', 'C0205225', 'C0205245', 'C0205263', 'C0205329', 'C0205436', 'C0205469', 'C0242350', 'C0267026', 'C0277785', 'C0282547', 'C0311404', 'C0369073', 'C0439612', 'C0441471', 'C0450254', 'C0521329', 'C0521449', 'C0542341', 'C0543419', 'C0557351', 'C0596610', 'C0596988', 'C0677042', 'C0678941', 'C0681814', 'C0682685', 'C0699748', 'C0723460', 'C0750430', 'C0751900', 'C0796147', 'C0872076', 'C0879626', 'C0887909', 'C0887941', 'C0919386', 'C1150760', 'C1275684', 'C1280500', 'C1285572', 'C1306577', 'C1314889', 'C1333198', 'C1335497', 'C1367455', 'C1412573', 'C1413052', 'C1415374', 'C1415376', 'C1420306', 'C1420588', 'C1421437', 'C1424787', 'C1456383', 'C1506024', 'C1513492', 'C1520005', 'C1521991', 'C1522484', 'C1546938', 'C1546949', 'C1550738', 'C1563761', 'C1613884', 'C1704675', 'C1704945', 'C1705994', 'C1706386', 'C1706428', 'C1706550', 'C1718621', 'C1825842', 'C2699749', 'C2700217', 'C2717879', 'C2717959', 'C2827481', 'C3152252', 'C3242710', 'C3816499', 'C3850009', 'C3853654', 'C3887504', 'C4041990', 'C4050308', 'C4277541', 'C4318409', 'C4328866', 'C4527231', 'C5575508', 'C5679897', 'C5679898']",Progressive  motor  neuron  pathology  and  the  role  of  astrocytes  in  a  human  stem  cell model of VCP-related ALS,Progressive  motor  neuron  pathology  and  the  role  of  astrocytes  in  a  human  stem  cell model of VCP-related ALS [terminally differentiated iPSC-derived astrocytes]
within_human,GSE37376,GSE54912,1.0,1.0,127,"['C0001038', 'C0007584', 'C0007992', 'C0008972', 'C0009585', 'C0009586', 'C0017262', 'C0017263', 'C0017337', 'C0017428', 'C0019652', 'C0020314', 'C0021069', 'C0022396', 'C0024337', 'C0024660', 'C0024779', 'C0025723', 'C0026045', 'C0031330', 'C0031843', 'C0033666', 'C0057856', 'C0065713', 'C0079429', 'C0086418', 'C0086860', 'C0151904', 'C0162340', 'C0185117', 'C0205216', 'C0205217', 'C0205464', 'C0221106', 'C0225336', 'C0237753', 'C0314621', 'C0332281', 'C0392747', 'C0392756', 'C0442797', 'C0442805', 'C0443172', 'C0449788', 'C0542341', 'C0557651', 'C0580413', 'C0600596', 'C0672708', 'C0678257', 'C0679846', 'C0700205', 'C0851285', 'C0947630', 'C1115660', 'C1156198', 'C1156200', 'C1156201', 'C1159269', 'C1159277', 'C1160700', 'C1257792', 'C1291847', 'C1315032', 'C1326294', 'C1326296', 'C1328856', 'C1417679', 'C1418880', 'C1420492', 'C1422386', 'C1428456', 'C1434629', 'C1511737', 'C1512474', 'C1512977', 'C1514250', 'C1517486', 'C1517945', 'C1521754', 'C1523538', 'C1523540', 'C1554106', 'C1554963', 'C1705273', 'C1705923', 'C1706473', 'C1880156', 'C1948023', 'C1955886', 'C1999216', 'C2247518', 'C2247796', 'C2338314', 'C2603343', 'C2613317', 'C2754016', 'C2911684', 'C2985738', 'C2985792', 'C3537120', 'C3539637', 'C3546896', 'C3546897', 'C3546898', 'C3829683', 'C3831111', 'C3840684', 'C3854321', 'C3858554', 'C3898883', 'C4042783', 'C4042889', 'C4086963', 'C4235282', 'C4277689', 'C4318409', 'C4528292', 'C4545427', 'C4699379', 'C4724018', 'C4724874', 'C4760607', 'C5197803', 'C5236002', 'C5237804', 'C5420593']","Vascular histone deacetylation by pharmacological HDAC inhibition [TSA, RNA-seq]","Vascular histone deacetylation by pharmacological HDAC inhibition [SAHA, RNA-seq]"
within_human,GSE79253,GSE79271,1.0,0.9841269841269841,124,"['C0003015', 'C0004561', 'C0007634', 'C0008972', 'C0012634', 'C0017925', 'C0018270', 'C0023172', 'C0026636', 'C0028432', 'C0029017', 'C0029896', 'C0031715', 'C0031785', 'C0031843', 'C0035678', 'C0035679', 'C0035680', 'C0035681', 'C0036974', 'C0037083', 'C0040649', 'C0070970', 'C0077678', 'C0085862', 'C0086418', 'C0086860', 'C0087113', 'C0162493', 'C0205263', 'C0205282', 'C0220844', 'C0235828', 'C0243077', 'C0243125', 'C0254251', 'C0279583', 'C0279592', 'C0332161', 'C0332453', 'C0332454', 'C0332521', 'C0334227', 'C0344329', 'C0392360', 'C0441712', 'C0456962', 'C0524983', 'C0542341', 'C0557651', 'C0596632', 'C0599946', 'C0600564', 'C0680242', 'C0699900', 'C0700205', 'C0935996', 'C0947630', 'C1136073', 'C1158158', 'C1158209', 'C1158770', 'C1158886', 'C1158897', 'C1158950', 'C1160042', 'C1160466', 'C1172090', 'C1256818', 'C1257756', 'C1261322', 'C1280519', 'C1292769', 'C1299583', 'C1315032', 'C1334602', 'C1335962', 'C1413290', 'C1418270', 'C1422073', 'C1448198', 'C1511026', 'C1516511', 'C1516512', 'C1518371', 'C1519591', 'C1523250', 'C1538830', 'C1549571', 'C1608386', 'C1621445', 'C1621636', 'C1621966', 'C1705273', 'C1705923', 'C1706376', 'C1711168', 'C1720799', 'C1721034', 'C1881707', 'C1961099', 'C2257075', 'C2348235', 'C2603343', 'C2697672', 'C2699007', 'C2717863', 'C2739810', 'C2746041', 'C2911660', 'C2949735', 'C2983548', 'C3494208', 'C3494348', 'C3537152', 'C3899739', 'C4288068', 'C4318409', 'C4553154', 'C4684754', 'C4759804', 'C5575703', 'C5668307', 'C5690761']",BET bromodomain proteins function as master transcription elongation factors independent of CDK9 recruitment [RNA-seq],BET bromodomain proteins function as master transcription elongation factors independent of CDK9 recruitment [NET-seq]
within_human,GSE86618,GSE94555,1.0,0.9302325581395349,120,"['C0001117', 'C0002386', 'C0002793', 'C0004561', 'C0007589', 'C0007634', 'C0009319', 'C0011444', 'C0012634', 'C0014597', 'C0016059', 'C0017925', 'C0019868', 'C0021368', 'C0023172', 'C0024109', 'C0026636', 'C0028432', 'C0029400', 'C0029877', 'C0029896', 'C0030660', 'C0031542', 'C0034069', 'C0034085', 'C0035648', 'C0035668', 'C0036866', 'C0038888', 'C0038889', 'C0038891', 'C0079419', 'C0080055', 'C0085786', 'C0086418', 'C0146283', 'C0150694', 'C0151650', 'C0178987', 'C0205112', 'C0205182', 'C0205258', 'C0205307', 'C0205396', 'C0221908', 'C0225695', 'C0225699', 'C0225700', 'C0278457', 'C0332281', 'C0332453', 'C0333865', 'C0370079', 'C0424215', 'C0443127', 'C0447411', 'C0458578', 'C0458827', 'C0506994', 'C0524983', 'C0552545', 'C0596150', 'C0699748', 'C0741302', 'C0752248', 'C0868995', 'C0870672', 'C0879296', 'C1159442', 'C1182674', 'C1273342', 'C1301808', 'C1326962', 'C1332036', 'C1333410', 'C1440080', 'C1511726', 'C1511938', 'C1512085', 'C1516944', 'C1517945', 'C1520005', 'C1521970', 'C1546437', 'C1548597', 'C1550043', 'C1550457', 'C1550469', 'C1551394', 'C1553386', 'C1705526', 'C1705845', 'C1710548', 'C1800706', 'C1879547', 'C1880177', 'C2246906', 'C2262739', 'C2754074', 'C2825078', 'C2931788', 'C2945687', 'C3245479', 'C3496194', 'C3714634', 'C3714741', 'C3897346', 'C3899739', 'C4037972', 'C4071894', 'C4318409', 'C4320607', 'C4329080', 'C4505109', 'C5226670', 'C5236074', 'C5417695', 'C5554878', 'C5575529', 'C5669539']",Single Cell RNA-Sequencing Identifies Diverse Roles of Epithelial Cells in Idiopathic Pulmonary Fibrosis,Single Cell RNA-Sequencing Identifies Diverse Roles of Epithelial Cells in Idiopathic Pulmonary Fibrosis
within_human,GSE86562,GSE86564,1.0,1.0,119,"['C0000934', 'C0001527', 'C0002778', 'C0005574', 'C0008972', 'C0009402', 'C0010100', 'C0015252', 'C0016492', 'C0016709', 'C0017337', 'C0018026', 'C0022457', 'C0025360', 'C0030705', 'C0034678', 'C0035668', 'C0039421', 'C0039424', 'C0039431', 'C0039593', 'C0039798', 'C0040300', 'C0040712', 'C0079429', 'C0087111', 'C0185115', 'C0205396', 'C0220825', 'C0370079', 'C0391978', 'C0392366', 'C0392673', 'C0449820', 'C0525678', 'C0552545', 'C0557651', 'C0597295', 'C0681890', 'C0728940', 'C0746919', 'C0752188', 'C0763464', 'C0868928', 'C0871261', 'C0872262', 'C0920317', 'C0936012', 'C0947630', 'C1157519', 'C1304897', 'C1363945', 'C1442989', 'C1510538', 'C1510697', 'C1513400', 'C1519613', 'C1519614', 'C1522326', 'C1524024', 'C1533148', 'C1533734', 'C1537502', 'C1548173', 'C1550043', 'C1550655', 'C1704259', 'C1704632', 'C1704864', 'C1705169', 'C1705285', 'C1705908', 'C1705923', 'C1705987', 'C1706817', 'C1707455', 'C1707520', 'C1710360', 'C1879547', 'C1880097', 'C1883559', 'C1883720', 'C1956267', 'C2603343', 'C2828392', 'C2911692', 'C2936643', 'C3544386', 'C3711796', 'C3844738', 'C3873211', 'C3897629', 'C3897630', 'C4050364', 'C4055498', 'C4086963', 'C4331207', 'C4505109', 'C4527431', 'C4553398', 'C4553399', 'C4554348', 'C4684951', 'C4697670', 'C4722085', 'C4760607', 'C4763476', 'C4763871', 'C5236074', 'C5392257', 'C5401389', 'C5419555', 'C5420369', 'C5441977', 'C5444688', 'C5444829', 'C5444830', 'C5544415', 'C5555096']",Adaptation of a RAS pathway activation signature from FF to FFPE tissues in colorectal cancer (FFPE RNA-Seq I),Adaptation of a RAS pathway activation signature from FF to FFPE tissues in colorectal cancer (FFPE RNA-Seq III)
within_human,GSE86563,GSE86564,1.0,1.0,119,"['C0000934', 'C0001527', 'C0002778', 'C0005574', 'C0008972', 'C0009402', 'C0010100', 'C0015252', 'C0016492', 'C0016709', 'C0017337', 'C0018026', 'C0022457', 'C0025360', 'C0030705', 'C0034678', 'C0035668', 'C0039421', 'C0039424', 'C0039431', 'C0039593', 'C0039798', 'C0040300', 'C0040712', 'C0079429', 'C0087111', 'C0185115', 'C0205396', 'C0220825', 'C0370079', 'C0391978', 'C0392366', 'C0392673', 'C0449820', 'C0525678', 'C0552545', 'C0557651', 'C0597295', 'C0681890', 'C0728940', 'C0746919', 'C0752188', 'C0763464', 'C0868928', 'C0871261', 'C0872262', 'C0920317', 'C0936012', 'C0947630', 'C1157519', 'C1304897', 'C1363945', 'C1442989', 'C1510538', 'C1510697', 'C1513400', 'C1519613', 'C1519614', 'C1522326', 'C1524024', 'C1533148', 'C1533734', 'C1537502', 'C1548173', 'C1550043', 'C1550655', 'C1704259', 'C1704632', 'C1704864', 'C1705169', 'C1705285', 'C1705908', 'C1705923', 'C1705987', 'C1706817', 'C1707455', 'C1707520', 'C1710360', 'C1879547', 'C1880097', 'C1883559', 'C1883720', 'C1956267', 'C2603343', 'C2828392', 'C2911692', 'C2936643', 'C3544386', 'C3711796', 'C3844738', 'C3873211', 'C3897629', 'C3897630', 'C4050364', 'C4055498', 'C4086963', 'C4331207', 'C4505109', 'C4527431', 'C4553398', 'C4553399', 'C4554348', 'C4684951', 'C4697670', 'C4722085', 'C4760607', 'C4763476', 'C4763871', 'C5236074', 'C5392257', 'C5401389', 'C5419555', 'C5420369', 'C5441977', 'C5444688', 'C5444829', 'C5444830', 'C5544415', 'C5555096']",Adaptation of a RAS pathway activation signature from FF to FFPE tissues in colorectal cancer (FFPE RNA-Seq II),Adaptation of a RAS pathway activation signature from FF to FFPE tissues in colorectal cancer (FFPE RNA-Seq III)
within_human,GSE86562,GSE86563,1.0,1.0,119,"['C0000934', 'C0001527', 'C0002778', 'C0005574', 'C0008972', 'C0009402', 'C0010100', 'C0015252', 'C0016492', 'C0016709', 'C0017337', 'C0018026', 'C0022457', 'C0025360', 'C0030705', 'C0034678', 'C0035668', 'C0039421', 'C0039424', 'C0039431', 'C0039593', 'C0039798', 'C0040300', 'C0040712', 'C0079429', 'C0087111', 'C0185115', 'C0205396', 'C0220825', 'C0370079', 'C0391978', 'C0392366', 'C0392673', 'C0449820', 'C0525678', 'C0552545', 'C0557651', 'C0597295', 'C0681890', 'C0728940', 'C0746919', 'C0752188', 'C0763464', 'C0868928', 'C0871261', 'C0872262', 'C0920317', 'C0936012', 'C0947630', 'C1157519', 'C1304897', 'C1363945', 'C1442989', 'C1510538', 'C1510697', 'C1513400', 'C1519613', 'C1519614', 'C1522326', 'C1524024', 'C1533148', 'C1533734', 'C1537502', 'C1548173', 'C1550043', 'C1550655', 'C1704259', 'C1704632', 'C1704864', 'C1705169', 'C1705285', 'C1705908', 'C1705923', 'C1705987', 'C1706817', 'C1707455', 'C1707520', 'C1710360', 'C1879547', 'C1880097', 'C1883559', 'C1883720', 'C1956267', 'C2603343', 'C2828392', 'C2911692', 'C2936643', 'C3544386', 'C3711796', 'C3844738', 'C3873211', 'C3897629', 'C3897630', 'C4050364', 'C4055498', 'C4086963', 'C4331207', 'C4505109', 'C4527431', 'C4553398', 'C4553399', 'C4554348', 'C4684951', 'C4697670', 'C4722085', 'C4760607', 'C4763476', 'C4763871', 'C5236074', 'C5392257', 'C5401389', 'C5419555', 'C5420369', 'C5441977', 'C5444688', 'C5444829', 'C5444830', 'C5544415', 'C5555096']",Adaptation of a RAS pathway activation signature from FF to FFPE tissues in colorectal cancer (FFPE RNA-Seq I),Adaptation of a RAS pathway activation signature from FF to FFPE tissues in colorectal cancer (FFPE RNA-Seq II)
within_human,GSE71519,GSE71520,1.0,1.0,117,"['C0002778', 'C0003463', 'C0007089', 'C0008972', 'C0010531', 'C0010536', 'C0012860', 'C0017262', 'C0017263', 'C0017337', 'C0026336', 'C0026339', 'C0026640', 'C0027651', 'C0027792', 'C0031584', 'C0032143', 'C0033640', 'C0037420', 'C0038435', 'C0039654', 'C0040223', 'C0041370', 'C0079419', 'C0079429', 'C0080055', 'C0084796', 'C0085828', 'C0086418', 'C0087140', 'C0146283', 'C0162327', 'C0162508', 'C0164786', 'C0178602', 'C0178655', 'C0185117', 'C0205246', 'C0205263', 'C0205549', 'C0220806', 'C0282655', 'C0286671', 'C0332157', 'C0332281', 'C0441712', 'C0449247', 'C0557651', 'C0596263', 'C0596610', 'C0597645', 'C0681814', 'C0723460', 'C0730442', 'C0750484', 'C0812312', 'C0814472', 'C0851285', 'C0872262', 'C0879296', 'C0920317', 'C0936012', 'C0947630', 'C1160700', 'C1333571', 'C1367601', 'C1417679', 'C1452657', 'C1513164', 'C1513400', 'C1514562', 'C1516275', 'C1517486', 'C1519316', 'C1519689', 'C1524024', 'C1546938', 'C1547403', 'C1548318', 'C1578706', 'C1623117', 'C1704259', 'C1704675', 'C1705526', 'C1705596', 'C1705923', 'C1705987', 'C1706376', 'C1706386', 'C1707328', 'C1708225', 'C1709846', 'C1718621', 'C1880287', 'C1883709', 'C1956267', 'C1998882', 'C2348867', 'C2350292', 'C2603343', 'C2936626', 'C2986495', 'C3161035', 'C3178997', 'C3179020', 'C3273930', 'C3541383', 'C3546691', 'C3714583', 'C3853906', 'C4055468', 'C4055498', 'C4086963', 'C4318409', 'C4329000', 'C4760607', 'C5441746']","Synergistic gene expression signature observed in TK6 cells upon co-exposure to UVC-irradiation and protein kinase C-activating tumor promoters, a time course study (study 1/2)","Synergistic gene expression signature observed in TK6 cells upon co-exposure to UVC-irradiation and protein kinase C-activating tumor promoters, a dosage study (study 2/2)"
