ID_human,ID_mouse,mondo_id_human,mondo_id_mouse,score_human,score_mouse,pair_type,depth_human,depth_mouse,lca_depth,tree_distance
GSE101665,GSE78510,MONDO_0009831,MONDO_0009831,4.2858140154395015,5.392618613612327,matched,2,2,2,0
GSE101665,GSE84759,MONDO_0009831,MONDO_0009831,4.2858140154395015,3.788488394771003,matched,2,2,2,0
GSE101665,GSE86261,MONDO_0009831,MONDO_0009831,4.2858140154395015,4.069892002382243,matched,2,2,2,0
GSE101665,GSE86288,MONDO_0009831,MONDO_0009831,4.2858140154395015,2.4115859288256987,matched,2,2,2,0
GSE101665,GSE86568,MONDO_0009831,MONDO_0009831,4.2858140154395015,2.529775346247221,matched,2,2,2,0
GSE101665,GSE87388,MONDO_0009831,MONDO_0009831,4.2858140154395015,5.446786066050785,matched,2,2,2,0
GSE101665,GSE87606,MONDO_0009831,MONDO_0009831,4.2858140154395015,3.8988321676811672,matched,2,2,2,0
GSE101665,GSE89636,MONDO_0009831,MONDO_0009831,4.2858140154395015,3.407003707198932,matched,2,2,2,0
GSE101665,GSE90116,MONDO_0009831,MONDO_0009831,4.2858140154395015,2.764781132837785,matched,2,2,2,0
GSE101665,GSE90625,MONDO_0009831,MONDO_0009831,4.2858140154395015,2.094764112928915,matched,2,2,2,0
GSE101665,GSE93279,MONDO_0009831,MONDO_0009831,4.2858140154395015,4.523134346641617,matched,2,2,2,0
GSE101665,GSE93313,MONDO_0009831,MONDO_0009831,4.2858140154395015,4.807728386526056,matched,2,2,2,0
GSE101665,GSE94566,MONDO_0009831,MONDO_0009831,4.2858140154395015,3.976412664592291,matched,2,2,2,0
GSE101665,GSE98860,MONDO_0009831,MONDO_0009831,4.2858140154395015,3.0616703202493327,matched,2,2,2,0
GSE101691,GSE31223,MONDO_0004989,MONDO_0004989,1.2676825246921242,1.5241017579263578,matched,2,2,2,0
GSE101691,GSE41286,MONDO_0004989,MONDO_0004989,1.2676825246921242,1.055383358525064,matched,2,2,2,0
GSE101691,GSE57804,MONDO_0004989,MONDO_0004989,1.2676825246921242,1.5395035340354803,matched,2,2,2,0
GSE101691,GSE72480,MONDO_0004989,MONDO_0004989,1.2676825246921242,2.412380440757405,matched,2,2,2,0
GSE101691,GSE72823,MONDO_0004989,MONDO_0004989,1.2676825246921242,1.5232153344354988,matched,2,2,2,0
GSE101691,GSE77107,MONDO_0004989,MONDO_0004989,1.2676825246921242,1.5455646026401952,matched,2,2,2,0
GSE101691,GSE86301,MONDO_0004989,MONDO_0004989,1.2676825246921242,3.942355102552644,matched,2,2,2,0
GSE101927,GSE31223,MONDO_0004989,MONDO_0004989,1.9929680662744165,1.5241017579263578,matched,2,2,2,0
GSE101927,GSE41286,MONDO_0004989,MONDO_0004989,1.9929680662744165,1.055383358525064,matched,2,2,2,0
GSE101927,GSE57804,MONDO_0004989,MONDO_0004989,1.9929680662744165,1.5395035340354803,matched,2,2,2,0
GSE101927,GSE72480,MONDO_0004989,MONDO_0004989,1.9929680662744165,2.412380440757405,matched,2,2,2,0
GSE101927,GSE72823,MONDO_0004989,MONDO_0004989,1.9929680662744165,1.5232153344354988,matched,2,2,2,0
GSE101927,GSE77107,MONDO_0004989,MONDO_0004989,1.9929680662744165,1.5455646026401952,matched,2,2,2,0
