ID,child,parent,parent_hit
GSE107617,MONDO_0002116,MONDO_0009831,True
GSE87375,MONDO_0002116,MONDO_0009831,True
GSE68618,MONDO_0002116,MONDO_0009831,True
GSE74980,MONDO_0002116,MONDO_0009831,True
GSE64787,MONDO_0002116,MONDO_0009831,True
GSE79723,MONDO_0002116,MONDO_0009831,True
GSE72069,MONDO_0002116,MONDO_0009831,True
GSE52332,MONDO_0002116,MONDO_0009831,True
GSE79457,MONDO_0002116,MONDO_0009831,True
GSE77410,MONDO_0002116,MONDO_0009831,True
GSE90531,MONDO_0002116,MONDO_0009831,True
GSE91052,MONDO_0002116,MONDO_0009831,True
GSE102675,MONDO_0002116,MONDO_0009831,True
GSE40823,MONDO_0002116,MONDO_0009831,True
GSE90766,MONDO_0002116,MONDO_0009831,True
GSE88779,MONDO_0002116,MONDO_0009831,True
GSE82005,MONDO_0002120,MONDO_0021069,True
GSE82005,MONDO_0002120,MONDO_0004993,True
GSE59831,MONDO_0002120,MONDO_0021069,False
GSE59831,MONDO_0002120,MONDO_0004993,True
GSE83991,MONDO_0002120,MONDO_0021069,False
GSE83991,MONDO_0002120,MONDO_0004993,True
GSE89660,MONDO_0002120,MONDO_0021069,False
GSE89660,MONDO_0002120,MONDO_0004993,False
GSE94306,MONDO_0002120,MONDO_0021069,False
GSE94306,MONDO_0002120,MONDO_0004993,False
GSE78184,MONDO_0002120,MONDO_0021069,False
GSE78184,MONDO_0002120,MONDO_0004993,False
GSE104264,MONDO_0002120,MONDO_0021069,False
GSE104264,MONDO_0002120,MONDO_0004993,True
GSE70046,MONDO_0002120,MONDO_0021069,False
GSE70046,MONDO_0002120,MONDO_0004993,True
GSE87387,MONDO_0002120,MONDO_0021069,False
GSE87387,MONDO_0002120,MONDO_0004993,True
GSE87870,MONDO_0002129,MONDO_0000637,True
GSE105159,MONDO_0002129,MONDO_0000637,True
GSE49087,MONDO_0002129,MONDO_0000637,True
GSE81420,MONDO_0002129,MONDO_0000637,True
GSE63312,MONDO_0002129,MONDO_0000637,True
GSE81421,MONDO_0002129,MONDO_0000637,True
GSE49088,MONDO_0002129,MONDO_0000637,True
GSE68461,MONDO_0002129,MONDO_0000637,True
GSE77847,MONDO_0002129,MONDO_0000637,True
GSE77846,MONDO_0002129,MONDO_0000637,True
GSE81329,MONDO_0002129,MONDO_0000637,True
GSE80745,MONDO_0002129,MONDO_0000637,True
GSE72737,MONDO_0002129,MONDO_0000637,True
GSE48048,MONDO_0002129,MONDO_0000637,True
GSE79068,MONDO_0002129,MONDO_0000637,True
GSE97389,MONDO_0002129,MONDO_0000637,True
GSE85193,MONDO_0002129,MONDO_0000637,True
GSE90059,MONDO_0002129,MONDO_0000637,True
GSE74064,MONDO_0002129,MONDO_0000637,True
GSE90067,MONDO_0002129,MONDO_0000637,True
GSE71531,MONDO_0002129,MONDO_0000637,True
GSE74018,MONDO_0002129,MONDO_0000637,True
GSE90655,MONDO_0002129,MONDO_0000637,True
GSE97450,MONDO_0002129,MONDO_0000637,True
GSE88905,MONDO_0002129,MONDO_0000637,True
GSE71185,MONDO_0002129,MONDO_0000637,True
GSE94840,MONDO_0002129,MONDO_0000637,True
GSE90136,MONDO_0002129,MONDO_0000637,True
GSE78691,MONDO_0002129,MONDO_0000637,True
GSE57147,MONDO_0002129,MONDO_0000637,True
GSE87623,MONDO_0002129,MONDO_0000637,True
GSE74650,MONDO_0002129,MONDO_0000637,True
GSE65383,MONDO_0002129,MONDO_0000637,True
GSE78224,MONDO_0002129,MONDO_0000637,True
GSE68462,MONDO_0002129,MONDO_0000637,True
GSE96061,MONDO_0002129,MONDO_0000637,True
GSE64545,MONDO_0002129,MONDO_0000637,True
GSE100820,MONDO_0002129,MONDO_0000637,True
GSE66793,MONDO_0002129,MONDO_0000637,True
GSE84873,MONDO_0002129,MONDO_0000637,True
GSE45180,MONDO_0002129,MONDO_0000637,True
GSE66068,MONDO_0002129,MONDO_0000637,True
GSE75580,MONDO_0002129,MONDO_0000637,True
GSE72628,MONDO_0002129,MONDO_0000637,True
GSE55385,MONDO_0002129,MONDO_0000637,True
GSE80682,MONDO_0002129,MONDO_0000637,True
GSE47454,MONDO_0002129,MONDO_0000637,True
GSE97078,MONDO_0002129,MONDO_0000637,True
GSE84703,MONDO_0002129,MONDO_0000637,True
GSE61969,MONDO_0002129,MONDO_0000637,True
GSE74178,MONDO_0002129,MONDO_0000637,True
GSE63751,MONDO_0002129,MONDO_0000637,True
GSE52623,MONDO_0002129,MONDO_0000637,True
GSE74161,MONDO_0002129,MONDO_0000637,True
GSE108367,MONDO_0002129,MONDO_0000637,True
GSE72671,MONDO_0002129,MONDO_0000637,True
GSE75576,MONDO_0002129,MONDO_0000637,True
GSE77967,MONDO_0002129,MONDO_0000637,True
GSE75615,MONDO_0002129,MONDO_0000637,True
GSE74690,MONDO_0002129,MONDO_0000637,True
GSE69654,MONDO_0002129,MONDO_0000637,True
GSE88841,MONDO_0002129,MONDO_0000637,True
GSE58732,MONDO_0002129,MONDO_0000637,True
GSE42990,MONDO_0002129,MONDO_0000637,True
GSE53599,MONDO_0002129,MONDO_0000637,True
GSE69786,MONDO_0002129,MONDO_0000637,True
GSE68391,MONDO_0002129,MONDO_0000637,True
GSE72857,MONDO_0002129,MONDO_0000637,True
GSE81842,MONDO_0002129,MONDO_0000637,True
GSE83204,MONDO_0002129,MONDO_0000637,True
GSE100990,MONDO_0002129,MONDO_0000637,True
GSE70243,MONDO_0002129,MONDO_0000637,True
GSE96607,MONDO_0002129,MONDO_0000637,True
GSE107653,MONDO_0002129,MONDO_0000637,True
GSE69858,MONDO_0002129,MONDO_0000637,True
GSE104138,MONDO_0002129,MONDO_0000637,True
GSE70235,MONDO_0002129,MONDO_0000637,True
GSE60367,MONDO_0002129,MONDO_0000637,True
GSE76132,MONDO_0002129,MONDO_0000637,False
GSE46434,MONDO_0002129,MONDO_0000637,False
GSE72487,MONDO_0002129,MONDO_0000637,True
GSE67609,MONDO_0002129,MONDO_0000637,True
