ID,mondo_id,prob,log2(prob/prior),related_words,top1_score,top2_score,top_gap,species
GSE75229,MONDO_0011996,0.0256991971664599,0.6531262098435128,"cell,enhancer,lines",0.6531262098435128,0.3234932411551644,0.32963296868834835,mouse
GSE75242,MONDO_0019044,0.30800175119348,1.2026250970057932,"bcrabl,bone,cells,marrow,rna,treated",1.2026250970057932,1.201503572360499,0.0011215246452942473,mouse
GSE75246,MONDO_0002602,0.5201474926459556,0.6003798176045514,"astrocytes,brain,brains,id,mice,microglia,microglial,neuron,neurons,rna",0.6003798176045514,0.5506918523365741,0.04968796526797725,mouse
GSE75300,MONDO_0020665,0.5590748909776934,3.673412300773384,"brain,gbms,glioblastoma,gliomas,malignant,multiforme,survival",3.673412300773384,3.668640855753264,0.0047714450201197245,mouse
GSE75318,MONDO_0005267,0.0583900052233812,1.2384503836784964,"left,muscle,myocardial,ventricle",1.2384503836784964,1.1958124465086055,0.04263793716989084,mouse
GSE75330,MONDO_0001516,0.0036627141293788,0.2524108490577113,"postnatal,spinal",0.2524108490577113,0.2150264680859446,0.03738438097176666,mouse
GSE75332,MONDO_0005108,0.0536843972339434,0.1449100830992175,"cells,infected",0.1449100830992175,0.1350857047884337,0.009824378310783782,mouse
GSE75357,MONDO_0017345,0.0035787188520231,0.0684157783023479,tissue,0.0684157783023479,0.0555175121484865,0.012898266153861394,mouse
GSE75386,MONDO_0002025,0.2258847424623741,1.0345215792499896,"data,hippocampal,hippocampus,individual,interneurons,networks,neuronal,neurons,pyramidal,synaptic,transcriptome,type",1.0345215792499896,0.8714901343562429,0.16303144489374666,mouse
GSE75413,MONDO_0005084,0.1432494731584127,1.1960804391473288,"developmental,genes,neurons",1.1960804391473288,1.1668317936410917,0.02924864550623707,mouse
GSE75417,MONDO_0010383,0.00362659084889,0.0875865597406188,"differentiation,progenitors",0.0875865597406188,0.0173921168431342,0.0701944428974846,mouse
GSE75426,MONDO_0005381,0.1031860911162305,0.3372342965121527,"chromatin,cluster,gene,sites",0.3372342965121527,0.2025266682890878,0.1347076282230649,mouse
GSE75431,MONDO_0005559,0.1298699408188113,0.4026218884152301,"astrocyte,astrocytes,brains,mice,microglia,microglial,neuron,neurons,rnaseq",0.4026218884152301,0.3873068943767898,0.015314994038440333,mouse
GSE75453,MONDO_0005165,0.0152803221048477,0.0763432222991316,"array,expression,samples,sequencing",0.0763432222991316,0.0488402831250638,0.0275029391740678,mouse
