ID,child,parent,child_score,parent_score,delta,child_gt_parent
GSE104138,MONDO_0004643,MONDO_0020076,1.3715489592493162,1.334062526908688,0.037486432340628095,True
GSE60367,MONDO_0004643,MONDO_0020076,1.357732390104216,1.190966885583452,0.16676550452076389,True
GSE107653,MONDO_0004643,MONDO_0020076,1.3199491265439178,1.1917226391572735,0.12822648738664433,True
GSE52870,MONDO_0004643,MONDO_0020076,1.3091963248573018,1.1816287989718477,0.12756752588545406,True
GSE77185,MONDO_0004643,MONDO_0020076,1.2825431317107057,1.3021661978410273,-0.01962306613032161,False
GSE70235,MONDO_0004643,MONDO_0020076,1.2744962795578452,1.3412562556689602,-0.06675997611111506,False
GSE100990,MONDO_0004643,MONDO_0020076,1.261795582176836,1.5060397865741306,-0.24424420439729455,False
GSE55310,MONDO_0004643,MONDO_0020076,1.256944281727079,0.9240015538223249,0.3329427279047542,True
GSE77693,MONDO_0004643,MONDO_0020076,1.2485349592072976,-0.6081287794678606,1.856663738675158,True
GSE66232,MONDO_0004643,MONDO_0020076,1.2072839521319003,1.1228795778265468,0.08440437430535352,True
GSE109653,MONDO_0004643,MONDO_0020076,1.201684325138208,1.0890331436832703,0.1126511814549378,True
GSE69858,MONDO_0004643,MONDO_0020076,1.1646267156680838,1.2071851004433094,-0.042558384775225555,False
GSE72487,MONDO_0004643,MONDO_0020076,1.156154406503473,1.1888904205845403,-0.0327360140810673,False
GSE63681,MONDO_0004643,MONDO_0020076,1.13389196874031,1.2121867383013332,-0.07829476956102321,False
GSE96607,MONDO_0004643,MONDO_0020076,1.11428352919756,1.2806995270462114,-0.16641599784865146,False
GSE56690,MONDO_0004643,MONDO_0020076,1.109540640722034,0.7845041176097152,0.3250365231123189,True
GSE99656,MONDO_0004643,MONDO_0020076,1.0529793929941775,1.0567704708329453,-0.0037910778387677535,False
GSE70244,MONDO_0004643,MONDO_0020076,1.0434060613713092,0.9336130925055088,0.10979296886580037,True
GSE73457,MONDO_0004643,MONDO_0020076,1.02031742796257,0.9009188380139344,0.11939858994863561,True
GSE65395,MONDO_0004950,MONDO_0001056,3.5838909225936706,4.073343791807786,-0.48945286921411535,False
GSE65395,MONDO_0004950,MONDO_0006181,3.5838909225936706,1.3196726375742145,2.264218285019456,True
GSE93774,MONDO_0004950,MONDO_0001056,3.05092799404784,3.4917191458468544,-0.4407911517990142,False
GSE93774,MONDO_0004950,MONDO_0006181,3.05092799404784,1.2162746139149216,1.8346533801329186,True
GSE67957,MONDO_0004950,MONDO_0001056,2.704484264354578,3.067859536729677,-0.3633752723750989,False
GSE67957,MONDO_0004950,MONDO_0006181,2.704484264354578,1.1547553949181235,1.5497288694364546,True
GSE83964,MONDO_0004950,MONDO_0001056,2.5495591569505263,2.938312916321,-0.3887537593704735,False
GSE83964,MONDO_0004950,MONDO_0006181,2.5495591569505263,0.8527809458581508,1.6967782110923755,True
GSE73336,MONDO_0004950,MONDO_0001056,2.4483823748711315,2.620191199992383,-0.17180882512125129,False
GSE73336,MONDO_0004950,MONDO_0006181,2.4483823748711315,0.5745179216918865,1.873864453179245,True
GSE53782,MONDO_0004950,MONDO_0001056,2.291469042465574,2.581246722821819,-0.28977768035624507,False
GSE53782,MONDO_0004950,MONDO_0006181,2.291469042465574,0.3867326125785577,1.9047364298870162,True
GSE67476,MONDO_0004950,MONDO_0001056,1.957960761907034,2.1745647198563414,-0.2166039579493073,False
GSE67476,MONDO_0004950,MONDO_0006181,1.957960761907034,0.4348499196301758,1.5231108422768582,True
GSE70135,MONDO_0004950,MONDO_0001056,1.862289787806679,2.021761666389872,-0.15947187858319278,False
GSE70135,MONDO_0004950,MONDO_0006181,1.862289787806679,0.3906521518940749,1.4716376359126042,True
GSE67270,MONDO_0004950,MONDO_0001056,1.4646948860685969,1.5909888213065515,-0.12629393523795462,False
GSE67270,MONDO_0004950,MONDO_0006181,1.4646948860685969,0.011714707107066,1.4529801789615309,True
GSE60853,MONDO_0004950,MONDO_0001056,1.1857351942062846,1.264389472644171,-0.0786542784378863,False
GSE60853,MONDO_0004950,MONDO_0006181,1.1857351942062846,0.2570250258453915,0.9287101683608932,True
GSE77195,MONDO_0004950,MONDO_0001056,1.1146703208975766,1.206252572597246,-0.09158225169966938,False
GSE77195,MONDO_0004950,MONDO_0006181,1.1146703208975766,-0.0977074898528297,1.2123778107504062,True
GSE86301,MONDO_0004953,MONDO_0006256,2.6091736631129185,3.1067164272487986,-0.49754276413588006,False
GSE86301,MONDO_0004953,MONDO_0005590,2.6091736631129185,2.544936091876125,0.06423757123679374,True
GSE81941,MONDO_0004953,MONDO_0006256,1.6278261983651314,2.141692758641089,-0.5138665602759576,False
GSE81941,MONDO_0004953,MONDO_0005590,1.6278261983651314,1.5712051574181476,0.056621040946983836,True
GSE76075,MONDO_0004953,MONDO_0006256,1.5696665012920616,1.86063484794882,-0.2909683466567583,False
GSE76075,MONDO_0004953,MONDO_0005590,1.5696665012920616,1.5401269740666124,0.02953952722544928,True
GSE72480,MONDO_0004953,MONDO_0006256,1.4051539912932718,1.764649933140899,-0.3594959418476271,False
GSE72480,MONDO_0004953,MONDO_0005590,1.4051539912932718,1.3872057101011208,0.017948281192150972,True
GSE67071,MONDO_0004953,MONDO_0006256,1.3683791750004657,1.5947312868616257,-0.22635211186116,False
GSE67071,MONDO_0004953,MONDO_0005590,1.3683791750004657,1.337107427280191,0.031271747720274634,True
GSE85810,MONDO_0004953,MONDO_0006256,1.2151991557155652,1.4042772601011606,-0.18907810438559536,False
GSE85810,MONDO_0004953,MONDO_0005590,1.2151991557155652,1.180032926129839,0.03516622958572624,True
GSE54246,MONDO_0004958,MONDO_0044925,1.7095939995341607,1.3340172999480229,0.3755766995861378,True
GSE54246,MONDO_0004958,MONDO_0044710,1.7095939995341607,1.4203123747579278,0.28928162477623287,True
GSE45893,MONDO_0004958,MONDO_0044925,1.1264851285154256,0.7206047357242646,0.40588039279116095,True
GSE45893,MONDO_0004958,MONDO_0044710,1.1264851285154256,0.7177202794197411,0.40876484909568445,True
GSE94583,MONDO_0004970,MONDO_0004993,2.9011049893271306,2.1864204893409167,0.7146844999862139,True
GSE60982,MONDO_0004970,MONDO_0004993,2.541498320346499,1.835648442316404,0.705849878030095,True
GSE65665,MONDO_0004970,MONDO_0004993,2.433364237342722,1.7203932918134384,0.7129709455292836,True
GSE77323,MONDO_0004970,MONDO_0004993,2.379630927042852,1.4711231675862668,0.9085077594565851,True
GSE87387,MONDO_0004970,MONDO_0004993,2.2352756383175403,1.6964222460988552,0.5388533922186851,True
GSE59831,MONDO_0004970,MONDO_0004993,2.2211559280949285,2.047999835035012,0.1731560930599163,True
GSE93279,MONDO_0004970,MONDO_0004993,1.9465944457047604,1.26581102910521,0.6807834165995503,True
GSE49555,MONDO_0004970,MONDO_0004993,1.945200185905048,1.6011402665286474,0.3440599193764007,True
GSE70046,MONDO_0004970,MONDO_0004993,1.828762583403352,1.8497704809956623,-0.021007897592310254,False
GSE76033,MONDO_0004970,MONDO_0004993,1.798694614551155,1.701293766349962,0.09740084820119299,True
GSE63758,MONDO_0004970,MONDO_0004993,1.7511475233830862,1.8311877839803643,-0.08004026059727809,False
GSE90497,MONDO_0004970,MONDO_0004993,1.706961865252803,1.0336358312408431,0.6733260340119598,True
GSE86389,MONDO_0004970,MONDO_0004993,1.7054719066790398,1.2065931966591783,0.4988787100198615,True
GSE74490,MONDO_0004970,MONDO_0004993,1.6801491198477994,1.4427233625035962,0.23742575734420313,True
GSE87388,MONDO_0004970,MONDO_0004993,1.6508527388404166,1.3697515581842128,0.2811011806562038,True
GSE98860,MONDO_0004970,MONDO_0004993,1.644180241404924,0.998466308861748,0.645713932543176,True
GSE97654,MONDO_0004970,MONDO_0004993,1.6422127065606595,1.3488440462753657,0.29336866028529385,True
GSE43028,MONDO_0004970,MONDO_0004993,1.628401610858195,1.3026513769642003,0.3257502338939946,True
GSE71877,MONDO_0004970,MONDO_0004993,1.606937753680712,1.408040229757423,0.19889752392328885,True
GSE51144,MONDO_0004970,MONDO_0004993,1.5731584656888626,1.9084946243396608,-0.33533615865079813,False
GSE71574,MONDO_0004970,MONDO_0004993,1.5639840161458527,1.0666962354903708,0.49728778065548185,True
GSE95478,MONDO_0004970,MONDO_0004993,1.543286405891561,0.9337441288697766,0.6095422770217843,True
GSE97060,MONDO_0004970,MONDO_0004993,1.5432789847331294,1.0990273282505754,0.44425165648255405,True
GSE85731,MONDO_0004970,MONDO_0004993,1.499073960981127,0.7443165985518276,0.7547573624292994,True
GSE84447,MONDO_0004970,MONDO_0004993,1.4894463763364585,1.6796701374897172,-0.19022376115325867,False
GSE78760,MONDO_0004970,MONDO_0004993,1.4823689578087031,0.8462698709865675,0.6360990868221357,True
GSE76772,MONDO_0004970,MONDO_0004993,1.4473936722971033,1.6583626524862585,-0.21096898018915522,False
