ID_human,ID_mouse,mondo_id_human,mondo_id_mouse,log2(prob/prior)_human,log2(prob/prior)_mouse,depth_human,depth_mouse,pair_type
GSE95132,GSE104305,MONDO_0005575,MONDO_0008315,3.222571819135007,2.1234702702272803,3,3,branch
GSE95176,GSE85810,MONDO_0009831,MONDO_0007254,3.3430238761319773,2.08764346080727,2,2,branch
GSE95293,GSE77083,MONDO_0004989,MONDO_0009831,4.311618152300564,4.18424915256352,2,2,branch
GSE95299,GSE53782,MONDO_0004989,MONDO_0001056,3.7566978308118806,2.581246722821819,2,2,branch
GSE95304,GSE89823,MONDO_0004989,MONDO_0001187,4.838427033457087,2.8270163999397973,2,2,branch
GSE95375,GSE95478,MONDO_0006116,MONDO_0005192,1.8911916846603605,2.8139623635405613,3,3,branch
GSE95392,GSE90067,MONDO_0018177,MONDO_0004643,3.906388154024351,3.544643631922829,4,4,branch
GSE95413,GSE81212,MONDO_0008315,MONDO_0005575,2.8511024096547346,1.4238668989676864,3,3,branch
GSE95513,GSE51144,MONDO_0005575,MONDO_0005233,3.2155680238238933,4.537982504584051,3,3,branch
GSE95540,GSE63679,MONDO_0003274,MONDO_0005089,1.7924780690334,1.263484429046463,1,1,branch
GSE95558,GSE68220,MONDO_0008903,MONDO_0001187,4.140067062736956,2.417962469961965,2,2,branch
GSE95605,GSE67634,MONDO_0005008,MONDO_0024331,2.049371193887552,1.367704553560417,3,3,branch
GSE95750,GSE67634,MONDO_0021345,MONDO_0024331,2.356520902387829,1.367704553560417,3,3,branch
GSE95778,GSE95478,MONDO_0007256,MONDO_0005192,1.9198824646756016,2.8139623635405613,3,3,branch
GSE96106,GSE84448,MONDO_0005061,MONDO_0005233,4.845209651502237,2.085328247943657,3,3,branch
GSE96682,GSE58801,MONDO_0016680,MONDO_0010150,3.4904470539645054,1.0162090860446864,3,3,branch
GSE96827,GSE97389,MONDO_0011996,MONDO_0018874,1.31860085791279,3.826421464669248,5,5,branch
GSE96860,GSE72990,MONDO_0004989,MONDO_0009831,4.287679049985376,1.7560335187735931,2,2,branch
GSE96914,GSE92721,MONDO_0005575,MONDO_0008315,3.6869768715698448,1.7976789285190369,3,3,branch
GSE97168,GSE79014,MONDO_0005061,MONDO_0008315,3.237276903286277,1.44468936594353,3,3,branch
GSE97204,GSE100276,MONDO_0008315,MONDO_0005575,4.709980874463858,3.5008860696372697,3,3,branch
GSE97215,GSE81316,MONDO_0009831,MONDO_0005836,3.022073952153105,2.8703165758395035,2,2,branch
GSE97239,GSE98048,MONDO_0001187,MONDO_0005138,4.7106123645478775,3.15547578879245,2,2,branch
GSE97317,GSE93279,MONDO_0007254,MONDO_0009831,1.4904794907335743,4.523134346641617,2,2,branch
GSE97388,GSE89264,MONDO_0008170,MONDO_0021345,3.711594672483086,2.1613140260026897,3,3,branch
GSE97443,GSE98063,MONDO_0018874,MONDO_0011996,4.307837855517132,1.1762566400237688,5,5,branch
GSE97632,GSE83651,MONDO_0016680,MONDO_0008315,3.844614056087289,4.108459122180579,3,3,branch
GSE97647,GSE90116,MONDO_0007254,MONDO_0009831,1.886067043142596,2.764781132837785,2,2,branch
GSE97726,GSE71843,MONDO_0003274,MONDO_0005089,1.2897180096506846,2.869130899674688,1,1,branch
GSE98091,GSE100276,MONDO_0007256,MONDO_0005575,1.657531646213167,3.5008860696372697,3,3,branch
GSE98310,GSE98063,MONDO_0018874,MONDO_0011996,4.141846521781098,1.1762566400237688,5,5,branch
GSE98393,GSE64867,MONDO_0007254,MONDO_0005096,2.273041604995498,4.008523012417667,2,2,branch
GSE98623,GSE79889,MONDO_0004643,MONDO_0018177,2.1091221513576315,2.091821608152164,4,4,branch
GSE98898,GSE94583,MONDO_0008315,MONDO_0007256,4.449325438286249,4.9417259931317385,3,3,branch
GSE99060,GSE53782,MONDO_0004989,MONDO_0001056,4.784916855504355,2.581246722821819,2,2,branch
GSE99356,GSE81941,MONDO_0009693,MONDO_0007254,3.2913320685919496,2.6849691676126,2,2,branch
GSE99385,GSE76033,MONDO_0016680,MONDO_0005061,1.421402061399277,3.425567720763131,3,3,branch
GSE99392,GSE63756,MONDO_0002974,MONDO_0006513,3.276494589144695,1.9245797683185528,4,4,branch
GSE99479,GSE85731,MONDO_0004989,MONDO_0005814,3.0437715360716733,4.187895988392337,2,2,branch
GSE99596,GSE77646,MONDO_0004989,MONDO_0005159,3.620575335634383,3.7217404350842407,2,2,branch
GSE99626,GSE70135,MONDO_0004989,MONDO_0001056,2.652913789637995,2.021761666389872,2,2,branch
GSE99671,GSE76184,MONDO_0005089,MONDO_0020665,2.406966678603794,2.907458976408594,1,1,branch
GSE99812,GSE76992,MONDO_0100342,MONDO_0009831,3.090315221430622,1.7246120736900592,2,2,branch
GSE99821,GSE76724,MONDO_0024331,MONDO_0008315,1.7384053336770506,3.360477932400424,3,3,branch
GSE99824,GSE84703,MONDO_0005159,MONDO_0002129,1.071744499367827,2.05281174578392,2,2,branch
GSE99825,GSE85193,MONDO_0011996,MONDO_0018874,1.5356021893800749,4.16837069433296,5,5,branch
GSE99857,GSE71629,MONDO_0008315,MONDO_0005061,3.3522349375654885,1.8148397617804053,3,3,branch
