ID,term,depth,coverage,n_ancestors,n_ancestors_hit
GSE35213,MONDO_0007256,3,0.375,8,3
GSE95260,MONDO_0007256,3,0.125,8,1
GSE83483,MONDO_0007256,3,0.25,8,2
GSE66007,MONDO_0007256,3,0.25,8,2
GSE95685,MONDO_0007256,3,0.125,8,1
GSE83240,MONDO_0007256,3,0.375,8,3
GSE76062,MONDO_0007256,3,0.625,8,5
GSE64867,MONDO_0007256,3,0.875,8,7
GSE93379,MONDO_0007256,3,0.125,8,1
GSE79199,MONDO_0007256,3,0.125,8,1
GSE40823,MONDO_0007256,3,0.375,8,3
GSE64867,MONDO_0007576,2,0.5,2,1
GSE97654,MONDO_0007763,4,0.8571428571428571,7,6
GSE79137,MONDO_0007763,4,0.5714285714285714,7,4
GSE79443,MONDO_0007763,4,0.5714285714285714,7,4
GSE68472,MONDO_0008170,3,0.6666666666666666,3,2
GSE84078,MONDO_0008170,3,0.6666666666666666,3,2
GSE67207,MONDO_0008170,3,0.6666666666666666,3,2
GSE92301,MONDO_0008315,3,0.6666666666666666,3,2
GSE64771,MONDO_0008315,3,0.6666666666666666,3,2
GSE90891,MONDO_0008315,3,0.6666666666666666,3,2
GSE98760,MONDO_0008315,3,0.6666666666666666,3,2
GSE81424,MONDO_0008315,3,0.6666666666666666,3,2
GSE83298,MONDO_0008315,3,0.6666666666666666,3,2
GSE80083,MONDO_0008315,3,0.6666666666666666,3,2
GSE83651,MONDO_0008315,3,0.6666666666666666,3,2
GSE39509,MONDO_0008315,3,0.6666666666666666,3,2
GSE77623,MONDO_0008315,3,0.6666666666666666,3,2
GSE76724,MONDO_0008315,3,0.6666666666666666,3,2
GSE81432,MONDO_0008315,3,0.6666666666666666,3,2
GSE81316,MONDO_0008315,3,0.6666666666666666,3,2
GSE92999,MONDO_0008315,3,0.6666666666666666,3,2
GSE77646,MONDO_0008315,3,0.6666666666666666,3,2
GSE67681,MONDO_0008315,3,0.6666666666666666,3,2
GSE104305,MONDO_0008315,3,0.6666666666666666,3,2
GSE99233,MONDO_0008315,3,0.6666666666666666,3,2
GSE92721,MONDO_0008315,3,0.6666666666666666,3,2
GSE75760,MONDO_0008315,3,0.6666666666666666,3,2
GSE79756,MONDO_0008315,3,0.6666666666666666,3,2
GSE94839,MONDO_0008315,3,0.6666666666666666,3,2
GSE61008,MONDO_0008315,3,0.6666666666666666,3,2
GSE79014,MONDO_0008315,3,0.0,3,0
GSE82005,MONDO_0008433,3,0.8888888888888888,9,8
GSE89660,MONDO_0008433,3,0.1111111111111111,9,1
GSE83991,MONDO_0008433,3,0.7777777777777778,9,7
GSE59831,MONDO_0008433,3,0.7777777777777778,9,7
GSE51144,MONDO_0008903,2,0.6666666666666666,3,2
GSE59831,MONDO_0008903,2,0.6666666666666666,3,2
GSE83991,MONDO_0008903,2,0.6666666666666666,3,2
GSE70046,MONDO_0008903,2,0.6666666666666666,3,2
GSE104264,MONDO_0008903,2,0.6666666666666666,3,2
GSE94306,MONDO_0008903,2,0.6666666666666666,3,2
GSE78184,MONDO_0008903,2,0.6666666666666666,3,2
GSE97196,MONDO_0008903,2,0.6666666666666666,3,2
GSE87387,MONDO_0008903,2,0.6666666666666666,3,2
GSE88908,MONDO_0008903,2,0.6666666666666666,3,2
GSE76033,MONDO_0008903,2,0.6666666666666666,3,2
GSE101334,MONDO_0008903,2,0.6666666666666666,3,2
GSE98048,MONDO_0008903,2,0.6666666666666666,3,2
GSE64027,MONDO_0008903,2,0.6666666666666666,3,2
GSE109238,MONDO_0008903,2,0.6666666666666666,3,2
GSE99235,MONDO_0008903,2,0.6666666666666666,3,2
GSE61300,MONDO_0008903,2,0.6666666666666666,3,2
GSE63758,MONDO_0008903,2,0.6666666666666666,3,2
GSE80101,MONDO_0008903,2,0.6666666666666666,3,2
GSE84383,MONDO_0008903,2,0.6666666666666666,3,2
GSE107470,MONDO_0008903,2,0.6666666666666666,3,2
GSE104294,MONDO_0008903,2,0.6666666666666666,3,2
GSE92891,MONDO_0008903,2,0.6666666666666666,3,2
GSE66634,MONDO_0008903,2,0.6666666666666666,3,2
GSE56292,MONDO_0008903,2,0.6666666666666666,3,2
GSE121611,MONDO_0008903,2,0.6666666666666666,3,2
GSE90969,MONDO_0008903,2,0.6666666666666666,3,2
GSE52854,MONDO_0008903,2,0.6666666666666666,3,2
GSE90697,MONDO_0008903,2,0.6666666666666666,3,2
GSE84447,MONDO_0008903,2,0.6666666666666666,3,2
GSE94857,MONDO_0008903,2,0.6666666666666666,3,2
GSE124872,MONDO_0008903,2,0.6666666666666666,3,2
GSE80707,MONDO_0008903,2,0.6666666666666666,3,2
GSE85131,MONDO_0008903,2,0.6666666666666666,3,2
GSE88836,MONDO_0008903,2,0.6666666666666666,3,2
GSE86339,MONDO_0008903,2,0.3333333333333333,3,1
GSE94685,MONDO_0008903,2,0.6666666666666666,3,2
GSE94749,MONDO_0008903,2,0.3333333333333333,3,1
GSE92304,MONDO_0008903,2,0.6666666666666666,3,2
GSE43028,MONDO_0008903,2,0.6666666666666666,3,2
GSE72942,MONDO_0008903,2,0.6666666666666666,3,2
GSE71877,MONDO_0008903,2,0.6666666666666666,3,2
GSE76205,MONDO_0008903,2,0.3333333333333333,3,1
GSE42564,MONDO_0008903,2,0.3333333333333333,3,1
GSE84448,MONDO_0008903,2,0.3333333333333333,3,1
GSE87602,MONDO_0008903,2,0.3333333333333333,3,1
GSE106349,MONDO_0008903,2,0.3333333333333333,3,1
GSE38838,MONDO_0008903,2,0.3333333333333333,3,1
GSE82158,MONDO_0008903,2,0.3333333333333333,3,1
GSE67647,MONDO_0008903,2,0.6666666666666666,3,2
GSE82005,MONDO_0008903,2,0.6666666666666666,3,2
GSE78948,MONDO_0008903,2,0.6666666666666666,3,2
GSE70819,MONDO_0008903,2,0.3333333333333333,3,1
GSE71629,MONDO_0008903,2,0.3333333333333333,3,1
GSE93339,MONDO_0008903,2,0.3333333333333333,3,1
GSE57043,MONDO_0008903,2,0.3333333333333333,3,1
GSE57391,MONDO_0008903,2,0.3333333333333333,3,1
GSE101696,MONDO_0008903,2,0.3333333333333333,3,1
GSE97054,MONDO_0008903,2,0.3333333333333333,3,1
GSE70020,MONDO_0008903,2,0.3333333333333333,3,1
GSE87681,MONDO_0008903,2,0.6666666666666666,3,2
GSE73932,MONDO_0008903,2,0.3333333333333333,3,1
GSE52594,MONDO_0008903,2,0.6666666666666666,3,2
GSE122331,MONDO_0008903,2,0.3333333333333333,3,1
GSE97804,MONDO_0008903,2,0.0,3,0
GSE89258,MONDO_0008903,2,0.0,3,0
GSE66578,MONDO_0008903,2,0.0,3,0
GSE61828,MONDO_0008903,2,0.0,3,0
GSE70981,MONDO_0009693,2,0.0,2,0
GSE72831,MONDO_0009693,2,0.0,2,0
GSE89412,MONDO_0009693,2,0.5,2,1
GSE58916,MONDO_0009807,2,0.0,2,0
GSE41293,MONDO_0009807,2,0.5,2,1
GSE74490,MONDO_0009831,2,0.5,2,1
GSE87388,MONDO_0009831,2,0.5,2,1
GSE78510,MONDO_0009831,2,0.5,2,1
GSE93313,MONDO_0009831,2,0.5,2,1
GSE93279,MONDO_0009831,2,0.5,2,1
GSE76498,MONDO_0009831,2,0.5,2,1
GSE77083,MONDO_0009831,2,0.5,2,1
GSE86261,MONDO_0009831,2,0.5,2,1
GSE84592,MONDO_0009831,2,0.5,2,1
GSE94566,MONDO_0009831,2,0.5,2,1
GSE87606,MONDO_0009831,2,0.5,2,1
GSE108811,MONDO_0009831,2,0.5,2,1
GSE84759,MONDO_0009831,2,0.5,2,1
GSE63526,MONDO_0009831,2,0.5,2,1
GSE40171,MONDO_0009831,2,0.5,2,1
GSE51372,MONDO_0009831,2,0.5,2,1
GSE65315,MONDO_0009831,2,0.5,2,1
GSE89636,MONDO_0009831,2,0.5,2,1
GSE63348,MONDO_0009831,2,0.5,2,1
GSE98860,MONDO_0009831,2,0.5,2,1
GSE95478,MONDO_0009831,2,0.5,2,1
GSE100981,MONDO_0009831,2,0.5,2,1
GSE90116,MONDO_0009831,2,0.5,2,1
GSE74429,MONDO_0009831,2,0.0,2,0
GSE56507,MONDO_0009831,2,0.0,2,0
GSE86568,MONDO_0009831,2,0.0,2,0
GSE86288,MONDO_0009831,2,0.0,2,0
GSE93946,MONDO_0009831,2,0.5,2,1
GSE86909,MONDO_0009831,2,0.0,2,0
GSE96729,MONDO_0009831,2,0.0,2,0
GSE106901,MONDO_0009831,2,0.5,2,1
GSE99774,MONDO_0009831,2,0.0,2,0
GSE77896,MONDO_0009831,2,0.0,2,0
GSE90625,MONDO_0009831,2,0.5,2,1
GSE106550,MONDO_0009831,2,0.0,2,0
GSE72546,MONDO_0009831,2,0.0,2,0
GSE66817,MONDO_0009831,2,0.0,2,0
GSE65929,MONDO_0009831,2,0.0,2,0
GSE52332,MONDO_0009831,2,0.0,2,0
GSE70542,MONDO_0009831,2,0.0,2,0
GSE91052,MONDO_0009831,2,0.0,2,0
GSE96707,MONDO_0009831,2,0.0,2,0
GSE72990,MONDO_0009831,2,0.0,2,0
GSE76992,MONDO_0009831,2,0.0,2,0
GSE72069,MONDO_0009831,2,0.0,2,0
GSE87375,MONDO_0009831,2,0.0,2,0
GSE70699,MONDO_0009831,2,0.0,2,0
GSE107617,MONDO_0009831,2,0.0,2,0
GSE68618,MONDO_0009831,2,0.0,2,0
GSE74980,MONDO_0009831,2,0.0,2,0
GSE64787,MONDO_0009831,2,0.0,2,0
GSE79723,MONDO_0009831,2,0.0,2,0
GSE79457,MONDO_0009831,2,0.0,2,0
GSE77410,MONDO_0009831,2,0.0,2,0
GSE40823,MONDO_0009831,2,0.5,2,1
GSE90531,MONDO_0009831,2,0.0,2,0
GSE102675,MONDO_0009831,2,0.0,2,0
GSE90766,MONDO_0009831,2,0.0,2,0
GSE42605,MONDO_0009831,2,0.5,2,1
GSE88779,MONDO_0009831,2,0.0,2,0
GSE66551,MONDO_0009831,2,0.0,2,0
GSE58384,MONDO_0009831,2,0.0,2,0
GSE54246,MONDO_0010150,3,0.8,5,4
GSE64867,MONDO_0010150,3,0.8,5,4
GSE62125,MONDO_0010150,3,0.4,5,2
GSE66457,MONDO_0010150,3,0.6,5,3
GSE78948,MONDO_0010150,3,0.4,5,2
GSE58801,MONDO_0010150,3,0.0,5,0
GSE70031,MONDO_0011996,5,0.5714285714285714,7,4
GSE76123,MONDO_0011996,5,0.2857142857142857,7,2
GSE73536,MONDO_0011996,5,0.0,7,0
GSE79313,MONDO_0011996,5,0.0,7,0
GSE98063,MONDO_0011996,5,0.0,7,0
GSE75615,MONDO_0011996,5,0.8571428571428571,7,6
GSE74064,MONDO_0011996,5,0.8571428571428571,7,6
GSE41293,MONDO_0012817,2,0.5,2,1
GSE81476,MONDO_0012817,2,0.5,2,1
GSE71843,MONDO_0012817,2,0.5,2,1
GSE89419,MONDO_0012817,2,0.5,2,1
GSE38539,MONDO_0015075,2,0.5,4,2
GSE85648,MONDO_0015075,2,0.5,4,2
GSE98690,MONDO_0015075,2,0.25,4,1
GSE85793,MONDO_0015075,2,0.5,4,2
GSE68949,MONDO_0015075,2,0.25,4,1
GSE95016,MONDO_0015075,2,0.25,4,1
GSE54113,MONDO_0015075,2,0.25,4,1
GSE38539,MONDO_0015447,3,0.6,5,3
GSE85648,MONDO_0015447,3,0.6,5,3
GSE98690,MONDO_0015447,3,0.4,5,2
GSE85793,MONDO_0015447,3,0.6,5,3
GSE68949,MONDO_0015447,3,0.4,5,2
GSE95016,MONDO_0015447,3,0.4,5,2
GSE54113,MONDO_0015447,3,0.4,5,2
GSE89264,MONDO_0015459,3,0.5454545454545454,11,6
GSE90459,MONDO_0016680,3,0.8,5,4
GSE46688,MONDO_0016680,3,0.8,5,4
GSE75300,MONDO_0016680,3,0.8,5,4
GSE75589,MONDO_0016680,3,0.8,5,4
GSE102345,MONDO_0016680,3,0.8,5,4
GSE79437,MONDO_0016680,3,0.8,5,4
GSE79889,MONDO_0016680,3,0.8,5,4
GSE63853,MONDO_0016680,3,0.8,5,4
GSE64411,MONDO_0016680,3,0.8,5,4
GSE73127,MONDO_0016680,3,0.8,5,4
GSE71493,MONDO_0016680,3,0.8,5,4
GSE65831,MONDO_0016680,3,0.8,5,4
GSE80087,MONDO_0016680,3,0.8,5,4
GSE94239,MONDO_0016680,3,0.8,5,4
GSE76184,MONDO_0016680,3,0.8,5,4
GSE102345,MONDO_0016695,4,0.8333333333333334,6,5
GSE79437,MONDO_0016695,4,0.8333333333333334,6,5
GSE90459,MONDO_0016695,4,0.8333333333333334,6,5
GSE71493,MONDO_0016695,4,0.8333333333333334,6,5
GSE65831,MONDO_0016695,4,0.8333333333333334,6,5
GSE80087,MONDO_0016695,4,0.8333333333333334,6,5
GSE76184,MONDO_0016695,4,0.8333333333333334,6,5
GSE94239,MONDO_0016695,4,0.8333333333333334,6,5
GSE46688,MONDO_0016695,4,0.8333333333333334,6,5
GSE71843,MONDO_0018078,2,0.6666666666666666,3,2
GSE81476,MONDO_0018078,2,0.6666666666666666,3,2
GSE41293,MONDO_0018078,2,0.6666666666666666,3,2
GSE97489,MONDO_0018078,2,0.6666666666666666,3,2
GSE69285,MONDO_0018078,2,0.6666666666666666,3,2
GSE63194,MONDO_0018078,2,0.3333333333333333,3,1
GSE89419,MONDO_0018078,2,0.3333333333333333,3,1
GSE90459,MONDO_0018177,4,0.8333333333333334,6,5
GSE46688,MONDO_0018177,4,0.8333333333333334,6,5
GSE75300,MONDO_0018177,4,0.8333333333333334,6,5
GSE75589,MONDO_0018177,4,0.8333333333333334,6,5
GSE102345,MONDO_0018177,4,0.8333333333333334,6,5
GSE79437,MONDO_0018177,4,0.8333333333333334,6,5
GSE79889,MONDO_0018177,4,0.8333333333333334,6,5
GSE63853,MONDO_0018177,4,0.8333333333333334,6,5
GSE64411,MONDO_0018177,4,0.8333333333333334,6,5
GSE73127,MONDO_0018177,4,0.8333333333333334,6,5
GSE71493,MONDO_0018177,4,0.8333333333333334,6,5
GSE65831,MONDO_0018177,4,0.8333333333333334,6,5
GSE80087,MONDO_0018177,4,0.8333333333333334,6,5
GSE94239,MONDO_0018177,4,0.8333333333333334,6,5
GSE76184,MONDO_0018177,4,0.8333333333333334,6,5
GSE68472,MONDO_0018364,2,0.6,5,3
GSE84078,MONDO_0018364,2,0.6,5,3
GSE67207,MONDO_0018364,2,0.6,5,3
GSE94583,MONDO_0018531,3,0.8333333333333334,6,5
GSE60982,MONDO_0018531,3,0.8333333333333334,6,5
GSE77323,MONDO_0018531,3,0.8333333333333334,6,5
GSE65665,MONDO_0018531,3,0.8333333333333334,6,5
GSE90497,MONDO_0018531,3,0.8333333333333334,6,5
GSE86389,MONDO_0018531,3,0.8333333333333334,6,5
GSE78760,MONDO_0018531,3,0.6666666666666666,6,4
GSE71574,MONDO_0018531,3,0.8333333333333334,6,5
GSE97060,MONDO_0018531,3,0.8333333333333334,6,5
GSE49555,MONDO_0018531,3,0.8333333333333334,6,5
GSE66001,MONDO_0018531,3,0.6666666666666666,6,4
GSE69751,MONDO_0018531,3,0.6666666666666666,6,4
GSE73536,MONDO_0018531,3,0.6666666666666666,6,4
GSE77729,MONDO_0018531,3,0.6666666666666666,6,4
GSE85098,MONDO_0018531,3,0.5,6,3
GSE83865,MONDO_0018531,3,0.6666666666666666,6,4
GSE66003,MONDO_0018531,3,0.6666666666666666,6,4
GSE55190,MONDO_0018531,3,0.6666666666666666,6,4
GSE57809,MONDO_0018531,3,0.3333333333333333,6,2
GSE61117,MONDO_0018531,3,0.3333333333333333,6,2
GSE43314,MONDO_0018531,3,0.3333333333333333,6,2
GSE94967,MONDO_0018531,3,0.5,6,3
GSE87795,MONDO_0018531,3,0.3333333333333333,6,2
GSE73897,MONDO_0018531,3,0.3333333333333333,6,2
GSE81079,MONDO_0018531,3,0.16666666666666666,6,1
GSE93034,MONDO_0018531,3,0.16666666666666666,6,1
GSE84498,MONDO_0018531,3,0.3333333333333333,6,2
GSE79535,MONDO_0018531,3,0.5,6,3
GSE48109,MONDO_0018531,3,0.16666666666666666,6,1
GSE84586,MONDO_0018531,3,0.16666666666666666,6,1
GSE76926,MONDO_0018531,3,0.16666666666666666,6,1
GSE64867,MONDO_0018531,3,0.8333333333333334,6,5
GSE85793,MONDO_0018531,3,0.3333333333333333,6,2
GSE35213,MONDO_0018531,3,0.3333333333333333,6,2
GSE93380,MONDO_0018531,3,0.16666666666666666,6,1
GSE39851,MONDO_0018531,3,0.16666666666666666,6,1
GSE103949,MONDO_0018531,3,0.16666666666666666,6,1
GSE76062,MONDO_0018531,3,0.5,6,3
GSE79848,MONDO_0018531,3,0.16666666666666666,6,1
GSE83483,MONDO_0018531,3,0.16666666666666666,6,1
GSE98782,MONDO_0018531,3,0.16666666666666666,6,1
GSE66007,MONDO_0018531,3,0.16666666666666666,6,1
GSE94583,MONDO_0018536,5,0.9333333333333333,15,14
GSE102345,MONDO_0018744,3,0.8,5,4
GSE79437,MONDO_0018744,3,0.8,5,4
GSE90459,MONDO_0018744,3,0.8,5,4
GSE71493,MONDO_0018744,3,0.8,5,4
GSE65831,MONDO_0018744,3,0.8,5,4
GSE80087,MONDO_0018744,3,0.8,5,4
GSE76184,MONDO_0018744,3,0.8,5,4
GSE94239,MONDO_0018744,3,0.8,5,4
GSE46688,MONDO_0018744,3,0.8,5,4
GSE87870,MONDO_0018874,5,0.8571428571428571,7,6
GSE105159,MONDO_0018874,5,0.8571428571428571,7,6
GSE81420,MONDO_0018874,5,0.8571428571428571,7,6
GSE49087,MONDO_0018874,5,0.8571428571428571,7,6
GSE81421,MONDO_0018874,5,0.8571428571428571,7,6
GSE63312,MONDO_0018874,5,0.8571428571428571,7,6
GSE77846,MONDO_0018874,5,0.8571428571428571,7,6
GSE68461,MONDO_0018874,5,0.8571428571428571,7,6
GSE77847,MONDO_0018874,5,0.8571428571428571,7,6
GSE49088,MONDO_0018874,5,0.8571428571428571,7,6
GSE80745,MONDO_0018874,5,0.8571428571428571,7,6
GSE81329,MONDO_0018874,5,0.8571428571428571,7,6
GSE72737,MONDO_0018874,5,0.8571428571428571,7,6
GSE85193,MONDO_0018874,5,0.8571428571428571,7,6
GSE79068,MONDO_0018874,5,0.8571428571428571,7,6
GSE48048,MONDO_0018874,5,0.8571428571428571,7,6
GSE90136,MONDO_0018874,5,0.8571428571428571,7,6
GSE97389,MONDO_0018874,5,0.8571428571428571,7,6
GSE71531,MONDO_0018874,5,0.8571428571428571,7,6
GSE74018,MONDO_0018874,5,0.8571428571428571,7,6
GSE97450,MONDO_0018874,5,0.8571428571428571,7,6
GSE88905,MONDO_0018874,5,0.8571428571428571,7,6
GSE94840,MONDO_0018874,5,0.8571428571428571,7,6
GSE78691,MONDO_0018874,5,0.8571428571428571,7,6
GSE57147,MONDO_0018874,5,0.8571428571428571,7,6
GSE71185,MONDO_0018874,5,0.8571428571428571,7,6
GSE90059,MONDO_0018874,5,0.8571428571428571,7,6
GSE90067,MONDO_0018874,5,0.8571428571428571,7,6
GSE90655,MONDO_0018874,5,0.8571428571428571,7,6
GSE74064,MONDO_0018874,5,0.8571428571428571,7,6
GSE65383,MONDO_0018874,5,0.8571428571428571,7,6
GSE100820,MONDO_0018874,5,0.8571428571428571,7,6
GSE87623,MONDO_0018874,5,0.8571428571428571,7,6
GSE96061,MONDO_0018874,5,0.8571428571428571,7,6
GSE68462,MONDO_0018874,5,0.8571428571428571,7,6
GSE74650,MONDO_0018874,5,0.8571428571428571,7,6
GSE78224,MONDO_0018874,5,0.8571428571428571,7,6
GSE64545,MONDO_0018874,5,0.8571428571428571,7,6
GSE97078,MONDO_0018874,5,0.8571428571428571,7,6
GSE63751,MONDO_0018874,5,0.8571428571428571,7,6
GSE75580,MONDO_0018874,5,0.8571428571428571,7,6
GSE80682,MONDO_0018874,5,0.8571428571428571,7,6
GSE45180,MONDO_0018874,5,0.8571428571428571,7,6
GSE47454,MONDO_0018874,5,0.8571428571428571,7,6
GSE72628,MONDO_0018874,5,0.8571428571428571,7,6
GSE72671,MONDO_0018874,5,0.8571428571428571,7,6
GSE66068,MONDO_0018874,5,0.8571428571428571,7,6
GSE77967,MONDO_0018874,5,0.8571428571428571,7,6
GSE84873,MONDO_0018874,5,0.8571428571428571,7,6
GSE74178,MONDO_0018874,5,0.8571428571428571,7,6
GSE74161,MONDO_0018874,5,0.8571428571428571,7,6
GSE52623,MONDO_0018874,5,0.8571428571428571,7,6
GSE55385,MONDO_0018874,5,0.8571428571428571,7,6
GSE61969,MONDO_0018874,5,0.8571428571428571,7,6
GSE53599,MONDO_0018874,5,0.8571428571428571,7,6
GSE66793,MONDO_0018874,5,0.8571428571428571,7,6
GSE69654,MONDO_0018874,5,0.8571428571428571,7,6
GSE75576,MONDO_0018874,5,0.8571428571428571,7,6
GSE74690,MONDO_0018874,5,0.8571428571428571,7,6
GSE58732,MONDO_0018874,5,0.8571428571428571,7,6
GSE68391,MONDO_0018874,5,0.8571428571428571,7,6
GSE108367,MONDO_0018874,5,0.8571428571428571,7,6
GSE42990,MONDO_0018874,5,0.8571428571428571,7,6
GSE84703,MONDO_0018874,5,0.8571428571428571,7,6
GSE83204,MONDO_0018874,5,0.8571428571428571,7,6
GSE88841,MONDO_0018874,5,0.8571428571428571,7,6
GSE60367,MONDO_0018874,5,0.8571428571428571,7,6
GSE52870,MONDO_0018874,5,0.8571428571428571,7,6
GSE81842,MONDO_0018874,5,0.8571428571428571,7,6
GSE109653,MONDO_0018874,5,0.8571428571428571,7,6
GSE104138,MONDO_0018874,5,0.8571428571428571,7,6
GSE77185,MONDO_0018874,5,0.8571428571428571,7,6
GSE69786,MONDO_0018874,5,0.8571428571428571,7,6
GSE63681,MONDO_0018874,5,0.8571428571428571,7,6
GSE64867,MONDO_0019086,3,0.8,5,4
GSE94583,MONDO_0019087,6,0.9375,16,15
GSE87870,MONDO_0020076,3,0.8,5,4
GSE105159,MONDO_0020076,3,0.8,5,4
GSE49087,MONDO_0020076,3,0.8,5,4
GSE81420,MONDO_0020076,3,0.8,5,4
GSE63312,MONDO_0020076,3,0.8,5,4
GSE81421,MONDO_0020076,3,0.8,5,4
GSE49088,MONDO_0020076,3,0.8,5,4
GSE68461,MONDO_0020076,3,0.8,5,4
GSE77847,MONDO_0020076,3,0.8,5,4
GSE77846,MONDO_0020076,3,0.8,5,4
GSE80745,MONDO_0020076,3,0.8,5,4
GSE81329,MONDO_0020076,3,0.8,5,4
GSE72737,MONDO_0020076,3,0.8,5,4
GSE48048,MONDO_0020076,3,0.8,5,4
GSE79068,MONDO_0020076,3,0.8,5,4
GSE97389,MONDO_0020076,3,0.8,5,4
GSE85193,MONDO_0020076,3,0.8,5,4
GSE74064,MONDO_0020076,3,0.8,5,4
GSE90059,MONDO_0020076,3,0.8,5,4
GSE71531,MONDO_0020076,3,0.8,5,4
GSE90067,MONDO_0020076,3,0.8,5,4
GSE74018,MONDO_0020076,3,0.8,5,4
GSE90136,MONDO_0020076,3,0.8,5,4
GSE90655,MONDO_0020076,3,0.8,5,4
GSE78691,MONDO_0020076,3,0.8,5,4
GSE71185,MONDO_0020076,3,0.8,5,4
GSE94840,MONDO_0020076,3,0.8,5,4
GSE97450,MONDO_0020076,3,0.8,5,4
GSE88905,MONDO_0020076,3,0.8,5,4
GSE57147,MONDO_0020076,3,0.8,5,4
GSE87623,MONDO_0020076,3,0.8,5,4
GSE74650,MONDO_0020076,3,0.8,5,4
GSE65383,MONDO_0020076,3,0.8,5,4
GSE78224,MONDO_0020076,3,0.8,5,4
GSE68462,MONDO_0020076,3,0.8,5,4
GSE96061,MONDO_0020076,3,0.8,5,4
GSE100820,MONDO_0020076,3,0.8,5,4
GSE64545,MONDO_0020076,3,0.8,5,4
GSE66793,MONDO_0020076,3,0.8,5,4
GSE66068,MONDO_0020076,3,0.8,5,4
GSE45180,MONDO_0020076,3,0.8,5,4
GSE97078,MONDO_0020076,3,0.8,5,4
GSE55385,MONDO_0020076,3,0.8,5,4
GSE72628,MONDO_0020076,3,0.8,5,4
GSE47454,MONDO_0020076,3,0.8,5,4
GSE84873,MONDO_0020076,3,0.8,5,4
GSE75580,MONDO_0020076,3,0.8,5,4
GSE74161,MONDO_0020076,3,0.8,5,4
GSE80682,MONDO_0020076,3,0.8,5,4
GSE52623,MONDO_0020076,3,0.8,5,4
GSE74178,MONDO_0020076,3,0.8,5,4
GSE63751,MONDO_0020076,3,0.8,5,4
GSE72671,MONDO_0020076,3,0.8,5,4
GSE108367,MONDO_0020076,3,0.8,5,4
GSE77967,MONDO_0020076,3,0.8,5,4
GSE61969,MONDO_0020076,3,0.8,5,4
GSE75576,MONDO_0020076,3,0.8,5,4
GSE74690,MONDO_0020076,3,0.8,5,4
GSE88841,MONDO_0020076,3,0.8,5,4
GSE75615,MONDO_0020076,3,0.8,5,4
GSE53599,MONDO_0020076,3,0.8,5,4
GSE69654,MONDO_0020076,3,0.8,5,4
GSE58732,MONDO_0020076,3,0.8,5,4
GSE84703,MONDO_0020076,3,0.8,5,4
GSE42990,MONDO_0020076,3,0.8,5,4
GSE69786,MONDO_0020076,3,0.8,5,4
GSE100990,MONDO_0020076,3,0.8,5,4
GSE83204,MONDO_0020076,3,0.8,5,4
GSE72857,MONDO_0020076,3,0.8,5,4
GSE70243,MONDO_0020076,3,0.8,5,4
GSE68391,MONDO_0020076,3,0.8,5,4
GSE70235,MONDO_0020076,3,0.8,5,4
GSE104138,MONDO_0020076,3,0.8,5,4
GSE77185,MONDO_0020076,3,0.8,5,4
GSE96607,MONDO_0020076,3,0.6,5,3
GSE81842,MONDO_0020076,3,0.8,5,4
GSE64910,MONDO_0020076,3,0.4,5,2
GSE63681,MONDO_0020076,3,0.8,5,4
GSE69858,MONDO_0020076,3,0.8,5,4
GSE107653,MONDO_0020076,3,0.8,5,4
GSE60367,MONDO_0020076,3,0.8,5,4
GSE72487,MONDO_0020076,3,0.8,5,4
GSE52870,MONDO_0020076,3,0.8,5,4
GSE66232,MONDO_0020076,3,0.8,5,4
GSE109653,MONDO_0020076,3,0.8,5,4
GSE99656,MONDO_0020076,3,0.8,5,4
GSE67609,MONDO_0020076,3,0.8,5,4
GSE70031,MONDO_0020076,3,0.6,5,3
GSE84961,MONDO_0020076,3,0.6,5,3
GSE90459,MONDO_0020665,1,0.0,1,0
GSE46688,MONDO_0020665,1,0.0,1,0
GSE102345,MONDO_0020665,1,0.0,1,0
GSE79437,MONDO_0020665,1,0.0,1,0
GSE75589,MONDO_0020665,1,0.0,1,0
GSE75300,MONDO_0020665,1,0.0,1,0
GSE71493,MONDO_0020665,1,0.0,1,0
GSE80087,MONDO_0020665,1,0.0,1,0
GSE65831,MONDO_0020665,1,0.0,1,0
GSE76184,MONDO_0020665,1,0.0,1,0
GSE94239,MONDO_0020665,1,0.0,1,0
GSE63853,MONDO_0020665,1,0.0,1,0
GSE64411,MONDO_0020665,1,0.0,1,0
GSE73127,MONDO_0020665,1,0.0,1,0
GSE79889,MONDO_0020665,1,0.0,1,0
GSE73447,MONDO_0020665,1,0.0,1,0
GSE100464,MONDO_0020665,1,0.0,1,0
GSE98765,MONDO_0020665,1,0.0,1,0
GSE85731,MONDO_0021063,4,0.75,4,3
GSE90153,MONDO_0021063,4,0.75,4,3
GSE98496,MONDO_0021063,4,0.75,4,3
GSE81066,MONDO_0021063,4,0.5,4,2
GSE106330,MONDO_0021063,4,0.75,4,3
GSE53190,MONDO_0021063,4,0.75,4,3
GSE72560,MONDO_0021063,4,0.75,4,3
GSE78696,MONDO_0021063,4,0.75,4,3
GSE100276,MONDO_0021063,4,0.75,4,3
GSE71513,MONDO_0021063,4,0.75,4,3
GSE60837,MONDO_0021063,4,0.75,4,3
GSE86111,MONDO_0021063,4,0.0,4,0
