comparison,gse_1,gse_2,cui_tfidf_cosine,shared_cui_count,shared_idf_sum,shared_cuis,title_1,title_2,title_1_full,title_2_full,summary_1,summary_2,summary_1_norm,summary_2_norm,same_summary,same_cui_set,pmid_1,pmid_2,shared_pmid,same_pmid,subseries_1,subseries_2,shared_subseries,same_subseries,superseries_1,superseries_2,shared_superseries,same_superseries,affiliation_1,affiliation_2,shared_affiliation,same_affiliation,BioProject_1,BioProject_2,shared_BioProject,same_BioProject,SRA_1,SRA_2,shared_SRA,same_SRA,same_source_prediction,same_source_confidence,title_1_norm,title_2_norm,text_1_norm,text_2_norm,title_damerau_sim,summary_damerau_sim,text_damerau_sim,title_text_tfidf_cosine,summary_text_tfidf_cosine,text_tfidf_cosine,near_same_title,near_same_summary,near_same_text,cui_high,text_tfidf_high,edit_high,similarity_pattern
within_human,GSE86977,GSE86985,0.9861815012891462,100,504.1419073686578,"['C0001613', 'C0004171', 'C0006104', 'C0007589', 'C0007634', 'C0007776', 'C0011435', 'C0015965', 'C0017262', 'C0017263', 'C0017387', 'C0022655', 'C0027882', 'C0028877', 'C0033052', 'C0037922', 'C0038250', 'C0040648', 'C0040811', 'C0078590', 'C0079411', 'C0085140', 'C0086418', 'C0086586', 'C0153633', 'C0185117', 'C0205097', 'C0205147', 'C0205276', 'C0221284', 'C0243107', 'C0282637', 'C0387990', 'C0424215', 'C0439064', 'C0449475', 'C0449913', 'C0521457', 'C0596171', 'C0596208', 'C0596508', 'C0597452', 'C0678723', 'C0679201', 'C0681814', 'C0699032', 'C0752248', 'C0870134', 'C0878517', 'C0947647', 'C1113687', 'C1159372', 'C1159970', 'C1160340', 'C1160700', 'C1171346', 'C1253959', 'C1273723', 'C1326636', 'C1332838', 'C1417683', 'C1417684', 'C1511527', 'C1511726', 'C1516876', 'C1517486', 'C1517586', 'C1521840', 'C1522467', 'C1527148', 'C1546437', 'C1553451', 'C1706386', 'C1707455', 'C1817179', 'C1817634', 'C1880097', 'C1880371', 'C1881379', 'C1881507', 'C1947913', 'C2245740', 'C2265563', 'C2753756', 'C2985205', 'C3146289', 'C3146294', 'C3163631', 'C3178810', 'C3245479', 'C3714606', 'C3714741', 'C3888058', 'C4266577', 'C4318409', 'C4318427', 'C4727081', 'C5417695', 'C5419559', 'C5441654']",REGION-SPECIFIC NEURAL STEM CELL LINEAGES REVEALED BY SINGLE-CELL RNA-SEQ FROM HUMAN EMBRYONIC STEM CELLS [Cel-seq],REGION-SPECIFIC NEURAL STEM CELL LINEAGES REVEALED BY SINGLE-CELL RNA-SEQ FROM HUMAN EMBRYONIC STEM CELLS [population],REGION-SPECIFIC NEURAL STEM CELL LINEAGES REVEALED BY SINGLE-CELL RNA-SEQ FROM HUMAN EMBRYONIC STEM CELLS [Cel-seq],REGION-SPECIFIC NEURAL STEM CELL LINEAGES REVEALED BY SINGLE-CELL RNA-SEQ FROM HUMAN EMBRYONIC STEM CELLS [population],"During development of the human brain, multiple cell types with diverse regional identities are generated. Here we report a system to generate early human brain forebrain and mid/hindbrain cell types from human embryonic stem cells (hESCs), and infer and experimentally confirm a lineage tree for the generation of these types based on single-cell RNA-Seq analysis. We engineered SOX2Cit/+ and DCXCit/Y hESC lines to target progenitors and neurons throughout neural differentiation for single-cell transcriptomic profiling, then identified discrete cell types consisting of both rostral (cortical) and caudal (mid/hindbrain) identities. Direct comparison of the cell types were made to primary tissues using gene expression atlases and fetal human brain single-cell gene expression data, and this established that the cell types resembled early human brain cell types, including preplate cells. From the single-cell transcriptomic data a Bayesian algorithm generated a unified lineage tree, and predicted novel regulatory transcription factors. The lineage tree highlighted a prominent bifurcation between cortical and mid/hindbrain cell types, confirmed by clonal analysis experiments. We demonstrated that cell types from either branch could preferentially generated by manipulation of the canonical Wnt/beta-catenin pathway. In summary, we present an experimentally validated lineage tree that encompasses multiple brain regions, and our work sheds light on the molecular regulation of region-specific neural lineages during human brain development.","During development of the human brain, multiple cell types with diverse regional identities are generated. Here we report a system to generate early human brain forebrain and mid/hindbrain cell types from human embryonic stem cells (hESCs), and infer and experimentally confirm a lineage tree for the generation of these types based on single-cell RNA-Seq analysis. We engineered SOX2Cit/+ and DCXCit/Y hESC lines to target progenitors and neurons throughout neural differentiation for single-cell transcriptomic profiling, then identified discrete cell types consisting of both rostral (cortical) and caudal (mid/hindbrain) identities. Direct comparison of the cell types were made to primary tissues using gene expression atlases and fetal human brain single-cell gene expression data, and this established that the cell types resembled early human brain cell types, including preplate cells. From the single-cell transcriptomic data a Bayesian algorithm generated a unified lineage tree, and predicted novel regulatory transcription factors. The lineage tree highlighted a prominent bifurcation between cortical and mid/hindbrain cell types, confirmed by clonal analysis experiments. We demonstrated that cell types from either branch could preferentially generated by manipulation of the canonical Wnt/beta-catenin pathway. In summary, we present an experimentally validated lineage tree that encompasses multiple brain regions, and our work sheds light on the molecular regulation of region-specific neural lineages during human brain development.      During development of the human brain, multiple cell types with diverse regional identities are generated. Here we report a system to generate early human brain forebrain and mid/hindbrain cell types from human embryonic stem cells (hESCs), and infer and experimentally confirm a lineage tree for the generation of these types based on single-cell RNA-Seq analysis. We engineered SOX2Cit/+ and DCXCit/Y hESC lines to target progenitors and neurons throughout neural differentiation for single-cell transcriptomic profiling, then identified discrete cell types consisting of both rostral (cortical) and caudal (mid/hindbrain) identities. Direct comparison of the cell types were made to primary tissues using gene expression atlases and fetal human brain single-cell gene expression data, and this established that the cell types resembled early human brain cell types, including preplate cells. From the single-cell transcriptomic data a Bayesian algorithm generated a unified lineage tree, and predicted novel regulatory transcription factors. The lineage tree highlighted a prominent bifurcation between cortical and mid/hindbrain cell types, confirmed by clonal analysis experiments. We demonstrated that cell types from either branch could preferentially generated by manipulation of the canonical Wnt/beta-catenin pathway. In summary, we present an experimentally validated lineage tree that encompasses multiple brain regions, and our work sheds light on the molecular regulation of region-specific neural lineages during human brain development.     During development of the human brain, multiple cell types with diverse regional identities are generated. Here we report a system to generate early human brain forebrain and mid/hindbrain cell types from human embryonic stem cells (hESCs), and infer and experimentally confirm a lineage tree for the generation of these types based on single-cell RNA-Seq analysis. We engineered SOX2Cit/+ and DCXCit/Y hESC lines to target progenitors and neurons throughout neural differentiation for single-cell transcriptomic profiling, then identified discrete cell types consisting of both rostral (cortical) and caudal (mid/hindbrain) identities. Direct comparison of the cell types were made to primary tissues using gene expression atlases and fetal human brain single-cell gene expression data, and this established that the cell types resembled early human brain cell types, including preplate cells. From the single-cell transcriptomic data a Bayesian algorithm generated a unified lineage tree, and predicted novel regulatory transcription factors. The lineage tree highlighted a prominent bifurcation between cortical and mid/hindbrain cell types, confirmed by clonal analysis experiments. We demonstrated that cell types from either branch could preferentially generated by manipulation of the canonical Wnt/beta-catenin pathway. In summary, we present an experimentally validated lineage tree that encompasses multiple brain regions, and our work sheds light on the molecular regulation of region-specific neural lineages during human brain development.","during development of the human brain, multiple cell types with diverse regional identities are generated. here we report a system to generate early human brain forebrain and mid/hindbrain cell types from human embryonic stem cells (hescs), and infer and experimentally confirm a lineage tree for the generation of these types based on single-cell rna-seq analysis. we engineered sox2cit/+ and dcxcit/y hesc lines to target progenitors and neurons throughout neural differentiation for single-cell transcriptomic profiling, then identified discrete cell types consisting of both rostral (cortical) and caudal (mid/hindbrain) identities. direct comparison of the cell types were made to primary tissues using gene expression atlases and fetal human brain single-cell gene expression data, and this established that the cell types resembled early human brain cell types, including preplate cells. from the single-cell transcriptomic data a bayesian algorithm generated a unified lineage tree, and predicted novel regulatory transcription factors. the lineage tree highlighted a prominent bifurcation between cortical and mid/hindbrain cell types, confirmed by clonal analysis experiments. we demonstrated that cell types from either branch could preferentially generated by manipulation of the canonical wnt/beta-catenin pathway. in summary, we present an experimentally validated lineage tree that encompasses multiple brain regions, and our work sheds light on the molecular regulation of region-specific neural lineages during human brain development.","during development of the human brain, multiple cell types with diverse regional identities are generated. here we report a system to generate early human brain forebrain and mid/hindbrain cell types from human embryonic stem cells (hescs), and infer and experimentally confirm a lineage tree for the generation of these types based on single-cell rna-seq analysis. we engineered sox2cit/+ and dcxcit/y hesc lines to target progenitors and neurons throughout neural differentiation for single-cell transcriptomic profiling, then identified discrete cell types consisting of both rostral (cortical) and caudal (mid/hindbrain) identities. direct comparison of the cell types were made to primary tissues using gene expression atlases and fetal human brain single-cell gene expression data, and this established that the cell types resembled early human brain cell types, including preplate cells. from the single-cell transcriptomic data a bayesian algorithm generated a unified lineage tree, and predicted novel regulatory transcription factors. the lineage tree highlighted a prominent bifurcation between cortical and mid/hindbrain cell types, confirmed by clonal analysis experiments. we demonstrated that cell types from either branch could preferentially generated by manipulation of the canonical wnt/beta-catenin pathway. in summary, we present an experimentally validated lineage tree that encompasses multiple brain regions, and our work sheds light on the molecular regulation of region-specific neural lineages during human brain development. during development of the human brain, multiple cell types with diverse regional identities are generated. here we report a system to generate early human brain forebrain and mid/hindbrain cell types from human embryonic stem cells (hescs), and infer and experimentally confirm a lineage tree for the generation of these types based on single-cell rna-seq analysis. we engineered sox2cit/+ and dcxcit/y hesc lines to target progenitors and neurons throughout neural differentiation for single-cell transcriptomic profiling, then identified discrete cell types consisting of both rostral (cortical) and caudal (mid/hindbrain) identities. direct comparison of the cell types were made to primary tissues using gene expression atlases and fetal human brain single-cell gene expression data, and this established that the cell types resembled early human brain cell types, including preplate cells. from the single-cell transcriptomic data a bayesian algorithm generated a unified lineage tree, and predicted novel regulatory transcription factors. the lineage tree highlighted a prominent bifurcation between cortical and mid/hindbrain cell types, confirmed by clonal analysis experiments. we demonstrated that cell types from either branch could preferentially generated by manipulation of the canonical wnt/beta-catenin pathway. in summary, we present an experimentally validated lineage tree that encompasses multiple brain regions, and our work sheds light on the molecular regulation of region-specific neural lineages during human brain development. during development of the human brain, multiple cell types with diverse regional identities are generated. here we report a system to generate early human brain forebrain and mid/hindbrain cell types from human embryonic stem cells (hescs), and infer and experimentally confirm a lineage tree for the generation of these types based on single-cell rna-seq analysis. we engineered sox2cit/+ and dcxcit/y hesc lines to target progenitors and neurons throughout neural differentiation for single-cell transcriptomic profiling, then identified discrete cell types consisting of both rostral (cortical) and caudal (mid/hindbrain) identities. direct comparison of the cell types were made to primary tissues using gene expression atlases and fetal human brain single-cell gene expression data, and this established that the cell types resembled early human brain cell types, including preplate cells. from the single-cell transcriptomic data a bayesian algorithm generated a unified lineage tree, and predicted novel regulatory transcription factors. the lineage tree highlighted a prominent bifurcation between cortical and mid/hindbrain cell types, confirmed by clonal analysis experiments. we demonstrated that cell types from either branch could preferentially generated by manipulation of the canonical wnt/beta-catenin pathway. in summary, we present an experimentally validated lineage tree that encompasses multiple brain regions, and our work sheds light on the molecular regulation of region-specific neural lineages during human brain development.",False,False,,,[],False,['GSE86894'],['GSE86894'],"[""['GSE86894']""]",True,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA343284'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA343287'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP090072'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP090070'],[],False,True,High,region-specific neural stem cell lineages revealed by single-cell rna-seq from human embryonic stem cells [cel-seq],region-specific neural stem cell lineages revealed by single-cell rna-seq from human embryonic stem cells [population],"region-specific neural stem cell lineages revealed by single-cell rna-seq from human embryonic stem cells [cel-seq] during development of the human brain, multiple cell types with diverse regional identities are generated. here we report a system to generate early human brain forebrain and mid/hindbrain cell types from human embryonic stem cells (hescs), and infer and experimentally confirm a lineage tree for the generation of these types based on single-cell rna-seq analysis. we engineered sox2cit/+ and dcxcit/y hesc lines to target progenitors and neurons throughout neural differentiation for single-cell transcriptomic profiling, then identified discrete cell types consisting of both rostral (cortical) and caudal (mid/hindbrain) identities. direct comparison of the cell types were made to primary tissues using gene expression atlases and fetal human brain single-cell gene expression data, and this established that the cell types resembled early human brain cell types, including preplate cells. from the single-cell transcriptomic data a bayesian algorithm generated a unified lineage tree, and predicted novel regulatory transcription factors. the lineage tree highlighted a prominent bifurcation between cortical and mid/hindbrain cell types, confirmed by clonal analysis experiments. we demonstrated that cell types from either branch could preferentially generated by manipulation of the canonical wnt/beta-catenin pathway. in summary, we present an experimentally validated lineage tree that encompasses multiple brain regions, and our work sheds light on the molecular regulation of region-specific neural lineages during human brain development.","region-specific neural stem cell lineages revealed by single-cell rna-seq from human embryonic stem cells [population] during development of the human brain, multiple cell types with diverse regional identities are generated. here we report a system to generate early human brain forebrain and mid/hindbrain cell types from human embryonic stem cells (hescs), and infer and experimentally confirm a lineage tree for the generation of these types based on single-cell rna-seq analysis. we engineered sox2cit/+ and dcxcit/y hesc lines to target progenitors and neurons throughout neural differentiation for single-cell transcriptomic profiling, then identified discrete cell types consisting of both rostral (cortical) and caudal (mid/hindbrain) identities. direct comparison of the cell types were made to primary tissues using gene expression atlases and fetal human brain single-cell gene expression data, and this established that the cell types resembled early human brain cell types, including preplate cells. from the single-cell transcriptomic data a bayesian algorithm generated a unified lineage tree, and predicted novel regulatory transcription factors. the lineage tree highlighted a prominent bifurcation between cortical and mid/hindbrain cell types, confirmed by clonal analysis experiments. we demonstrated that cell types from either branch could preferentially generated by manipulation of the canonical wnt/beta-catenin pathway. in summary, we present an experimentally validated lineage tree that encompasses multiple brain regions, and our work sheds light on the molecular regulation of region-specific neural lineages during human brain development. during development of the human brain, multiple cell types with diverse regional identities are generated. here we report a system to generate early human brain forebrain and mid/hindbrain cell types from human embryonic stem cells (hescs), and infer and experimentally confirm a lineage tree for the generation of these types based on single-cell rna-seq analysis. we engineered sox2cit/+ and dcxcit/y hesc lines to target progenitors and neurons throughout neural differentiation for single-cell transcriptomic profiling, then identified discrete cell types consisting of both rostral (cortical) and caudal (mid/hindbrain) identities. direct comparison of the cell types were made to primary tissues using gene expression atlases and fetal human brain single-cell gene expression data, and this established that the cell types resembled early human brain cell types, including preplate cells. from the single-cell transcriptomic data a bayesian algorithm generated a unified lineage tree, and predicted novel regulatory transcription factors. the lineage tree highlighted a prominent bifurcation between cortical and mid/hindbrain cell types, confirmed by clonal analysis experiments. we demonstrated that cell types from either branch could preferentially generated by manipulation of the canonical wnt/beta-catenin pathway. in summary, we present an experimentally validated lineage tree that encompasses multiple brain regions, and our work sheds light on the molecular regulation of region-specific neural lineages during human brain development. during development of the human brain, multiple cell types with diverse regional identities are generated. here we report a system to generate early human brain forebrain and mid/hindbrain cell types from human embryonic stem cells (hescs), and infer and experimentally confirm a lineage tree for the generation of these types based on single-cell rna-seq analysis. we engineered sox2cit/+ and dcxcit/y hesc lines to target progenitors and neurons throughout neural differentiation for single-cell transcriptomic profiling, then identified discrete cell types consisting of both rostral (cortical) and caudal (mid/hindbrain) identities. direct comparison of the cell types were made to primary tissues using gene expression atlases and fetal human brain single-cell gene expression data, and this established that the cell types resembled early human brain cell types, including preplate cells. from the single-cell transcriptomic data a bayesian algorithm generated a unified lineage tree, and predicted novel regulatory transcription factors. the lineage tree highlighted a prominent bifurcation between cortical and mid/hindbrain cell types, confirmed by clonal analysis experiments. we demonstrated that cell types from either branch could preferentially generated by manipulation of the canonical wnt/beta-catenin pathway. in summary, we present an experimentally validated lineage tree that encompasses multiple brain regions, and our work sheds light on the molecular regulation of region-specific neural lineages during human brain development.",0.923728813559322,0.3331902103907256,0.34896378480217705,0.834478984726475,0.9992765303650355,0.9871460950562186,True,False,False,True,True,False,high_cui_low_edit_high_text
within_mouse,GSE48109,GSE65444,0.6828632570511038,29,101.04817399939367,"['C0001675', 'C0008972', 'C0017262', 'C0017263', 'C0043210', 'C0086287', 'C0086582', 'C0185117', 'C0557651', 'C0683572', 'C0751606', 'C0947630', 'C1160700', 'C1517486', 'C1517914', 'C1705497', 'C1705498', 'C1705923', 'C1706180', 'C1706428', 'C1706429', 'C1706450', 'C2603343', 'C2911684', 'C3854321', 'C4086963', 'C4323874', 'C4699379', 'C4760607']",RNA-seq analysis of gene expression in male and female mouse liver,Expression and transcriptional regulation dynamics of hepatic lincRNAs,RNA-seq analysis of gene expression in male and female mouse liver,Expression and transcriptional regulation dynamics of hepatic lincRNAs,"Gene expression in adult male and female mouse liver was assayed by RNA-seq, as part of a study on chromatin states in male and female mouse and their role in sex-biased liver gene expression (A Sugathan and DJ Waxman (2013) Mol Cell Biol. 33:3594-3610. doi: 10.1128/MCB.00280-13).","Gene expression in adult male and female mouse liver was assayed by RNA-seq, as part of a study on hepatic lincRNAs.","gene expression in adult male and female mouse liver was assayed by rna-seq, as part of a study on chromatin states in male and female mouse and their role in sex-biased liver gene expression (a sugathan and dj waxman (2013) mol cell biol. 33:3594-3610. doi: 10.1128/mcb.00280-13).","gene expression in adult male and female mouse liver was assayed by rna-seq, as part of a study on hepatic lincrnas.",False,False,23836885; 26459762,26459762,['26459762'],True,,['GSE66140'],[],False,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA208936'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA274014'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP026167'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP052976'],[],False,True,High,rna-seq analysis of gene expression in male and female mouse liver,expression and transcriptional regulation dynamics of hepatic lincrnas,"rna-seq analysis of gene expression in male and female mouse liver gene expression in adult male and female mouse liver was assayed by rna-seq, as part of a study on chromatin states in male and female mouse and their role in sex-biased liver gene expression (a sugathan and dj waxman (2013) mol cell biol. 33:3594-3610. doi: 10.1128/mcb.00280-13).","expression and transcriptional regulation dynamics of hepatic lincrnas gene expression in adult male and female mouse liver was assayed by rna-seq, as part of a study on hepatic lincrnas.",0.2142857142857143,0.402135231316726,0.3591954022988506,0.0207779711085843,0.4621057444072821,0.35124332948634235,False,False,False,True,True,False,high_cui_low_edit_high_text
within_human,GSE100359,GSE89062,0.6810213513562069,47,232.99203143658784,"['C0004561', 'C0007634', 'C0023172', 'C0025344', 'C0033684', 'C0037813', 'C0038164', 'C0039798', 'C0087111', 'C0162327', 'C0183396', 'C0220825', 'C0332293', 'C0436196', 'C0439227', 'C0439531', 'C0441621', 'C0524983', 'C0564385', 'C0596495', 'C0596957', 'C0599748', 'C0751973', 'C0752248', 'C0870078', 'C0872079', 'C1261322', 'C1517586', 'C1521746', 'C1522326', 'C1533734', 'C1552578', 'C1555707', 'C1561960', 'C1705169', 'C1705851', 'C1948053', 'C2347804', 'C2717775', 'C2828366', 'C3178810', 'C3245491', 'C3899739', 'C4086963', 'C4727081', 'C5237367', 'C5575473']",Integrated Transcriptomic and Proteomic Dynamics of Everolimus Treatment in B Lymphoblastoid Cells,Integrated Transcriptomic and Proteomic Dynamics of Rituximab Treatment in B Lymphoblastoid Cells,Integrated Transcriptomic and Proteomic Dynamics of Everolimus Treatment in B Lymphoblastoid Cells,Integrated Transcriptomic and Proteomic Dynamics of Rituximab Treatment in B Lymphoblastoid Cells,"The investigation aims to profile the molecular dynamics of Everolimus treatment in cells.  Specifically, a B-lymphoblast cells line was treated with Everolimus and sampled every half-hour over a 12 hour period. Treated and untreated cells were processed to extract RNA and protein that were subsequently used in high-throughput analysis of the transcriptome (RNA-Sequencing) and proteome (mass spectrometry).","The investigation aims to profile the molecular dynamics of Rituximab treatment in cells.  Specifically, a B-lymphoblast cells line was treated with Rituximab, and sampled every hour over a 24hour period. Treated and untreated cells were processed to extract RNA and protein that were subsequently used in high-throughput analysis of the transcriptome (RNA-Sequencing) and proteome (mass spectrometry). We expect our approach not only to provide a unique reference dataset to the scientific community but to also act as a paradigm as an approach to identify novel transcriptome-proteome molecular markers utilized in mapping drug action pathways. We have identified specific expression at both the gene and protein levels and are inferring associations between the omics through the use of temporal pattern identification, thus defining time-varying networks. This study will provide the next steps in the development of reference dynamic omics data that may be used in creating integration models, with further applications in dynamic monitoring of samples in precision medicine implementation.","the investigation aims to profile the molecular dynamics of everolimus treatment in cells. specifically, a b-lymphoblast cells line was treated with everolimus and sampled every half-hour over a 12 hour period. treated and untreated cells were processed to extract rna and protein that were subsequently used in high-throughput analysis of the transcriptome (rna-sequencing) and proteome (mass spectrometry).","the investigation aims to profile the molecular dynamics of rituximab treatment in cells. specifically, a b-lymphoblast cells line was treated with rituximab, and sampled every hour over a 24hour period. treated and untreated cells were processed to extract rna and protein that were subsequently used in high-throughput analysis of the transcriptome (rna-sequencing) and proteome (mass spectrometry). we expect our approach not only to provide a unique reference dataset to the scientific community but to also act as a paradigm as an approach to identify novel transcriptome-proteome molecular markers utilized in mapping drug action pathways. we have identified specific expression at both the gene and protein levels and are inferring associations between the omics through the use of temporal pattern identification, thus defining time-varying networks. this study will provide the next steps in the development of reference dynamic omics data that may be used in creating integration models, with further applications in dynamic monitoring of samples in precision medicine implementation.",False,False,,,[],False,,,[],False,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA391449'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA350221'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP110148'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP091956'],[],False,False,Unknown,integrated transcriptomic and proteomic dynamics of everolimus treatment in b lymphoblastoid cells,integrated transcriptomic and proteomic dynamics of rituximab treatment in b lymphoblastoid cells,"integrated transcriptomic and proteomic dynamics of everolimus treatment in b lymphoblastoid cells the investigation aims to profile the molecular dynamics of everolimus treatment in cells. specifically, a b-lymphoblast cells line was treated with everolimus and sampled every half-hour over a 12 hour period. treated and untreated cells were processed to extract rna and protein that were subsequently used in high-throughput analysis of the transcriptome (rna-sequencing) and proteome (mass spectrometry).","integrated transcriptomic and proteomic dynamics of rituximab treatment in b lymphoblastoid cells the investigation aims to profile the molecular dynamics of rituximab treatment in cells. specifically, a b-lymphoblast cells line was treated with rituximab, and sampled every hour over a 24hour period. treated and untreated cells were processed to extract rna and protein that were subsequently used in high-throughput analysis of the transcriptome (rna-sequencing) and proteome (mass spectrometry). we expect our approach not only to provide a unique reference dataset to the scientific community but to also act as a paradigm as an approach to identify novel transcriptome-proteome molecular markers utilized in mapping drug action pathways. we have identified specific expression at both the gene and protein levels and are inferring associations between the omics through the use of temporal pattern identification, thus defining time-varying networks. this study will provide the next steps in the development of reference dynamic omics data that may be used in creating integration models, with further applications in dynamic monitoring of samples in precision medicine implementation.",0.9183673469387755,0.34460694698354666,0.3917785234899329,0.730824924322093,0.44108423730486995,0.435707613597564,True,False,False,True,True,False,high_cui_low_edit_high_text
within_human,GSE101157,GSE101232,0.6372965071377666,28,158.97459107147583,"['C0007134', 'C0007587', 'C0031327', 'C0162388', 'C0205263', 'C0242613', 'C0245662', 'C0253023', 'C0334227', 'C0441712', 'C0599733', 'C0599894', 'C0681205', 'C1136031', 'C1159372', 'C1454645', 'C1521840', 'C1524059', 'C1539477', 'C1539478', 'C1550555', 'C1622028', 'C1705955', 'C1706006', 'C1706376', 'C1706979', 'C1956422', 'C3887511']",CD95L derived si- and shRNAs kill cancer cells through an RNAi mechanism by targeting survival genes [shL1.RNAseq.lg],CD95L derived si- and shRNAs kill cancer cells through an RNAi mechanism by targeting survival genes [FasLRNAseq.lg],CD95L derived si- and shRNAs kill cancer cells through an RNAi mechanism by targeting survival genes [shL1.RNAseq.lg],CD95L derived si- and shRNAs kill cancer cells through an RNAi mechanism by targeting survival genes [FasLRNAseq.lg],We provide evidence that shRNAs and siRNAs derived from CD95 and CD95L preferentially target the 3' UTRs of survival genes culminating in a very robust mode of cell death we call DISE (Death Induced by Survival gene Elimination),>80% of a large number of tested siRNAs and shRNAs targeting CD95 or CD95 ligand (CD95L) induce a form of cell death that is characterized by the simultaneous activation of multiple death pathways and preferentially affects transformed and cancer stem cells. We now show that these si/shRNAs kill cancer cells through canonical RNAi by targeting the 3âUTR of critical survival genes in a unique form of off-target effect.  We also provide evidence showing that the full length CD95L mRNA is also toxic and produces small Ago-associated RNAs.,we provide evidence that shrnas and sirnas derived from cd95 and cd95l preferentially target the 3' utrs of survival genes culminating in a very robust mode of cell death we call dise (death induced by survival gene elimination),>80% of a large number of tested sirnas and shrnas targeting cd95 or cd95 ligand (cd95l) induce a form of cell death that is characterized by the simultaneous activation of multiple death pathways and preferentially affects transformed and cancer stem cells. we now show that these si/shrnas kill cancer cells through canonical rnai by targeting the 3âutr of critical survival genes in a unique form of off-target effect. we also provide evidence showing that the full length cd95l mrna is also toxic and produces small ago-associated rnas.,False,False,29063830,29063830,['29063830'],True,['GSE87817'],['GSE87817'],"[""['GSE87817']""]",True,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA393824'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA393897'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP111526'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP111577'],[],False,True,Very High,cd95l derived si- and shrnas kill cancer cells through an rnai mechanism by targeting survival genes [shl1.rnaseq.lg],cd95l derived si- and shrnas kill cancer cells through an rnai mechanism by targeting survival genes [faslrnaseq.lg],cd95l derived si- and shrnas kill cancer cells through an rnai mechanism by targeting survival genes [shl1.rnaseq.lg] we provide evidence that shrnas and sirnas derived from cd95 and cd95l preferentially target the 3' utrs of survival genes culminating in a very robust mode of cell death we call dise (death induced by survival gene elimination),cd95l derived si- and shrnas kill cancer cells through an rnai mechanism by targeting survival genes [faslrnaseq.lg] >80% of a large number of tested sirnas and shrnas targeting cd95 or cd95 ligand (cd95l) induce a form of cell death that is characterized by the simultaneous activation of multiple death pathways and preferentially affects transformed and cancer stem cells. we now show that these si/shrnas kill cancer cells through canonical rnai by targeting the 3âutr of critical survival genes in a unique form of off-target effect. we also provide evidence showing that the full length cd95l mrna is also toxic and produces small ago-associated rnas.,0.9572649572649573,0.2509225092250923,0.37632776934749623,0.8074674690030347,0.2219919589728144,0.45524834681137055,True,False,False,True,True,False,high_cui_low_edit_high_text
