gse	pmid	subseries	superseries	affiliation	BioProject	SRA
GSE122331	30604742; 38540357	['GSE122332']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA504645']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP168242']
GSE123021	30606613	['GSE123030']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA507265']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP170960']
GSE124829	31541153	['GSE127267']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA513879']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP176663']
GSE124872	30814501				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA514051']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP178136']
GSE19066	21379568	['GSE26397']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA141689']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP002213']
GSE20846	20436464				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA124751']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP002119']
GSE20851	20436462				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA124759']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP002325']
GSE20898	21867929				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA124395']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP002148']
GSE21161	20393465; 24201284				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA126613']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP002302']
GSE21180	21543516				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA126555']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP006380']
GSE21580	20615900				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA127015']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP002400']
GSE21699	21663663	['GSE21746']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA129287']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP003174']
GSE22001	20703300	['GSE22004']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA129411']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP003554']
GSE22131	20616232; 22019781; 20616234				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA127583']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP002811']
GSE22182	21731673				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA128815']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP002609']
GSE23619	22174696	['GSE23622']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA133349']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP003475']
GSE23943	22541430				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA130405']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP003412']
GSE25409	21183938				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA134151']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP004451']
GSE25432	21516085				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA133787']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP004456']
GSE25602	21196494				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA134245']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP004639']
GSE25626		['GSE25627']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA142427']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP004708']
GSE26248	21775302				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA135077']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP007655']
GSE26337	22216095				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA136913']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP005103']
GSE27016	22479196				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA137705']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP006212']
GSE27037	21460038				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA137677']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP005604']
GSE27201	21358643	['GSE27394']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA142049']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP005859']
GSE27218	21358643	['GSE27394']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA141971']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP005860']
GSE27623	22842725		['GSE27609', 'GSE27622']		['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA138249']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP017604']
GSE27843	21655081	['GSE27866']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA141893']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP006003']
GSE28207	21663663	['GSE21746']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA139649']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP006204']
GSE28532	21514197	['GSE28500']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA143027']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP006418']
GSE28666	21654674; 24813893				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA138875']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP006435']
GSE29087	21543516				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA140307']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP006834']
GSE29278	22763441	['GSE29184']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA142823']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP006787']
GSE29362	21765417				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA140193']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP006816']
GSE29413	21624812				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA141551']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP006817']
GSE29446	22034492				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA141559']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP006832']
GSE29690	21705755				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA141109']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP006971']
GSE29752	21659555; 27875314; 28172828				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA140961']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP007000']
GSE29898	23401553	['GSE29899']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA155325']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP007112']
GSE30578	22379031	['GSE30584']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA154771']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP007488']
GSE30581	22379031	['GSE30584']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA154775']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP007487']
GSE30641	22421546				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA144639']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP007492']
GSE30765	21873192				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA144333']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP007510']
GSE30839	22056041; 23810193				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA144149']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP007567']
GSE30943	22328084				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA146301']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP007579']
GSE31182	22055183	['GSE31183']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA154075']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP007650']
GSE31223	22308418; 24322557	['GSE30866']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA154115']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP007956']
GSE31234	22500808	['GSE31235']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA154109']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP007823']
GSE31271	21884934	['GSE30959']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA154139']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP007832']
GSE31385	22170606				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA145913']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP007827']
GSE31530	22323479	['GSE31531']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA154983']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP007864']
GSE31555					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA145675']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP007954']
GSE31839	25710176	['GSE31844']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA155263']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP008123']
GSE31843		['GSE31844']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA155265']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP008116']
GSE31920	22613798				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA145057']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP008477']
GSE32110	21860024	['GSE32111']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA154857']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP049324']
GSE32190	24013668	['GSE33693']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA154865']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP008272']
GSE32916	22817891; 23616639				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA146475']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP008831']
GSE33060	22085726	['GSE33024']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA154421']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP009041']
GSE33141	22162623				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA149389']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP009096']
GSE33252	22806141				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA149035']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP008657']
GSE33306	22523384				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA149309']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP009271']
GSE33343	22272348				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA148973']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP009154']
GSE33468	22341451	['GSE33722']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA154293']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP009423']
GSE33473	23622242	['GSE43192']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA148757']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP009192']
GSE33527	25242146				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA148795']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP009220']
GSE33815					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA148143']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP009415']
GSE33920	22722858	['GSE33923']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA154211']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP009467']
GSE33921	22722858	['GSE33923']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA154209']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP009468']
GSE33922	22722858	['GSE33923']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA154207']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP009469']
GSE33979	22835905				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA150517']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP009464']
GSE34030	21852532	['GSE34296']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA156441']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP009598']
GSE34274	22267199				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA149953']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP009662']
GSE34483	23260488				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA151337']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP009853']
GSE34550	22884873				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA151367']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP009895']
GSE34854	22345399				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA150133']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP010106']
GSE34903	22832163				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA150173']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP010190']
GSE35005	23759713				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA151173']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP010262']
GSE35213	24214913				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA150641']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP010458']
GSE35350	22580345				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA152727']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP010588']
GSE35368	22384282				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA152595']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP010603']
GSE35510	22343290				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA152319']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP010724']
GSE35553	22378147	['GSE35554']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA156083']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP010780']
GSE35599	22661711				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA152519']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP010781']
GSE35616	23312517				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA152545']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP010804']
GSE35626	22373576				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA152469']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP010815']
GSE35681	23624402; 24894502; 29615789				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA152405']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP010861']
GSE35724	24095730				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA152127']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP010905']
GSE35833	22969428				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA151901']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP010942']
GSE35838	23340501	['GSE35856']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA155719']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP010955']
GSE35857	22473956				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA151881']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP010959']
GSE36005	22795644				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA151701']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP011014']
GSE36025	25413365; 25582907					['https://www.ncbi.nlm.nih.gov/sra?term=SRP012040']
GSE36026						['https://www.ncbi.nlm.nih.gov/sra?term=SRP013003']
GSE36103	22940246	['GSE36104']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA155803']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP011073']
GSE36232	22563483				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA153143']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP011204']
GSE36290	24381111; 28114969; 26979597	['GSE36294']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA155807']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP011318']
GSE36567	22623725				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA153723']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP011556']
GSE36639	20660200				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA153641']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP011615']
GSE36799	23382218				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA156995']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP011978']
GSE36871	23150795; 29300726	['GSE36916']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA157199']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP011981']
GSE36872	23150795; 29300726	['GSE36916']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA157201']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP011984']
GSE36873	23150795	['GSE36916']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA157203']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP011983']
GSE36882	22520852	['GSE36890']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA157369']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP011986']
GSE36892	22552098				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA157105']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP011987']
GSE36896	22722858	['GSE33923']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA157319']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP011988']
GSE37018	22689670				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA157981']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP012041']
GSE37076	23374351				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA158295']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP012097']
GSE37111	23102813	['GSE37114']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA158351']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP012118']
GSE37150	22965116				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA158427']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP012147']
GSE37184	23651858; 29795344				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA158623']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP012155']
GSE37228	24856900				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA158955']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP012170']
GSE37236	23972988				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA158963']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP012173']
GSE37338	23630323				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA159595']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP012264']
GSE37379					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA159707']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP012297']
GSE37641	23325109				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA162367']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP012561']
GSE37646	23275557				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA162891']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP012574']
GSE37685	22923437				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA162683']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP012584']
GSE37746	22815831				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA163651']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP012649']
GSE37909						['https://www.ncbi.nlm.nih.gov/sra?term=SRP013027']
GSE37933	22661231; 30053257; 25375251				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA165651']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP013051']
GSE37952	25070796				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA165831']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP013166']
GSE38046	22669466				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA167176']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP013275']
GSE38144	22904186				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA167280']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP013331']
GSE38148	23273992				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA167281']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP013333']
GSE38198					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA167516']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP013380']
GSE38236	22771117	['GSE24904']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA167512']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP013404']
GSE38324	24270455				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA167676']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP013439']
GSE38359	22797304; 27875314; 28172828				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA168144']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP013610']
GSE38371	23332752	['GSE38379']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA167769']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP013465']
GSE38497	22884328				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA168021']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP013558']
GSE38539	23382204	['GSE41727']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA168101']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP013570']
GSE38596	23033340				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA168204']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP013622']
GSE38604	23969834				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA168207']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP013625']
GSE38669	23604122				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA168458']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP013709']
GSE38741	22709692				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA168591']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP013758']
GSE38808	23041064				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA168983']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP013826']
GSE38820	23301088				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA169087']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP013849']
GSE38838					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA169091']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP013843']
GSE38841	24013668	['GSE33693']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA169092']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP013846']
GSE38842	24013668	['GSE33693']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA169093']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP013847']
GSE38845	23554914				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA169095']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP013848']
GSE38892					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA169142']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP013877']
GSE38907	23177623				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA169319']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP013888']
GSE38983	23408899				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA169535']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP013986']
GSE38990	22937057				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA169557']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP013997']
GSE39113	22921934				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA170032']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP014021']
GSE39129	22871668				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA170059']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP014029']
GSE39160	28190001				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA170121']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP014141']
GSE39406	23178118				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA170844']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP014437']
GSE39438	23712428				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA170916']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP014456']
GSE39509	23434823				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA171061']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP015136']
GSE39513	23101626				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA171100']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP014645']
GSE39522	24121688	['GSE39523']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA171029']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP014484']
GSE39524						['https://www.ncbi.nlm.nih.gov/sra?term=SRP014923']
GSE39605		['GSE39609']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA171242']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP014555']
GSE39619						['https://www.ncbi.nlm.nih.gov/sra?term=SRP014631']
GSE39652	22863743				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA171334']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP014578']
GSE39656	23352431				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA171341']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP014579']
GSE39657	22949506	['GSE39673']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA171380']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP014586']
GSE39756	22992523				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA171705']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP014628']
GSE39812	22865928				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA171764']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP014649']
GSE39849	23353788				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA171857']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP014655']
GSE39851	23377542	['GSE39853']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA171859']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP014656']
GSE39866	23416452				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA171892']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP014662']
GSE39918	23250216				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA172025']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP014717']
GSE39970	23613874				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA172178']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP014742']
GSE39978	22936566	['GSE39860']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA172198']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP014751']
GSE40064	23990805	['GSE40065']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA172651']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP014791']
GSE40171	22763454	['GSE40176']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA172989']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP014890']
GSE40187	23714726				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA173039']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP014901']
GSE40190					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA173065']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP014903']
GSE40285	22991471				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA173418']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP015002']
GSE40350	23104097				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA173649']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP015113']
GSE40436	23007396				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA174043']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP015254']
GSE40463	23178119; 23555662				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA174565']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP015458']
GSE40468	23792593				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA174190']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP015331']
GSE40478	25555918	['GSE40479']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA174110']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP015324']
