gse	pmid	subseries	superseries	affiliation	BioProject	SRA
GSE84873	27641501				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335413']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079922']
GSE84874	27641501				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335412']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079923']
GSE84878	28538178				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335426']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079936']
GSE84892	28226240				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335566']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079965']
GSE84899	28009287				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335589']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079971']
GSE84914	28985358	['GSE76032']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335628']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079982']
GSE84919	27695003				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335637']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079992']
GSE84922	28031467	['GSE84924']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335647']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079993']
GSE84927	28172828				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335658']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080001']
GSE84942	27907096				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335721']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080111']
GSE84943	27856734				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335723']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080112']
GSE84945	28669602				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335727']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080121']
GSE84946		['GSE97212']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335726']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080120']
GSE84953					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335741']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080131']
GSE84961	27542215				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335750']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080147']
GSE84987	28219927				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335837']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080323']
GSE84989	27561422				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335840']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080325']
GSE84993	27998927				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335842']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080326']
GSE84994	27655848				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335841']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080330']
GSE84996	27626381; 38063845				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335843']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080338']
GSE85018	28650481				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335909']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080709']
GSE85019					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335914']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080711']
GSE85039	28695824				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336009']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080746']
GSE85049	37261974	['GSE85055']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336036']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080761']
GSE85061		['GSE85063']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336048']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080768']
GSE85098	28437865				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336171']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080807']
GSE85128	27557751				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336271']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080843']
GSE85131	27565342				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336280']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080852']
GSE85136	26674863				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336339']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080864']
GSE85152	27545347	['GSE85157']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336453']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080956']
GSE85154	27545347	['GSE85157']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336451']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080958']
GSE85193	27855694				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336538']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080936']
GSE85209	28422762				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336552']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080947']
GSE85234	29187729				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA337933']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080992']
GSE85249	28008008				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA337944']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080997']
GSE85266	28314754				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA337975']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081021']
GSE85278					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338065']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081050']
GSE85302	27653692				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338133']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081081']
GSE85303						['https://www.ncbi.nlm.nih.gov/sra?term=SRP081009']
GSE85308	27787515				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338152']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081084']
GSE85316	27798619				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338161']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081089']
GSE85329	28683287				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338177']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081104']
GSE85360					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338274']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081141']
GSE85385		['GSE85390']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338320']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081168']
GSE85388		['GSE85390']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338317']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081170']
GSE85391	27851739				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338315']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081167']
GSE85412	28528817				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338393']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081203']
GSE85414	27759021				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338398']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081207']
GSE85422	27641500				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338434']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081218']
GSE85423	28377872	['GSE85425']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338433']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081219']
GSE85450	27956603				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338482']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081242']
GSE85462	27869828				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338593']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081265']
GSE85484	27555590				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338619']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081279']
GSE85491					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338641']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081282']
GSE85498	27733447				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338662']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081288']
GSE85505	28445719				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338692']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081300']
GSE85512	27668656				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338690']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081294']
GSE85513	27986453	['GSE85560']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338695']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081301']
GSE85519	28181545				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338700']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081314']
GSE85520	27637148				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338735']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081386']
GSE85532	28754678				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338753']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081443']
GSE85535	28575659				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338754']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081444']
GSE85553	27633015				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338782']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081516']
GSE85576	27618312				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338816']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081655']
GSE85597	27736644				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338920']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082142']
GSE85627	28459457	['GSE85632']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338980']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082167']
GSE85641	28912455				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338984']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082168']
GSE85642	28091527				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338985']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082326']
GSE85646	27759042				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338992']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082172']
GSE85648	28008156	['GSE85650']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339030']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082273']
GSE85657	28970240				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339007']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082179']
GSE85674	27869820	['GSE66834']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339048']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082198']
GSE85690	28985526		['GSE99847', 'GSE99848', 'GSE99849']		['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339107']	
GSE85702	27720640				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339135']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082219']
GSE85717	27783950				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339164']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082325']
GSE85721	27471252	['GSE84371']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339170']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082327']
GSE85723	27668798	['GSE85833']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339174']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082357']
GSE85727	27591185	['GSE85728']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339478']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082391']
GSE85731	29346762				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339220']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082360']
GSE85737	30894540				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339228']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082362']
GSE85745	28965767				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339238']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082367']
GSE85750					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339260']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082369']
GSE85763	28209124				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339289']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082377']
GSE85772	27858497				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339305']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082379']
GSE85793	27720451				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA344721']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP090543']
GSE85798	27783602				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339437']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082334']
GSE85810	27811057				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339453']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082382']
GSE85855	27713415				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339553']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082416']
GSE85874	28978483				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339616']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082451']
GSE85875	28135720				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339617']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082453']
GSE85891	27671649				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339693']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082496']
GSE85929	27866836				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339791']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082562']
GSE85931					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339783']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082563']
GSE85936					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339778']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082566']
GSE85951	27610572	['GSE86042']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339824']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082573']
GSE85954	27610572	['GSE86042']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339826']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082576']
GSE85967	27984037	['GSE86140']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339850']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082579']
GSE85976	28507058				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339868']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082586']
GSE86028	27610572	['GSE86042']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA340022']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082755']
GSE86030	27610572	['GSE86042']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA340023']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082756']
GSE86031	27610572	['GSE86042']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA340026']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082757']
GSE86039	27610572	['GSE86042']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA340084']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082958']
GSE86043	27773581	['GSE86464']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA341993']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP086702']
GSE86065	28962523				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA340185']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082985']
GSE86071	34867936				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA340170']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082974']
GSE86073	28709001				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA340174']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082980']
GSE86079	27811056				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA340195']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082988']
GSE86083	28280206	['GSE86085']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA340229']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082997']
GSE86110	29246441; 30232334				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA340280']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP083073']
GSE86111	27716507				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA340279']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP083074']
GSE86112	27986952				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA340283']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP083075']
GSE86113	28933694				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA340282']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP083077']
GSE86144	27799657	['GSE86145']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA340411']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP083754']
GSE86167	28213503	['GSE86170']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA340448']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP083191']
GSE86187	28370415				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA340790']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP083264']
GSE86188	27708054				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA340628']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP083279']
GSE86199	28620206				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA340874']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP083308']
GSE86204	27535918				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA340885']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP083315']
GSE86209	28577303				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA340892']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP083323']
GSE86235	27732860				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA340987']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP083759']
GSE86248	27749823	['GSE63974']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA341270']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP083772']
GSE86261	27697859	['GSE86263']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA341324']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP083848']
GSE86280	27650856				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA341351']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP083872']
GSE86288	27644326; 27644325; 37796967	['GSE86290']				['https://www.ncbi.nlm.nih.gov/sra?term=SRP055674']
GSE86297	28507606				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA341373']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP083895']
GSE86301	28135249				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA341381']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP083902']
GSE86310	28431249				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA341385']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP083910']
GSE86315	28279190				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA341396']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP083914']
GSE86318	28436964				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA341406']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP083919']
GSE86338	28763438				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA341482']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP083959']
GSE86339	28433707				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA341473']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP083956']
GSE86366	28166220	['GSE86367']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA341513']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP083976']
GSE86389	28370258				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA341592']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP084282']
GSE86396		['GSE87417']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA341687']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP084329']
GSE86400	27642011	['GSE71442']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA341689']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP084330']
GSE86417	27883889				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA341719']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP084395']
GSE86418					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA341718']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP084418']
GSE86442	28539612				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA341941']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP086591']
GSE86460					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA341962']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP086630']
GSE86479	28467932				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA342036']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP086916']
GSE86507	29074972	['GSE86509']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA342113']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP087434']
GSE86520					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA342120']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP087440']
GSE86521	27875245				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA342119']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP087445']
GSE86526	28432220				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA342137']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP087467']
GSE86568	27697859	['GSE86263']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA342258']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP087616']
GSE86573	27840052				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA345301']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP090798']
GSE86609					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA342400']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP087718']
GSE86623	29038090				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA342424']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP087741']
GSE86631					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA342470']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP087761']
GSE86780	29364878				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA342497']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP087889']
GSE86788	28959057				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA342498']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP087891']
GSE86790					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA342505']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP087933']
GSE86817	27760330	['GSE86818']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA342629']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP089693']
GSE86837	28085963; 31181066				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA342670']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP089730']
GSE86840					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA342672']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP089735']
GSE86850	29343500				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA342770']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP089776']
GSE86865	28504707	['GSE86912']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA342800']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP089800']
GSE86868	28394251	['GSE73771']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA342809']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP089806']
GSE86895					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA342847']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP089818']
GSE86901	28505376	['GSE86902']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA342890']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP089834']
GSE86907	28934508; 28934503				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA342937']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP089858']
GSE86909	30590051				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA342946']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP089860']
GSE86922	27737018				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA343025']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP089914']
GSE86927	28167773				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA343009']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP089881']
GSE86929	28084216				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA343019']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP089884']
GSE86949	27882918				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA343108']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP089943']
GSE86955	28798065; 37996466				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA343078']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP089917']
GSE86962	28553937				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA343089']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP089925']
GSE86976	28468969				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA343123']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP089964']
GSE86997	27783952				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA343186']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP089993']
GSE87027	27877172				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA343248']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP090022']
GSE87043	28472656	['GSE87064']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA343278']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP090043']
GSE87046	28641110				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA343308']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP090059']
GSE87050	27406984				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA343310']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP090062']
GSE87051	28249010				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA343316']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP090066']
GSE87068	29022589				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA343426']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP090108']
GSE87069	28094018				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA343425']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP090110']
GSE87084	28554894				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA343472']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP090129']
GSE87104	28489004				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA343552']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP090141']
GSE87113	27777310				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA343599']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP090166']
GSE87119	28134929				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA343605']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP090169']
