gse	pmid	subseries	superseries	affiliation	BioProject	SRA
GSE83635	27626385				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA326537']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP076943']
GSE83637	28214226				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA326541']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP076944']
GSE83645	29031600				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA326594']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP076982']
GSE83647	28633018				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA326596']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP076983']
GSE83649	28614298	['GSE83653']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA326606']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP076988']
GSE83652	28614298	['GSE83653']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA326603']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP076991']
GSE83660	27498870				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA326664']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077005']
GSE83668	27545504				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA326668']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077009']
GSE83671	28076791				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA326673']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077016']
GSE83687	28892060				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA326727']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077046']
GSE83712	28669490				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA326776']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077068']
GSE83717	28081703				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA326784']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077072']
GSE83719	28514439	['GSE85112']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA326819']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077096']
GSE83724	28446439; 32744500	['GSE83728']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA326875']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077230']
GSE83763	29233992				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA326947']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077286']
GSE83765	27424783	['GSE75868']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA326944']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077283']
GSE83772	28931820				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA326952']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077288']
GSE83786	29186616	['GSE83788']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA326979']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077355']
GSE83808	28630090				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA327044']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077469']
GSE83816					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA327086']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077504']
GSE83849	28011935				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA327204']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077567']
GSE83886					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA327259']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077593']
GSE83888	27281349				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA327261']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077595']
GSE83919	28049826					['https://www.ncbi.nlm.nih.gov/sra?term=SRP076757']
GSE83923	29650551				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA327415']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077661']
GSE83930	27534557				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA327429']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077668']
GSE83939					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA327493']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077713']
GSE84013	29403030				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA327817']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077915']
GSE84022	27637145				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA327832']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077918']
GSE84023	27498862				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA327834']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077921']
GSE84054	28967919				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA327871']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077930']
GSE84068	29229900				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA327927']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077969']
GSE84070	28970523; 30874584; 34685551; 34997006; 37759522				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA327929']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077970']
GSE84073	29131160; 41407857				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA327939']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077971']
GSE84076	27826286				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA327986']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077975']
GSE84085	28462012				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA328021']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP077998']
GSE84166	27546534				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA328167']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078073']
GSE84170	27512124				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA328218']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078132']
GSE84188	28331091				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA328248']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078152']
GSE84197	28147284	['GSE84203']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA328272']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078166']
GSE84204	29203862				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA328280']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078169']
GSE84231					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA328443']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078234']
GSE84237	28257516				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA328457']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078245']
GSE84259	28052240				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA328486']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078262']
GSE84275	29046454; 30126415				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA328504']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078272']
GSE84285	27575636				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA328591']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078309']
GSE84293	27574101	['GSE84194']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA328602']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078314']
GSE84320	27625374				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA328820']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078364']
GSE84322	27515308; 28132772				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA328824']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078365']
GSE84323					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA329106']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078505']
GSE84325					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA328860']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078374']
GSE84335	27677841	['GSE84338']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA328930']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078414']
GSE84336	27677841	['GSE84338']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA328934']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078416']
GSE84337	27677841	['GSE84338']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA328933']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078417']
GSE84339	28087642				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA328932']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078419']
GSE84346	28360091				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA328986']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078450']
GSE84358	28516957	['GSE84365']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA328992']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078442']
GSE84359	28516957	['GSE84365']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA328993']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078441']
GSE84389	29510988				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA329050']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078495']
GSE84405	28737768				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA329095']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078500']
GSE84425	27876874				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA329127']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078524']
GSE84432	27641228				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA329137']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078536']
GSE84461	28911096				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA329255']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078585']
GSE84465	29091775				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA330719']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079058']
GSE84471	27846392				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA329312']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078597']
GSE84504	28392220				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA329518']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078823']
GSE84531	27472900; 27653685	['GSE79843']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA329594']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078912']
GSE84577	28077088	['GSE84579']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA329672']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078931']
GSE84582	27492371				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA329907']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078938']
GSE84629		['GSE84630']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA330703']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078998']
GSE84631	28566324				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA330691']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP078997']
GSE84636	27435961				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA330689']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079004']
GSE84639	27506453				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA330714']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079002']
GSE84661	28805829	['GSE84662']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA330788']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079153']
GSE84666	27869805				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA330789']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079166']
GSE84675	28232744	['GSE84678']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA330819']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079175']
GSE84684	28416701; 35883433				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA330836']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079189']
GSE84686	28754679				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA330840']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079213']
GSE84691	27653678	['GSE84692']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA330847']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079214']
GSE84694	28685772				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA330850']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079223']
GSE84697	27855702				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA330854']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079226']
GSE84706	28837809				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA330865']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079257']
GSE84712	28903495				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA330909']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079342']
GSE84714	27916275				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA330917']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079357']
GSE84722	27870833				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336176']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080811']
GSE84773	28887159	['GSE84775']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA331131']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079672']
GSE84776	28587590	['GSE84788']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA331133']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079676']
GSE84789	27699239	['GSE84799']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA331162']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079684']
GSE84814	29231167; 30240284				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA331184']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079700']
GSE84815	29231167				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA331183']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079701']
GSE84826	28216149				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335315']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079838']
GSE84829	28247413				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335318']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079850']
GSE84852					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335372']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079899']
GSE84863	27638861				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335388']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079914']
GSE84865	27814506				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335391']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079916']
GSE84868					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335397']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079918']
GSE84877	30301887				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335410']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079926']
GSE84884	27732952	['GSE85045']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335546']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079954']
GSE84896	29088702				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335583']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079968']
GSE84897	27829228				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335645']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079995']
GSE84902	27893714				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335606']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079972']
GSE84913	27626371				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335626']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP079980']
GSE84930	28172828; 27875314				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335656']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080002']
GSE84944	28017614				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335722']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080113']
GSE84986	27546791				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335834']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080321']
GSE85001		['GSE85003']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335853']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080352']
GSE85008	28017614				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335858']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080360']
GSE85011	27980086				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335860']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080367']
GSE85013	27660052				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335907']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080705']
GSE85020					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA335945']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080734']
GSE85037	29101376				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336010']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080745']
GSE85050	28102193				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336024']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080757']
GSE85082	29186682	['GSE85085']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336104']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080789']
GSE85083	29186682	['GSE85085']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336105']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080790']
GSE85088	27638884	['GSE85108']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336120']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080794']
GSE85089	28982763				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336122']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080797']
GSE85107	27535106				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336184']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080813']
GSE85111	28514439	['GSE85112']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336240']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080883']
GSE85118		['GSE85119']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336230']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080824']
GSE85133	27548314; 37805627	['GSE85135']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336283']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080850']
GSE85143	28135303	['GSE85145']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336335']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080859']
GSE85159					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336356']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080873']
GSE85161	28355180	['GSE85164']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336449']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080966']
GSE85183	27530426				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336476']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080915']
GSE85187	28472346; 37468105				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336493']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080924']
GSE85201	28270558				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336546']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080943']
GSE85223	28275009				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA336575']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080962']
GSE85227					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA341990']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP086706']
GSE85241	27693023				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA337935']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP080991']
GSE85243	27863248	['GSE85246']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA343286']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP090298']
GSE85263					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA337969']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081020']
GSE85271	28067315				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338007']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081033']
GSE85294	28600289				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338118']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081073']
GSE85297	27775701				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338124']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081074']
GSE85306	28928862				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338150']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081083']
GSE85324	28854373				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338243']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081127']
GSE85331	28663367	['GSE85332']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338181']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081103']
GSE85361	27609902				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338283']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081147']
GSE85378	28607482				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338303']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081160']
GSE85402	28461336	['GSE85403']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338329']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081174']
GSE85417	28321286				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338401']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081211']
GSE85431	29202477	['GSE85432']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338447']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081225']
GSE85447	27758864; 36847817				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338472']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081239']
GSE85455	28436945				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338496']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081249']
GSE85465	27677335	['GSE85467']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338610']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081272']
GSE85510	28329680				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338678']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081293']
GSE85527		['GSE85573']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338798']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081573']
GSE85530		['GSE85573']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338796']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081574']
GSE85531		['GSE85573']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338797']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081605']
GSE85541	27959342				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338761']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081473']
GSE85556	29153843; 40553565	['GSE85559']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338785']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081517']
GSE85557	29153843; 40553565	['GSE85559']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338786']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081515']
GSE85565	28481916				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338802']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081577']
GSE85567	27942592	['GSE85568']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338808']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081599']
GSE85579	28030809				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338851']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP081918']
GSE85623	27984724	['GSE85631']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339027']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082270']
GSE85671					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339046']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082197']
GSE85685	28130225	['GSE85688']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339111']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082206']
GSE85689	27424783	['GSE75868']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339108']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082208']
GSE85761	28347747				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339283']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082374']
GSE85782	27804979	['GSE85784']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339382']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082319']
GSE85783	27804979	['GSE85784']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339381']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082321']
GSE85791					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339398']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082310']
GSE85799					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339417']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082313']
GSE85800					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339416']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082314']
GSE85839	27668937				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339538']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082406']
GSE85840	27573426				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339566']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082423']
GSE85854	27871485				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339550']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082415']
GSE85857	28407681				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339558']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082418']
GSE85861	27829007				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339576']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082426']
GSE85870					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339588']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082443']
GSE85897	27713405	['GSE85971']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339705']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082503']
GSE85908	28673540				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339740']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082522']
GSE85910	28258189; 30006123				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339734']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082518']
GSE85917	28418000				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339754']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082529']
GSE85935	28173143				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339785']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082564']
GSE85941	29180699	['GSE85942']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339799']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082567']
GSE85953	27693424				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339822']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082575']
GSE85969	27604489				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339849']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP082580']
