human_gse,mouse_gse,jaccard,containment,overlap_count,shared_cuis,human_title,mouse_title
GSE106545,GSE55744,0.3773584905660377,0.7692307692307693,20,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1546459', 'C1705923', 'C1707455', 'C1883559', 'C2603343', 'C2700323', 'C2930505', 'C2979882', 'C4086963', 'C4331207', 'C4527431', 'C4760607', 'C5205215', 'C5444688', 'C5555096']",Next Generation Sequencing Facilitates Quantitative Analysis of Wild Type and AXL-/- astrocytes Transcriptomes,Comparison of the transcriptional profiles of male E13.5 wild type and L/H-Pgds-/- gonads
GSE74053,GSE86865,0.375,0.6923076923076923,63,"['C0011435', 'C0012929', 'C0014819', 'C0017262', 'C0017263', 'C0018956', 'C0025519', 'C0025520', 'C0026237', 'C0027792', 'C0028877', 'C0033684', 'C0038164', 'C0073434', 'C0086418', 'C0185117', 'C0205225', 'C0209673', 'C0243107', 'C0282655', 'C0401925', 'C0427184', 'C0441889', 'C0456079', 'C0596915', 'C0678723', 'C0700114', 'C0752248', 'C0872079', 'C0872252', 'C0887941', 'C1154793', 'C1158770', 'C1160700', 'C1257751', 'C1333438', 'C1420696', 'C1514248', 'C1516960', 'C1517486', 'C1521746', 'C1524026', 'C1527148', 'C1538631', 'C1547707', 'C1704259', 'C1705987', 'C1707511', 'C2247086', 'C2349975', 'C2350175', 'C2611903', 'C3178810', 'C3178997', 'C3494456', 'C4086963', 'C4318409', 'C4727081', 'C4760607', 'C5551416', 'C5551417', 'C5552915', 'C5575473']",RNA-seq transcriptional profiling in human primary fetal and adult CD34+ hematopoietic stem/progenitor cells (HSPCs) erythroid progenitor cells (ProEs),RNA-seq transcriptonal profiling in E13.5 fetal liver erythroid cells from Tfam WT and KO mice
GSE62905,GSE78971,0.375,0.5454545454545454,12,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1513372', 'C1705923', 'C1707455', 'C2603343', 'C2936269', 'C2936621', 'C2936622', 'C3178810']",Quantitative analysis of CD133+ liver cancer stem cells vs CD133- non cancer stem cell by RNA-Seq profiling,Transcriptome of WT mouse embryonic stem cells
GSE62905,GSE78974,0.375,0.5454545454545454,12,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1513372', 'C1705923', 'C1707455', 'C2603343', 'C2936269', 'C2936621', 'C2936622', 'C3178810']",Quantitative analysis of CD133+ liver cancer stem cells vs CD133- non cancer stem cell by RNA-Seq profiling,Transcriptome of new DGCR8_KO mouse embryonic stem cells generated by paired CRISPR/Cas9 approach
GSE77958,GSE84357,0.375,0.631578947368421,12,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2979882', 'C4086963', 'C4760607']",Next Generation Sequencing Facilitates Quantitative Analysis of ISL1 Regulated Transcriptomes,RNA-seq of Asxl2 KO LSK cells
GSE92874,GSE101712,0.375,0.7058823529411765,12,"['C0009932', 'C0017262', 'C0017263', 'C0185117', 'C0243148', 'C0308718', 'C0728976', 'C1160700', 'C1517486', 'C1547100', 'C4086963', 'C4760607']",Genome-wide transcriptome profiles in Control and Schizophrenia hiPSC-dervied NPC [RNA-seq],Single cell RNA-sequencing of Mbd3-null and control lymphoid progenitor cells
GSE71993,GSE89712,0.375,0.6428571428571429,9,"['C0205615', 'C0443199', 'C0752248', 'C1327760', 'C1449575', 'C1513400', 'C1549478', 'C1705242', 'C4554467']",Differential gene expression profiling of MIHA cells transfected with C-terminal truncated HBx mutants,Differential gene expressions in the hypertensive heart using Angiotensin II infusion model
GSE92592,GSE70788,0.375,0.5625,9,"['C0009932', 'C0162327', 'C0162801', 'C0243148', 'C0308718', 'C0728976', 'C1294197', 'C1547100', 'C4086963']",mRNA Sequencing of Ideopathic Pulmonary Fibrosis (IPF) and Control Samples from the Lung Tissue Research Consortium (LTRC),"RNA sequencing of Control, ÎCop1Î², ÎCop1Î² and ÎCop1Î² ÎETV1/4/5Î² islets"
GSE57299,GSE84892,0.375,0.75,6,"['C0752248', 'C1511726', 'C1546437', 'C3178810', 'C3245479', 'C3714741']","Transcriptome data of CD34+ human cord blood-derived cell treated with UM171, SR1 or both",Sequential loss of plasticity during trophectoderm and inner cell mass lineage segregation in the mouse embryo
GSE85854,GSE31182,0.375,0.6666666666666666,6,"['C1883559', 'C2700323', 'C4086963', 'C4760607', 'C5205215', 'C5444688']",Transcriptome analysis of alternative splicing events in WT and P-KO H9 cells,RNA-seq and expression profile of WT and ZFP57 KO ES cells
GSE68395,GSE72941,0.3703703703703703,0.5882352941176471,10,"['C0002778', 'C0017337', 'C0079429', 'C0872262', 'C0920317', 'C0936012', 'C1417679', 'C1524024', 'C4086963', 'C4760607']",RNA-seq analysis of gene expression patterns during hESC neural differentiation,RNA-seq analysis reveals profound changes in transcript profiles between siCon- and siH19-transfected myotubes
GSE77530,GSE60050,0.3703703703703703,0.5882352941176471,10,"['C0017262', 'C0017263', 'C0185117', 'C0205246', 'C1160700', 'C1516048', 'C1517486', 'C1555289', 'C2348867', 'C3846720']",Gene expression in human glioblastoma specimens,Gene expression alteration in Dnmt3aKO-Idh2 mutant double mutant HSPCs
GSE84531,GSE69374,0.3703703703703703,0.5555555555555556,10,"['C0004793', 'C0017262', 'C0017263', 'C0162326', 'C0162327', 'C0185117', 'C1160700', 'C1517486', 'C1519249', 'C3853789']",RNAseq from disomic and trisomic T cells and monocytes,Transcriptional profiling of BXD dorsal root ganglia
GSE102812,GSE90654,0.3684210526315789,0.5833333333333334,7,"['C0009932', 'C0243148', 'C0308718', 'C0728976', 'C1547100', 'C4086963', 'C4760607']",RNA-seq of FSHD and control immortalised myoblasts I,RNA-seq analysis of RNA from DBA/2J retinal ganglion cells
GSE34740,GSE87758,0.3684210526315789,0.5833333333333334,7,"['C0017262', 'C0185117', 'C2911684', 'C3854321', 'C4086963', 'C4699379', 'C4760607']",K562 polyA RNA-Seq,Intersectionally labeled Drd2-Pet1 single-neuron RNA-seq
GSE48286,GSE90654,0.3684210526315789,0.5833333333333334,7,"['C0009932', 'C0243148', 'C0308718', 'C0728976', 'C1547100', 'C4086963', 'C4760607']",High-throughput sequencing of PROMPT-enriched samples.,RNA-seq analysis of RNA from DBA/2J retinal ganglion cells
GSE62526,GSE36896,0.3684210526315789,0.5833333333333334,7,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486', 'C4086963', 'C4760607']",Gene expression profiling of melanoma cell lines by high throughput sequencing,RNA-Seq from wt and G9A knockout ES cells
GSE96713,GSE33920,0.3684210526315789,0.7,7,"['C0004561', 'C0007634', 'C0023172', 'C0524983', 'C3899739', 'C4086963', 'C4760607']",Time-dependent regulation of cellular programming of monocytes by NCOR2 [RNASeq_KD],mRNA-Seq of 2C::tomato+ vs. - ES cells
GSE96987,GSE96988,0.3673469387755102,0.6,18,"['C0002778', 'C0011331', 'C0022322', 'C0027792', 'C0039798', 'C0087111', 'C0225828', 'C0282655', 'C0872262', 'C0920317', 'C0936012', 'C1522326', 'C1524024', 'C1533734', 'C1704259', 'C1705987', 'C3178997', 'C3254482']",AmpliSeq analysis of human iPSC-derived cardiomyocytes,RNA sequencing analysis of HL-1 cardiomyocytes
GSE56356,GSE86318,0.3658536585365853,0.6818181818181818,15,"['C0017262', 'C0017263', 'C0185117', 'C0205263', 'C0543419', 'C1160700', 'C1280500', 'C1301751', 'C1368999', 'C1517486', 'C2348382', 'C2911684', 'C3854321', 'C4086963', 'C4699379']",Effect of TTF-1/NKX2-1 expression on TGF-beta induced gene expression in A549 lung cancer cell line.,Effect of SWELL1 gene deletion on gene expression in adipocytes
GSE78705,GSE73536,0.3636363636363636,0.5957446808510638,28,"['C0002778', 'C0017262', 'C0017263', 'C0035668', 'C0162801', 'C0185117', 'C0439228', 'C0439505', 'C0872262', 'C0920317', 'C0936012', 'C1160700', 'C1294197', 'C1419992', 'C1517486', 'C1523987', 'C1524024', 'C2936621', 'C2936622', 'C3178810', 'C3538866', 'C4330825', 'C4524830', 'C4524831', 'C4727174', 'C5237009', 'C5401191', 'C5555094']",Next Generation Sequencing Analysis of control and SRSF2-/- Huh7 cells Transcriptomes,Next Generation Sequencing Analysis of Wild Type and SRSF2-/- D11 mice liver Transcriptomes
GSE95820,GSE106895,0.3636363636363636,0.5333333333333333,16,"['C0004561', 'C0007634', 'C0023172', 'C0035173', 'C0220825', 'C0524983', 'C0752248', 'C1261322', 'C1292732', 'C1449575', 'C1552578', 'C1956267', 'C2936621', 'C3899739', 'C4055498', 'C5552813']",Gene expression profiles of activin-A-induced human Tr1-like regulatory T cells and T conventional cells.,Gene expression profiling of mouse macrophages following IRF2 knockdown
GSE69233,GSE65731,0.3636363636363636,1.0,12,"['C0004561', 'C0007634', 'C0009585', 'C0009586', 'C0023172', 'C0162340', 'C0524983', 'C1155711', 'C1880156', 'C3899739', 'C4086963', 'C4760607']",The lncRNA LUST promotes CCICs self-renewal stimulating the wnt/b-catenin signaling activation [RNA-Seq],Comprehensive role of Zfp217 in m6A methylation [RNA-seq]
GSE71261,GSE84357,0.3636363636363636,0.6,12,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2979882', 'C4086963', 'C4760607']",Next Generation Sequencing Facilitates Quantitative Analysis of PBX3 Regulated Transcriptomes,RNA-seq of Asxl2 KO LSK cells
GSE77958,GSE55744,0.3636363636363636,0.631578947368421,12,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2979882', 'C4086963', 'C4760607']",Next Generation Sequencing Facilitates Quantitative Analysis of ISL1 Regulated Transcriptomes,Comparison of the transcriptional profiles of male E13.5 wild type and L/H-Pgds-/- gonads
GSE58991,GSE79487,0.3636363636363636,0.5714285714285714,8,"['C0009932', 'C0162327', 'C0162801', 'C0243148', 'C0308718', 'C0728976', 'C1294197', 'C1547100']",Nuclear stability and transcriptional directionality separate functionally distinct RNA species,RNA sequencing of E11.5 Control and Prmt5cKO forelimbs
GSE77032,GSE73743,0.3636363636363636,0.6153846153846154,8,"['C0017262', 'C0162327', 'C0185117', 'C1707455', 'C2911684', 'C3854321', 'C4086963', 'C4699379']","Total RNA sequencing of HCT116 cells with vitamin C, 5-Aza-CdR and combination treatment compared to untreated cells I",Allelic Series of Huntington's Disease Knock-in Mice Reveals Expression Discorrelates
GSE77034,GSE73743,0.3636363636363636,0.6153846153846154,8,"['C0017262', 'C0162327', 'C0185117', 'C1707455', 'C2911684', 'C3854321', 'C4086963', 'C4699379']","Total RNA sequencing of HCT116 cells with vitamin C, 5-Aza-CdR and combination treatment compared to untreated cells II",Allelic Series of Huntington's Disease Knock-in Mice Reveals Expression Discorrelates
GSE85050,GSE95141,0.3636363636363636,0.8,4,"['C0162327', 'C0162801', 'C1294197', 'C4086963']",Genome-wide mRNA sequencing of Panc-1 cells with or without fused IL-35 gene up-regulated,RNA sequencing of striatum tissue from naive Csnk1e knockout mice and wild-type mice
GSE62526,GSE107592,0.3571428571428571,0.8333333333333334,10,"['C0017262', 'C0017263', 'C0185117', 'C0752248', 'C1160700', 'C1327760', 'C1449575', 'C1513400', 'C1517486', 'C5552813']",Gene expression profiling of melanoma cell lines by high throughput sequencing,Gene expression profiling of mouse BMPR1B+ chondrocytes
GSE87581,GSE83624,0.3571428571428571,0.5882352941176471,10,"['C0002778', 'C0017262', 'C0017263', 'C0185117', 'C0872262', 'C0920317', 'C0936012', 'C1160700', 'C1517486', 'C1524024']",RNA-seq in endometrial stromal tumors,Analysis of kidney macrophages' gene expression at steady state
GSE87581,GSE98232,0.3571428571428571,0.5882352941176471,10,"['C0002778', 'C0017262', 'C0017263', 'C0185117', 'C0872262', 'C0920317', 'C0936012', 'C1160700', 'C1517486', 'C1524024']",RNA-seq in endometrial stromal tumors,Analysis of gene expression in the distal forelimbs in 2.4Mb inversion adjacent to the HoxD cluster
GSE88741,GSE57654,0.3571428571428571,0.5555555555555556,10,"['C0017262', 'C0017263', 'C0033137', 'C0185117', 'C0205225', 'C0439612', 'C1160700', 'C1335497', 'C1517486', 'C5679898']",Gene expression changes in human melanoma cell lines compared to primary melanocytes,Gene expression by RNA_Seq
GSE59819,GSE84302,0.3571428571428571,0.8333333333333334,5,"['C0162327', 'C0162801', 'C0917793', 'C1294197', 'C4086963']",Ribosome profiling and RNA sequencing of U2OS cells overexpressing myc,RNA sequencing to identify common targets for GSK3
GSE60883,GSE64296,0.3571428571428571,0.625,5,"['C0016030', 'C1546634', 'C1550637', 'C4086963', 'C4760607']",RNA-seq of young and quiescent MRC-5 human fibroblasts,RNA-seq of GDF15 or TGF-Î² stimulated NIH3T3 fibroblasts.
GSE66879,GSE84302,0.3571428571428571,0.8333333333333334,5,"['C0162327', 'C0162801', 'C0917793', 'C1294197', 'C4086963']",RNA sequencing of SETD2 isogenic renal cell carcinoma cell lines,RNA sequencing to identify common targets for GSK3
GSE89872,GSE83841,0.3571428571428571,0.5555555555555556,5,"['C0162327', 'C0162801', 'C0917793', 'C1294197', 'C4086963']",A cost-effective RNA sequencing protocol for large-scale gene expression studies,Analyses of IL-17-producing CD8 T cells
GSE93620,GSE116177,0.3571428571428571,0.625,5,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486']",Gene expression in HT-29-MTX intestinal epithelial cells treated with Ancylostoma ceylanicum hookworm larvae,Haemopedia: Mouse Haematopoietic Gene Expression
GSE98734,GSE95141,0.3571428571428571,1.0,5,"['C0162327', 'C0162801', 'C0917793', 'C1294197', 'C4086963']",A practical solution for preserving single cells for RNA sequencing,RNA sequencing of striatum tissue from naive Csnk1e knockout mice and wild-type mice
GSE95820,GSE106913,0.3555555555555555,0.5333333333333333,16,"['C0004561', 'C0007634', 'C0023172', 'C0035173', 'C0220825', 'C0524983', 'C0752248', 'C1261322', 'C1292732', 'C1449575', 'C1552578', 'C1956267', 'C2936621', 'C3899739', 'C4055498', 'C5552813']",Gene expression profiles of activin-A-induced human Tr1-like regulatory T cells and T conventional cells.,Gene expression profiling of mouse macrophages following long noncoding RNA Malat1 knockdown
GSE70959,GSE86318,0.3548387096774194,0.55,11,"['C0017262', 'C0017263', 'C0185117', 'C0205263', 'C1160700', 'C1517486', 'C2911684', 'C3854321', 'C4086963', 'C4699379', 'C4760607']",Transcriptome analysis of SF3B1-mutation induced changes in K562 cells,Effect of SWELL1 gene deletion on gene expression in adipocytes
GSE70959,GSE89108,0.3548387096774194,0.55,11,"['C0017262', 'C0017263', 'C0185117', 'C0392747', 'C0443172', 'C0679846', 'C0752248', 'C1160700', 'C1517486', 'C4086963', 'C4760607']",Transcriptome analysis of SF3B1-mutation induced changes in K562 cells,Integrative analysis of translatome and transcriptome of adipocytes
GSE71261,GSE55744,0.3529411764705882,0.6,12,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2979882', 'C4086963', 'C4760607']",Next Generation Sequencing Facilitates Quantitative Analysis of PBX3 Regulated Transcriptomes,Comparison of the transcriptional profiles of male E13.5 wild type and L/H-Pgds-/- gonads
GSE77958,GSE76932,0.3529411764705882,0.631578947368421,12,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2936621', 'C2936622', 'C2979882', 'C4330825']",Next Generation Sequencing Facilitates Quantitative Analysis of ISL1 Regulated Transcriptomes,"Next generation sequencing comparing effects of vehicle, PTH, and YKL-05-093 in Ocy454 cells"
GSE87581,GSE63412,0.3529411764705882,0.5714285714285714,12,"['C0002778', 'C0017262', 'C0017263', 'C0185117', 'C0872262', 'C0920317', 'C0936012', 'C1160700', 'C1517486', 'C1524024', 'C4086963', 'C4760607']",RNA-seq in endometrial stromal tumors,RNA-seq analysis of contextual fear conditioning
GSE91000,GSE83848,0.3529411764705882,0.5217391304347826,12,"['C0008972', 'C0018017', 'C0035173', 'C0220825', 'C0557651', 'C0947630', 'C1261322', 'C1292732', 'C1552578', 'C1571704', 'C1705923', 'C2603343']",Cystathionine-Î²-Synthase Promotes Colon Carcinogenesis,Tumor Interferon Signaling Regulates a Multigenic Resistance Program to Immune Checkpoint Blockade [RNA-Seq]
GSE85854,GSE36896,0.3529411764705882,0.6666666666666666,6,"['C1883559', 'C2700323', 'C4086963', 'C4760607', 'C5205215', 'C5444688']",Transcriptome analysis of alternative splicing events in WT and P-KO H9 cells,RNA-Seq from wt and G9A knockout ES cells
GSE85854,GSE62824,0.3529411764705882,0.6666666666666666,6,"['C1883559', 'C2700323', 'C4086963', 'C4760607', 'C5205215', 'C5444688']",Transcriptome analysis of alternative splicing events in WT and P-KO H9 cells,Usp16 WT and KO RNA-Seq ckit and sca1 positive cells
GSE80237,GSE89196,0.3513513513513513,0.5416666666666666,13,"['C0002778', 'C0017262', 'C0017337', 'C0079429', 'C0185117', 'C0872262', 'C0920317', 'C0936012', 'C1417679', 'C1524024', 'C2911684', 'C3854321', 'C4699379']",RNA-seq analysis reveals profound changes in transcript profiles between siCon- and siH19-transfected EVT cells,Analysis of genes differencially expressed depending on Myc expression
GSE94120,GSE100411,0.3513513513513513,0.5416666666666666,13,"['C0017262', 'C0017337', 'C0079429', 'C0185117', 'C0871261', 'C1417679', 'C1704632', 'C1706817', 'C2911684', 'C2911692', 'C3844738', 'C3854321', 'C4699379']",Transcriptome-wide response to synthetic chromatin protein PcTF,Signaling strength determines proapoptotic functions of STING
GSE34740,GSE59547,0.35,0.5833333333333334,7,"['C0017262', 'C0185117', 'C2911684', 'C3854321', 'C4086963', 'C4699379', 'C4760607']",K562 polyA RNA-Seq,RNA-Seq of regenerating DRG neurons
GSE62526,GSE33922,0.35,0.5833333333333334,7,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486', 'C4086963', 'C4760607']",Gene expression profiling of melanoma cell lines by high throughput sequencing,RNA-Seq from wt oocytes
GSE66719,GSE69407,0.35,0.7,7,"['C4086963', 'C4527431', 'C4760607', 'C5205215', 'C5205297', 'C5447528', 'C5555096']",SF3B1 Degron knockdown RNA-seq,Transcriptomic characters of different pregnancy outcomes in CpG-induced nonobese diabetic mice and wild-type controls
GSE72501,GSE101712,0.35,0.7,7,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486', 'C4086963', 'C4760607']",Ro60-knockout cells,Single cell RNA-sequencing of Mbd3-null and control lymphoid progenitor cells
GSE72501,GSE94671,0.35,0.7,7,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486', 'C4086963', 'C4760607']",Ro60-knockout cells,The BLUEPRINT Murine Lymphocyte Epigenome Reference Resource [RNA-seq]
GSE80829,GSE36896,0.35,0.5384615384615384,7,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486', 'C4086963', 'C4760607']",Gene expression profiling of melanoma cell lines by RNASeq,RNA-Seq from wt and G9A knockout ES cells
