human_gse,mouse_gse,jaccard,containment,overlap_count,shared_cuis,human_title,mouse_title
GSE71261,GSE78973,0.48,0.7058823529411765,12,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2936621', 'C2936622', 'C2979882']",Next Generation Sequencing Facilitates Quantitative Analysis of PBX3 Regulated Transcriptomes,Transcriptome of new Dicer_KO mouse embryonic stem cells generated by paired CRISPR/Cas9 approach
GSE62526,GSE80087,0.4761904761904761,0.8333333333333334,10,"['C0017262', 'C0017263', 'C0185117', 'C0752248', 'C1160700', 'C1327760', 'C1449575', 'C1513400', 'C1517486', 'C5552813']",Gene expression profiling of melanoma cell lines by high throughput sequencing,Gene expression profiling of retrovirus PDGFB-induced glioma
GSE99062,GSE99061,0.4680851063829787,0.6875,22,"['C0017262', 'C0026809', 'C0039798', 'C0087111', 'C0185117', 'C0392747', 'C0443172', 'C0596890', 'C0678222', 'C0679846', 'C0752248', 'C1522326', 'C1527349', 'C1533734', 'C1705169', 'C2911684', 'C3852841', 'C3854321', 'C4086114', 'C4699379', 'C4704874', 'C5204825']",Transcriptomic analysis in PDX mammary carcinoma after CDK4/6 inhibition,Transcriptomic analysis in murine mammary carcinoma tissue after treatment with control vehicle or abemaciclib
GSE81812,GSE72129,0.4666666666666667,0.8076923076923077,21,"['C0008972', 'C0018017', 'C0392747', 'C0443172', 'C0557651', 'C0679846', 'C0871261', 'C0947630', 'C1546459', 'C1704632', 'C1705923', 'C1706817', 'C2603343', 'C2911692', 'C2930505', 'C2936621', 'C2936622', 'C2979882', 'C3178810', 'C3844738', 'C4330825']",Next generation sequencing of esophageal squamous cell carcinoma (ESCC) cell line KYSE-180 single cell transcriptomes for radio-resistance analysis,Next Generation Sequencing Facilitates Quantitative Analysis of Sensory Neurons Transcriptomes in response to Trophic Withdrawal
GSE69233,GSE33920,0.4666666666666667,0.7,7,"['C0004561', 'C0007634', 'C0023172', 'C0524983', 'C3899739', 'C4086963', 'C4760607']",The lncRNA LUST promotes CCICs self-renewal stimulating the wnt/b-catenin signaling activation [RNA-Seq],mRNA-Seq of 2C::tomato+ vs. - ES cells
GSE72501,GSE33921,0.4666666666666667,0.7,7,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486', 'C4086963', 'C4760607']",Ro60-knockout cells,RNA-Seq from two-cell (2C) stage embryos
GSE99060,GSE99061,0.4651162790697674,0.6451612903225806,20,"['C0017262', 'C0017337', 'C0039798', 'C0079429', 'C0087111', 'C0185117', 'C0392747', 'C0443172', 'C0678222', 'C0679846', 'C0752248', 'C1417679', 'C1522326', 'C1533734', 'C1705169', 'C2911684', 'C3852841', 'C3854321', 'C4699379', 'C5204825']",Transcriptomic analysis in breast cancer cell lines after CDK4/6 inhibition,Transcriptomic analysis in murine mammary carcinoma tissue after treatment with control vehicle or abemaciclib
GSE79160,GSE34550,0.4615384615384615,0.8,12,"['C0002778', 'C0392747', 'C0443172', 'C0679846', 'C0752248', 'C0872262', 'C0920317', 'C0936012', 'C1524024', 'C3178810', 'C4086963', 'C4760607']",RNA-seq analysis of control and podoplanin knockdown lymphatic endothelial cells,Systematic RNA-seq analysis of the early events of CD4+ T cell activation
GSE62526,GSE63031,0.4545454545454545,0.8333333333333334,10,"['C0017262', 'C0017263', 'C0185117', 'C0752248', 'C1160700', 'C1327760', 'C1449575', 'C1513400', 'C1517486', 'C5552813']",Gene expression profiling of melanoma cell lines by high throughput sequencing,Transcriptome profiling of brown adipose tissue during cold exposure
GSE80829,GSE80087,0.4545454545454545,0.7692307692307693,10,"['C0017262', 'C0017263', 'C0185117', 'C0752248', 'C1160700', 'C1327760', 'C1449575', 'C1513400', 'C1517486', 'C5552813']",Gene expression profiling of melanoma cell lines by RNASeq,Gene expression profiling of retrovirus PDGFB-induced glioma
GSE49601,GSE95141,0.4545454545454545,1.0,5,"['C0162327', 'C0162801', 'C0917793', 'C1294197', 'C4086963']",Leucegene: ALL sequencing,RNA sequencing of striatum tissue from naive Csnk1e knockout mice and wild-type mice
GSE93620,GSE93374,0.4545454545454545,0.625,5,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486']",Gene expression in HT-29-MTX intestinal epithelial cells treated with Ancylostoma ceylanicum hookworm larvae,A Molecular Census of Arcuate Hypothalamus and Median Eminence Cell Types
GSE62905,GSE78973,0.4444444444444444,0.7058823529411765,12,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1513372', 'C1705923', 'C1707455', 'C2603343', 'C2936269', 'C2936621', 'C2936622', 'C3178810']",Quantitative analysis of CD133+ liver cancer stem cells vs CD133- non cancer stem cell by RNA-Seq profiling,Transcriptome of new Dicer_KO mouse embryonic stem cells generated by paired CRISPR/Cas9 approach
GSE81673,GSE101984,0.4444444444444444,0.8,4,"['C4086963', 'C4760607', 'C5554878', 'C5669539']",Characterisation of EZH2-deficient human embryonic stem cells [single cell RNA-seq],Diversity amongst trigeminal neurons revealed by high throughput single cell sequencing
GSE69233,GSE65732,0.44,0.9166666666666666,11,"['C0004561', 'C0007634', 'C0009585', 'C0009586', 'C0023172', 'C0162340', 'C0524983', 'C1880156', 'C3899739', 'C4086963', 'C4760607']",The lncRNA LUST promotes CCICs self-renewal stimulating the wnt/b-catenin signaling activation [RNA-Seq],Comprehensive role of Zfp217 in m6A methylation [RNA-seq RA]
GSE94518,GSE93558,0.4375,0.7777777777777778,7,"['C0009319', 'C0021368', 'C0029400', 'C0029877', 'C0031542', 'C0332161', 'C0599946']",Hypertonic saline attenuates the cytokine-induced pro-inflammatory signature in primary human lung epithelia,The marine natural product honaucin A attenuates inflammation by activating the Nrf2-ARE pathway
GSE80829,GSE63031,0.4347826086956521,0.7692307692307693,10,"['C0017262', 'C0017263', 'C0185117', 'C0752248', 'C1160700', 'C1327760', 'C1449575', 'C1513400', 'C1517486', 'C5552813']",Gene expression profiling of melanoma cell lines by RNASeq,Transcriptome profiling of brown adipose tissue during cold exposure
GSE54136,GSE86318,0.4333333333333333,0.6190476190476191,13,"['C0017262', 'C0017263', 'C0185117', 'C0543419', 'C1160700', 'C1280500', 'C1301751', 'C1368999', 'C1517486', 'C2348382', 'C2911684', 'C3854321', 'C4699379']",Transcriptome profiling of untreated and doxycycline-treated HeLa/TO-SmN,Effect of SWELL1 gene deletion on gene expression in adipocytes
GSE50582,GSE99771,0.4329896907216495,0.7,42,"['C0004793', 'C0017262', 'C0017263', 'C0017272', 'C0023621', 'C0023622', 'C0023625', 'C0034754', 'C0035668', 'C0162326', 'C0162327', 'C0185117', 'C0205166', 'C0205250', 'C0205266', 'C0205307', 'C0205409', 'C0221097', 'C0750927', 'C0752248', 'C0872147', 'C0872403', 'C1160700', 'C1419388', 'C1424999', 'C1444754', 'C1517486', 'C1519249', 'C1548221', 'C1550457', 'C1550469', 'C1551394', 'C1553386', 'C1706316', 'C1764827', 'C1882531', 'C1947912', 'C3853789', 'C3858762', 'C3858781', 'C4706387', 'C5575825']",Transcriptomics analysis of gene expression in normal and METTL3 or WTAP deficient Human HeLa cells,Transcriptome analysis of gene expression and single-nucleotide-resolution m6A sites in normal and mettl3 cKO testis samples (RNA-Seq)
GSE70959,GSE101596,0.4285714285714285,0.6,12,"['C0017262', 'C0017263', 'C0185117', 'C0392747', 'C0443172', 'C0679846', 'C0752248', 'C1160700', 'C1517486', 'C4086963', 'C4760607', 'C5690740']",Transcriptome analysis of SF3B1-mutation induced changes in K562 cells,Transcriptome analysis of fasted mouse livers
GSE48286,GSE79487,0.4285714285714285,0.6428571428571429,9,"['C0009932', 'C0162327', 'C0162801', 'C0243148', 'C0308718', 'C0728976', 'C1294197', 'C1547100', 'C4086963']",High-throughput sequencing of PROMPT-enriched samples.,RNA sequencing of E11.5 Control and Prmt5cKO forelimbs
GSE62526,GSE75936,0.4285714285714285,0.75,9,"['C0017262', 'C0017263', 'C0185117', 'C0752248', 'C1160700', 'C1449575', 'C1517486', 'C4086963', 'C5552813']",Gene expression profiling of melanoma cell lines by high throughput sequencing,Gene expression profiles of Id3lo and Id3hi regulatory T cells
GSE66304,GSE64357,0.4264705882352941,0.7435897435897436,29,"['C0002345', 'C0003507', 'C0007613', 'C0011435', 'C0028877', 'C0031437', 'C0052432', 'C0162635', 'C0205224', 'C0205307', 'C0206745', 'C0243107', 'C0376678', 'C0600449', 'C0678723', 'C0934502', 'C1136031', 'C1150694', 'C1254021', 'C1415561', 'C1419989', 'C1517945', 'C1522408', 'C1527148', 'C1550457', 'C1550469', 'C1551394', 'C1553386', 'C3669471']",Knockout human reveal an essential role for Paternally Expressed 10 (PEG10) in JEG3 cell line development,Knockout mice reveal an essential role for Epithelial splicing regulatory proteins (Esrps) in mammalian development and epithelial splicing in vivo
GSE56689,GSE56690,0.4257425742574257,0.7049180327868853,43,"['C0008972', 'C0023418', 'C0023449', 'C0023464', 'C0023493', 'C0029017', 'C0037083', 'C0062776', 'C0144507', 'C0205252', 'C0349636', 'C0376544', 'C0456984', 'C0557651', 'C0596828', 'C0597646', 'C0877858', 'C0935996', 'C0947630', 'C1156202', 'C1334889', 'C1335068', 'C1335962', 'C1421414', 'C1428772', 'C1621636', 'C1704398', 'C1704918', 'C1705923', 'C1879547', 'C1961099', 'C1961102', 'C2001242', 'C2603343', 'C2697829', 'C2717822', 'C3244125', 'C3272718', 'C3537152', 'C4289843', 'C4505109', 'C5447830', 'C5668307']",Characterizing the contrasting roles of JMJD3 and UTX histone demethylases in T cell acute lymphoblastic leukemia [short_hairpins_RNA-seq],Characterizing the contrasting roles of JMJD3 and UTX histone demethylases in T cell acute lymphoblastic leukemia [UTXKO_RNA-seq]
GSE62526,GSE66066,0.4230769230769231,0.9166666666666666,11,"['C0017262', 'C0017263', 'C0185117', 'C0752248', 'C1160700', 'C1327760', 'C1449575', 'C1513400', 'C1517486', 'C4086963', 'C5552813']",Gene expression profiling of melanoma cell lines by high throughput sequencing,mRNA sequencing of the global effect of SET1A on gene expression in mouse ES cells
GSE74270,GSE57959,0.4230769230769231,0.6111111111111112,11,"['C0017262', 'C0162327', 'C0162801', 'C0185117', 'C0917793', 'C1294197', 'C1511726', 'C1546437', 'C3245479', 'C3714741', 'C4086963']","RNA sequencing of Formalin-Fixed, Paraffin-Embedded Specimens for Gene Expression Quantification and Data Mining",Comparison of expression data of  2 & 4- months old  CRYAAN101D versus CRYAAWT lenses
GSE73934,GSE87511,0.4166666666666667,0.5882352941176471,10,"['C0004561', 'C0007634', 'C0017262', 'C0023172', 'C0185117', 'C0524983', 'C2911684', 'C3854321', 'C3899739', 'C4699379']",Transcriptome profiling of HEK 293T Dicer -/- cells with or without VP55,Dietary interventions modulate global non-coding RNA expression: a role for microRNA-chromatin-mRNA crosstalk [Chd1KD_mRNA]
GSE49601,GSE84302,0.4166666666666667,0.8333333333333334,5,"['C0162327', 'C0162801', 'C0917793', 'C1294197', 'C4086963']",Leucegene: ALL sequencing,RNA sequencing to identify common targets for GSK3
GSE49642,GSE83841,0.4166666666666667,0.7142857142857143,5,"['C0162327', 'C0162801', 'C0917793', 'C1294197', 'C4086963']",Leucegene: AML sequencing (part 1),Analyses of IL-17-producing CD8 T cells
GSE51984,GSE102788,0.4166666666666667,0.625,5,"['C0001675', 'C0683572', 'C0751606', 'C1706450', 'C4323874']",RNA-Seq analysis of human adult peripheral blood populations,"Adult parotid gland RNA-seq libraries, and embryonic submandibular gland RNA-seq libraries"
GSE52656,GSE83841,0.4166666666666667,0.7142857142857143,5,"['C0162327', 'C0162801', 'C0917793', 'C1294197', 'C4086963']",Leucegene: AML sequencing (part 2),Analyses of IL-17-producing CD8 T cells
GSE62190,GSE83841,0.4166666666666667,0.7142857142857143,5,"['C0162327', 'C0162801', 'C0917793', 'C1294197', 'C4086963']",Leucegene: AML sequencing (part 3),Analyses of IL-17-producing CD8 T cells
GSE66917,GSE83841,0.4166666666666667,0.7142857142857143,5,"['C0162327', 'C0162801', 'C0917793', 'C1294197', 'C4086963']",Leucegene: AML sequencing (part 4),Analyses of IL-17-producing CD8 T cells
GSE77958,GSE78971,0.4137931034482758,0.631578947368421,12,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2936621', 'C2936622', 'C2979882']",Next Generation Sequencing Facilitates Quantitative Analysis of ISL1 Regulated Transcriptomes,Transcriptome of WT mouse embryonic stem cells
GSE77958,GSE78974,0.4137931034482758,0.631578947368421,12,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2936621', 'C2936622', 'C2979882']",Next Generation Sequencing Facilitates Quantitative Analysis of ISL1 Regulated Transcriptomes,Transcriptome of new DGCR8_KO mouse embryonic stem cells generated by paired CRISPR/Cas9 approach
GSE70084,GSE68846,0.4117647058823529,0.6086956521739131,14,"['C0004793', 'C0026661', 'C0035696', 'C0162326', 'C0162327', 'C0162801', 'C0887945', 'C0887955', 'C0917793', 'C1294197', 'C1519249', 'C3853789', 'C3898448', 'C4086963']",RNA sequencing of mechanically strained NHEKs and control NHEKs,RNA sequencing of ILK-deficient hair follicle bulge stem cells
GSE84531,GSE84526,0.4117647058823529,0.7777777777777778,14,"['C0004793', 'C0017262', 'C0017263', 'C0162326', 'C0162327', 'C0185117', 'C0392747', 'C0443172', 'C0679846', 'C1160700', 'C1517486', 'C1519249', 'C3853789', 'C5417695']",RNAseq from disomic and trisomic T cells and monocytes,RNAseq from Dp16 and control mice
GSE62526,GSE33921,0.4117647058823529,0.5833333333333334,7,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486', 'C4086963', 'C4760607']",Gene expression profiling of melanoma cell lines by high throughput sequencing,RNA-Seq from two-cell (2C) stage embryos
GSE72501,GSE36896,0.4117647058823529,0.7,7,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486', 'C4086963', 'C4760607']",Ro60-knockout cells,RNA-Seq from wt and G9A knockout ES cells
GSE85854,GSE94814,0.4117647058823529,0.7777777777777778,7,"['C0752248', 'C1883559', 'C2700323', 'C4086963', 'C4760607', 'C5205215', 'C5444688']",Transcriptome analysis of alternative splicing events in WT and P-KO H9 cells,RNA-seq analysis of WT vs. Reck vascular KO P0 mouse brains
GSE48286,GSE70788,0.4090909090909091,0.6428571428571429,9,"['C0009932', 'C0162327', 'C0162801', 'C0243148', 'C0308718', 'C0728976', 'C1294197', 'C1547100', 'C4086963']",High-throughput sequencing of PROMPT-enriched samples.,"RNA sequencing of Control, ÎCop1Î², ÎCop1Î² and ÎCop1Î² ÎETV1/4/5Î² islets"
GSE80829,GSE75936,0.4090909090909091,0.6923076923076923,9,"['C0017262', 'C0017263', 'C0185117', 'C0752248', 'C1160700', 'C1449575', 'C1517486', 'C4086963', 'C5552813']",Gene expression profiling of melanoma cell lines by RNASeq,Gene expression profiles of Id3lo and Id3hi regulatory T cells
GSE106545,GSE78971,0.4081632653061224,0.9090909090909092,20,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1513372', 'C1546459', 'C1705923', 'C1707455', 'C1883559', 'C2603343', 'C2700323', 'C2930505', 'C2936269', 'C2936621', 'C2936622', 'C2979882', 'C3178810', 'C5205215', 'C5444688']",Next Generation Sequencing Facilitates Quantitative Analysis of Wild Type and AXL-/- astrocytes Transcriptomes,Transcriptome of WT mouse embryonic stem cells
GSE80829,GSE66066,0.4074074074074074,0.8461538461538461,11,"['C0017262', 'C0017263', 'C0185117', 'C0752248', 'C1160700', 'C1327760', 'C1449575', 'C1513400', 'C1517486', 'C4086963', 'C5552813']",Gene expression profiling of melanoma cell lines by RNASeq,mRNA sequencing of the global effect of SET1A on gene expression in mouse ES cells
GSE77958,GSE72129,0.40625,0.6842105263157895,13,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2936621', 'C2936622', 'C2979882', 'C4330825']",Next Generation Sequencing Facilitates Quantitative Analysis of ISL1 Regulated Transcriptomes,Next Generation Sequencing Facilitates Quantitative Analysis of Sensory Neurons Transcriptomes in response to Trophic Withdrawal
GSE71095,GSE99771,0.4019607843137255,0.640625,41,"['C0004793', 'C0017262', 'C0017263', 'C0017272', 'C0023621', 'C0023622', 'C0023625', 'C0034754', 'C0035668', 'C0162326', 'C0162327', 'C0185117', 'C0205166', 'C0205250', 'C0205266', 'C0205307', 'C0205409', 'C0221097', 'C0750927', 'C0752248', 'C0872147', 'C0872403', 'C1160700', 'C1419388', 'C1444754', 'C1517486', 'C1519249', 'C1548221', 'C1550457', 'C1550469', 'C1551394', 'C1553386', 'C1706316', 'C1764827', 'C1882531', 'C1947912', 'C3853789', 'C3858762', 'C3858781', 'C4706387', 'C5575825']","Transcriptomics analysis of gene expression in normal and YTHDC1, SRSF1, SRSF3, SRSF7, SRSF9 or SRSF10 deficient human HeLa cells",Transcriptome analysis of gene expression and single-nucleotide-resolution m6A sites in normal and mettl3 cKO testis samples (RNA-Seq)
GSE71261,GSE78971,0.4,0.6,12,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2936621', 'C2936622', 'C2979882']",Next Generation Sequencing Facilitates Quantitative Analysis of PBX3 Regulated Transcriptomes,Transcriptome of WT mouse embryonic stem cells
GSE71261,GSE78974,0.4,0.6,12,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2936621', 'C2936622', 'C2979882']",Next Generation Sequencing Facilitates Quantitative Analysis of PBX3 Regulated Transcriptomes,Transcriptome of new DGCR8_KO mouse embryonic stem cells generated by paired CRISPR/Cas9 approach
GSE53356,GSE57959,0.4,0.625,10,"['C0017262', 'C0185117', 'C1511726', 'C1546437', 'C1707455', 'C2911684', 'C3245479', 'C3714741', 'C3854321', 'C4699379']",Expression data from PD32 and PD88 IMR90,Comparison of expression data of  2 & 4- months old  CRYAAN101D versus CRYAAWT lenses
GSE62526,GSE67291,0.4,0.8333333333333334,10,"['C0017262', 'C0017263', 'C0185117', 'C0752248', 'C1160700', 'C1327760', 'C1449575', 'C1513400', 'C1517486', 'C5552813']",Gene expression profiling of melanoma cell lines by high throughput sequencing,H3K4me2 and gene expression profiling in control and KMT2D KD murine B220 cells
GSE104280,GSE95141,0.4,1.0,2,"['C0162327', 'C4086963']",RNA-sequencing,RNA sequencing of striatum tissue from naive Csnk1e knockout mice and wild-type mice
GSE84930,GSE84794,0.4,0.6666666666666666,2,"['C4086963', 'C4760607']",RNA-Seq of retinal tissue from a Human Eye,Characterization of hundreds of regulatory landscapes in developing limbs reveals two regimes of chromatin folding [RNA-seq]
GSE89008,GSE98527,0.3974358974358974,0.7948717948717948,31,"['C0009450', 'C0016627', 'C0029341', 'C0029347', 'C0029348', 'C0038239', 'C0205339', 'C0332161', 'C0580264', 'C0580267', 'C0599946', 'C0871261', 'C0948075', 'C0949936', 'C1613950', 'C1615053', 'C1615607', 'C1704632', 'C1706817', 'C1879753', 'C2076600', 'C2242472', 'C2911692', 'C3714514', 'C4316910', 'C4327510', 'C4527431', 'C5205215', 'C5205297', 'C5447528', 'C5555096']","Human tracheobronchial epithelial (HTBE) cell transcriptome response to infection with H1N1, H3N2, and H5N1 influenza virus.","Mouse lung transcriptome response to infection with H1N1, H3N2, and H5N1 influenza virus."
GSE71972,GSE79739,0.3953488372093023,0.68,17,"['C0015259', 'C0015260', 'C0180776', 'C0242692', 'C0452240', 'C0752248', 'C0871261', 'C1522704', 'C1546780', 'C1550659', 'C1704336', 'C1704632', 'C1706817', 'C2911692', 'C3178810', 'C3844738', 'C4242602']",Histamine footprint on the human exercise transcriptome,Enhancer and transcriptomic changes in skeletal muscles in response to physical exercise
GSE81144,GSE75453,0.3947368421052631,0.6818181818181818,15,"['C0017262', 'C0017263', 'C0162327', 'C0162801', 'C0185117', 'C0221106', 'C0442805', 'C1160700', 'C1294197', 'C1517486', 'C2911684', 'C3854321', 'C4086963', 'C4699379', 'C5236002']",Gene expression in BRAFV600E thyrocyte,RNA-Seq to compare gene expression to MIRTA tiling arrays
GSE71261,GSE72129,0.3939393939393939,0.65,13,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2936621', 'C2936622', 'C2979882', 'C4330825']",Next Generation Sequencing Facilitates Quantitative Analysis of PBX3 Regulated Transcriptomes,Next Generation Sequencing Facilitates Quantitative Analysis of Sensory Neurons Transcriptomes in response to Trophic Withdrawal
GSE87581,GSE75936,0.3928571428571428,0.6111111111111112,11,"['C0017262', 'C0017263', 'C0185117', 'C0752248', 'C1160700', 'C1449575', 'C1517486', 'C1956267', 'C4055498', 'C4086963', 'C5552813']",RNA-seq in endometrial stromal tumors,Gene expression profiles of Id3lo and Id3hi regulatory T cells
GSE92592,GSE79487,0.391304347826087,0.5625,9,"['C0009932', 'C0162327', 'C0162801', 'C0243148', 'C0308718', 'C0728976', 'C1294197', 'C1547100', 'C4086963']",mRNA Sequencing of Ideopathic Pulmonary Fibrosis (IPF) and Control Samples from the Lung Tissue Research Consortium (LTRC),RNA sequencing of E11.5 Control and Prmt5cKO forelimbs
GSE79842,GSE84526,0.3888888888888889,0.7,14,"['C0004793', 'C0017262', 'C0017263', 'C0162326', 'C0162327', 'C0185117', 'C0392747', 'C0443172', 'C0679846', 'C1160700', 'C1517486', 'C1519249', 'C3853789', 'C5417695']",RNAseq from disomic and trisomic fibroblasts and lymphoblastoids,RNAseq from Dp16 and control mice
GSE34740,GSE86083,0.3888888888888889,0.5833333333333334,7,"['C0017262', 'C0185117', 'C2911684', 'C3854321', 'C4086963', 'C4699379', 'C4760607']",K562 polyA RNA-Seq,Polycomb-mediated axial patterning requires nucleosome compaction [RNA-seq]
GSE72501,GSE33922,0.3888888888888889,0.7,7,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486', 'C4086963', 'C4760607']",Ro60-knockout cells,RNA-Seq from wt oocytes
GSE80829,GSE33921,0.3888888888888889,0.5833333333333334,7,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486', 'C4086963', 'C4760607']",Gene expression profiling of melanoma cell lines by RNASeq,RNA-Seq from two-cell (2C) stage embryos
GSE72502,GSE65177,0.3846153846153846,0.625,10,"['C0205409', 'C0750927', 'C0752248', 'C1449575', 'C1548221', 'C1764827', 'C1956267', 'C4055498', 'C4706387', 'C5552813']",Healthy donor PBMC RNA-seq with or without interferon-alpha stimulation,RNAseq comparison of gene expression profiles in ScxGFP positive cells and ScxGFP negative cells from E13.5 forelimb samples
GSE80829,GSE67291,0.3846153846153846,0.7692307692307693,10,"['C0017262', 'C0017263', 'C0185117', 'C0752248', 'C1160700', 'C1327760', 'C1449575', 'C1513400', 'C1517486', 'C5552813']",Gene expression profiling of melanoma cell lines by RNASeq,H3K4me2 and gene expression profiling in control and KMT2D KD murine B220 cells
GSE85910,GSE75936,0.3846153846153846,0.5555555555555556,10,"['C0017262', 'C0017263', 'C0185117', 'C0752248', 'C1160700', 'C1449575', 'C1517486', 'C1956267', 'C4055498', 'C5552813']",Gene expression profile of TGFbeta treated human coronary smooth muscle cell (HCASM),Gene expression profiles of Id3lo and Id3hi regulatory T cells
GSE87581,GSE77476,0.3846153846153846,0.6666666666666666,10,"['C0002778', 'C0017262', 'C0017263', 'C0185117', 'C0872262', 'C0920317', 'C0936012', 'C1160700', 'C1517486', 'C1524024']",RNA-seq in endometrial stromal tumors,Genome-wide analysis of gene expression of IWR1/Y27632-maintained epiblast stem cells (EpiSCs)
GSE104522,GSE93374,0.3846153846153846,0.625,5,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486']",Discovery of pan-Histone Acetyltransferase Inhibitors with Potent Antitumor Activity in vivo,A Molecular Census of Arcuate Hypothalamus and Median Eminence Cell Types
GSE59819,GSE95141,0.3846153846153846,1.0,5,"['C0162327', 'C0162801', 'C0917793', 'C1294197', 'C4086963']",Ribosome profiling and RNA sequencing of U2OS cells overexpressing myc,RNA sequencing of striatum tissue from naive Csnk1e knockout mice and wild-type mice
GSE66879,GSE95141,0.3846153846153846,1.0,5,"['C0162327', 'C0162801', 'C0917793', 'C1294197', 'C4086963']",RNA sequencing of SETD2 isogenic renal cell carcinoma cell lines,RNA sequencing of striatum tissue from naive Csnk1e knockout mice and wild-type mice
GSE72501,GSE93374,0.3846153846153846,0.625,5,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486']",Ro60-knockout cells,A Molecular Census of Arcuate Hypothalamus and Median Eminence Cell Types
GSE84359,GSE84357,0.3823529411764705,0.5909090909090909,13,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1428272', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2979882', 'C4086963', 'C4760607']",RNA-seq of primary patient AML samples,RNA-seq of Asxl2 KO LSK cells
GSE41009,GSE36799,0.3805309734513274,0.9148936170212766,43,"['C0007634', 'C0008111', 'C0012854', 'C0017262', 'C0027361', 'C0037783', 'C0040649', 'C0079399', 'C0086582', 'C0162493', 'C0205396', 'C0237401', 'C0370079', 'C0449475', 'C0552545', 'C0567416', 'C0596508', 'C0887909', 'C1158770', 'C1158817', 'C1158830', 'C1171346', 'C1171362', 'C1333224', 'C1512140', 'C1512977', 'C1515670', 'C1548151', 'C1550043', 'C1705920', 'C1849394', 'C1947950', 'C2982391', 'C3245468', 'C3494264', 'C4042879', 'C4321505', 'C4521304', 'C4521469', 'C5236074', 'C5237010', 'C5380143', 'C5444885']",Divergent transcription of lncRNA/mRNA gene pairs in embryonic stem cells,Long non-coding RNAs from divergent transcription of protein-coding genes
GSE105783,GSE84357,0.3793103448275862,0.7333333333333333,11,"['C0008972', 'C0017262', 'C0018017', 'C0557651', 'C0947630', 'C1171362', 'C1515670', 'C1705923', 'C2603343', 'C5237010', 'C5444885']",Transcriptional change of HTR8/Svneo cells over expressed with PLAC8-EGFP,RNA-seq of Asxl2 KO LSK cells
GSE120890,GSE89712,0.3793103448275862,0.5789473684210527,11,"['C0017262', 'C0017337', 'C0079429', 'C0185117', 'C0205615', 'C0443199', 'C0752248', 'C1417679', 'C1549478', 'C1705242', 'C4554467']",Differential expression of genes in AD169-infected MRC5.,Differential gene expressions in the hypertensive heart using Angiotensin II infusion model
GSE42212,GSE78973,0.3793103448275862,0.6470588235294118,11,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1546459', 'C1705923', 'C1707455', 'C2603343', 'C2930505', 'C2979882', 'C3178810']",Quantitative analysis of proliferative and Ras-induced senescent human primary fibroblasts transcriptomes,Transcriptome of new Dicer_KO mouse embryonic stem cells generated by paired CRISPR/Cas9 approach
GSE65446,GSE64391,0.3783783783783784,0.6086956521739131,14,"['C0007193', 'C0106701', 'C0878544', 'C1449563', 'C1826623', 'C1883559', 'C2936621', 'C2936622', 'C4330825', 'C4331207', 'C4527431', 'C5444688', 'C5555096', 'C5679590']",Next Generation Sequencing Facilitates Quantitative Analysis of Wild Type and cardiac-specific Bmi1 deletion [human],Next Generation Sequencing Facilitates Quantitative Analysis of Wild Type and cardiac-specific Bmi1 deletion [mouse]
