human_gse,mouse_gse,jaccard,containment,overlap_count,shared_cuis,human_title,mouse_title
GSE103687,GSE103725,0.970873786407767,0.9900990099009901,100,"['C0001792', 'C0002976', 'C0015609', 'C0017262', 'C0019409', 'C0025202', 'C0025361', 'C0025914', 'C0025929', 'C0026809', 'C0039484', 'C0039798', 'C0041904', 'C0086418', 'C0087111', 'C0162415', 'C0185117', 'C0205179', 'C0205195', 'C0206735', 'C0237834', 'C0242960', 'C0302600', 'C0332161', 'C0333348', 'C0349538', 'C0392747', 'C0442043', 'C0443172', 'C0543478', 'C0591833', 'C0599946', 'C0679846', 'C0683598', 'C0752248', 'C0796561', 'C0805525', 'C0877373', 'C0924206', 'C0935456', 'C0965743', 'C1257776', 'C1257975', 'C1264633', 'C1279919', 'C1279941', 'C1302746', 'C1326956', 'C1334699', 'C1367482', 'C1413131', 'C1417166', 'C1425745', 'C1442099', 'C1513143', 'C1514544', 'C1514562', 'C1514892', 'C1515926', 'C1516448', 'C1516710', 'C1517945', 'C1521726', 'C1521970', 'C1522326', 'C1533734', 'C1554103', 'C1609982', 'C1705169', 'C1705357', 'C1705358', 'C1706388', 'C1879753', 'C1947911', 'C1999216', 'C2249734', 'C2346469', 'C2348519', 'C2362314', 'C2911684', 'C2936194', 'C2936263', 'C3178810', 'C3178844', 'C3179204', 'C3811910', 'C3826426', 'C3830361', 'C3838813', 'C3854321', 'C3894549', 'C4235501', 'C4318409', 'C4521853', 'C4699379', 'C4723835', 'C4727081', 'C5202624', 'C5202892', 'C5575501']",Expression changes in melanoma cell lines under BRAFi treatment timepoints [RNA-Seq.CellLine.batch4],Expression changes in Melanomas pre MAPKi treatment vs. on MAPKi treatment [Y1.7.FPKM.batch1.2]
GSE103688,GSE103725,0.970873786407767,0.9900990099009901,100,"['C0001792', 'C0002976', 'C0015609', 'C0017262', 'C0019409', 'C0025202', 'C0025361', 'C0025914', 'C0025929', 'C0026809', 'C0039484', 'C0039798', 'C0041904', 'C0086418', 'C0087111', 'C0162415', 'C0185117', 'C0205179', 'C0205195', 'C0206735', 'C0237834', 'C0242960', 'C0302600', 'C0332161', 'C0333348', 'C0349538', 'C0392747', 'C0442043', 'C0443172', 'C0543478', 'C0591833', 'C0599946', 'C0679846', 'C0683598', 'C0752248', 'C0796561', 'C0805525', 'C0877373', 'C0924206', 'C0935456', 'C0965743', 'C1257776', 'C1257975', 'C1264633', 'C1279919', 'C1279941', 'C1302746', 'C1326956', 'C1334699', 'C1367482', 'C1413131', 'C1417166', 'C1425745', 'C1442099', 'C1513143', 'C1514544', 'C1514562', 'C1514892', 'C1515926', 'C1516448', 'C1516710', 'C1517945', 'C1521726', 'C1521970', 'C1522326', 'C1533734', 'C1554103', 'C1609982', 'C1705169', 'C1705357', 'C1705358', 'C1706388', 'C1879753', 'C1947911', 'C1999216', 'C2249734', 'C2346469', 'C2348519', 'C2362314', 'C2911684', 'C2936194', 'C2936263', 'C3178810', 'C3178844', 'C3179204', 'C3811910', 'C3826426', 'C3830361', 'C3838813', 'C3854321', 'C3894549', 'C4235501', 'C4318409', 'C4521853', 'C4699379', 'C4723835', 'C4727081', 'C5202624', 'C5202892', 'C5575501']",Expression changes in melanoma cell lines under BRAFi treatment timepoints [RNA-Seq.CellLine.batch3],Expression changes in Melanomas pre MAPKi treatment vs. on MAPKi treatment [Y1.7.FPKM.batch1.2]
GSE40174,GSE40171,0.9624060150375939,1.0,128,"['C0004561', 'C0005767', 'C0005768', 'C0006826', 'C0007634', 'C0016055', 'C0017262', 'C0021467', 'C0021469', 'C0023172', 'C0026336', 'C0026339', 'C0027625', 'C0027627', 'C0029433', 'C0030274', 'C0030292', 'C0030297', 'C0036525', 'C0037083', 'C0040038', 'C0041904', 'C0053932', 'C0083867', 'C0086418', 'C0123987', 'C0153690', 'C0162327', 'C0162801', 'C0164801', 'C0183516', 'C0185117', 'C0205108', 'C0205217', 'C0205221', 'C0205227', 'C0206333', 'C0220781', 'C0229664', 'C0235974', 'C0279266', 'C0309311', 'C0309872', 'C0332281', 'C0346647', 'C0346976', 'C0439064', 'C0439634', 'C0442799', 'C0442805', 'C0445092', 'C0524983', 'C0527443', 'C0528559', 'C0543419', 'C0751623', 'C0812231', 'C0868928', 'C0872097', 'C0917793', 'C0935996', 'C0936223', 'C0998265', 'C1154415', 'C1157689', 'C1257867', 'C1260953', 'C1280500', 'C1294197', 'C1300203', 'C1301751', 'C1306459', 'C1326956', 'C1334477', 'C1335962', 'C1337011', 'C1367472', 'C1368999', 'C1416962', 'C1435846', 'C1445578', 'C1449582', 'C1511124', 'C1511229', 'C1513183', 'C1513372', 'C1513380', 'C1515655', 'C1522484', 'C1522492', 'C1533148', 'C1547140', 'C1570610', 'C1621636', 'C1628982', 'C1706057', 'C1706331', 'C1707520', 'C2249734', 'C2348382', 'C2707253', 'C2911684', 'C2936269', 'C2939419', 'C3161035', 'C3463820', 'C3537152', 'C3714583', 'C3853906', 'C3854321', 'C3894549', 'C3899739', 'C4086963', 'C4235501', 'C4255448', 'C4305467', 'C4329101', 'C4520964', 'C4522154', 'C4699379', 'C4745169', 'C5205532', 'C5239219', 'C5392160', 'C5401020', 'C5420369', 'C5552874', 'C5552875']",RNA sequencing of circulating tumour cells implicates WNT signaling in pancreatic cancer metastasis (human data),RNA sequencing of circulating tumour cells implicates WNT signaling in pancreatic cancer metastasis (mouse data)
GSE103658,GSE103713,0.9615384615384616,0.9900990099009901,100,"['C0001792', 'C0002976', 'C0015609', 'C0017262', 'C0019409', 'C0025202', 'C0025361', 'C0025914', 'C0025929', 'C0026809', 'C0039484', 'C0039798', 'C0041904', 'C0086418', 'C0087111', 'C0162415', 'C0185117', 'C0205179', 'C0205195', 'C0206735', 'C0237834', 'C0242960', 'C0302600', 'C0332161', 'C0333348', 'C0349538', 'C0392747', 'C0442043', 'C0443172', 'C0543478', 'C0591833', 'C0599946', 'C0679846', 'C0683598', 'C0752248', 'C0796561', 'C0805525', 'C0877373', 'C0924206', 'C0935456', 'C0965743', 'C1257776', 'C1257975', 'C1264633', 'C1279919', 'C1279941', 'C1302746', 'C1326956', 'C1334699', 'C1367482', 'C1413131', 'C1417166', 'C1425745', 'C1442099', 'C1513143', 'C1514544', 'C1514562', 'C1514892', 'C1515926', 'C1516448', 'C1516710', 'C1517945', 'C1521726', 'C1521970', 'C1522326', 'C1533734', 'C1554103', 'C1609982', 'C1705169', 'C1705357', 'C1705358', 'C1706388', 'C1879753', 'C1947911', 'C1999216', 'C2249734', 'C2346469', 'C2348519', 'C2362314', 'C2911684', 'C2936194', 'C2936263', 'C3178810', 'C3178844', 'C3179204', 'C3811910', 'C3826426', 'C3830361', 'C3838813', 'C3854321', 'C3894549', 'C4235501', 'C4318409', 'C4521853', 'C4699379', 'C4723835', 'C4727081', 'C5202624', 'C5202892', 'C5575501']",Expression changes in Melanomas pre MAPKi treatment vs. on MAPKi treatment (RNA-seq_Patient.batch3),Expression changes in YUMM1.7 melanoma with/without PD-L2 overexpression under BRAFi treatment in NSG mice [Y1.7.FPKM.batch4]
GSE72379,GSE85627,0.9607843137254902,1.0,49,"['C0008546', 'C0008922', 'C0010813', 'C0017262', 'C0025914', 'C0025929', 'C0026809', 'C0029047', 'C0086418', 'C0185117', 'C0449774', 'C0591833', 'C0596311', 'C0600401', 'C0870781', 'C1145667', 'C1148674', 'C1158770', 'C1158800', 'C1167622', 'C1317909', 'C1323350', 'C1325550', 'C1327302', 'C1331371', 'C1336788', 'C1414197', 'C1446949', 'C1455722', 'C1514925', 'C1515877', 'C1538256', 'C1710463', 'C1849394', 'C1879547', 'C2610645', 'C2911684', 'C3470535', 'C3853838', 'C3854321', 'C3887511', 'C3890878', 'C4318409', 'C4553518', 'C4699379', 'C5203057', 'C5203058', 'C5203059', 'C5203061']",Conserved roles for murine mDUX and human DUX4 in activating cleavage stage genes and MERVL/HERVL retrotransposons [RNA-Seq],Conserved roles for murine mDUX and human DUX4 in activating cleavage stage genes and MERVL/HERVL retrotransposons [RNA-Seq Mouse]
GSE95516,GSE95519,0.9607843137254902,1.0,49,"['C0008546', 'C0008922', 'C0010813', 'C0017262', 'C0025914', 'C0025929', 'C0026809', 'C0029047', 'C0086418', 'C0185117', 'C0449774', 'C0591833', 'C0596311', 'C0600401', 'C0870781', 'C1145667', 'C1148674', 'C1158770', 'C1158800', 'C1167622', 'C1317909', 'C1323350', 'C1325550', 'C1327302', 'C1331371', 'C1336788', 'C1414197', 'C1446949', 'C1455722', 'C1514925', 'C1515877', 'C1538256', 'C1710463', 'C1849394', 'C1879547', 'C2610645', 'C2911684', 'C3470535', 'C3853838', 'C3854321', 'C3887511', 'C3890878', 'C4318409', 'C4553518', 'C4699379', 'C5203057', 'C5203058', 'C5203059', 'C5203061']",Conserved roles for murine mDUX and human DUX4 in activating cleavage stage genes and MERVL/HERVL retrotransposons [RNA-Seq Human],Conserved roles for murine mDUX and human DUX4 in activating cleavage stage genes and MERVL/HERVL retrotransposons [RNA-Seq Mouse siRNA]
GSE103630,GSE103712,0.9603960396039604,0.9897959183673469,97,"['C0001792', 'C0002976', 'C0015609', 'C0017262', 'C0019409', 'C0025202', 'C0025361', 'C0025914', 'C0025929', 'C0026809', 'C0039484', 'C0039798', 'C0041904', 'C0086418', 'C0087111', 'C0162415', 'C0185117', 'C0205179', 'C0205195', 'C0206735', 'C0237834', 'C0242960', 'C0302600', 'C0332161', 'C0333348', 'C0349538', 'C0442043', 'C0543478', 'C0591833', 'C0599946', 'C0683598', 'C0752248', 'C0796561', 'C0805525', 'C0877373', 'C0924206', 'C0935456', 'C0965743', 'C1257776', 'C1257975', 'C1264633', 'C1279919', 'C1279941', 'C1302746', 'C1326956', 'C1334699', 'C1367482', 'C1413131', 'C1417166', 'C1425745', 'C1442099', 'C1513143', 'C1514544', 'C1514562', 'C1514892', 'C1515926', 'C1516448', 'C1516710', 'C1517945', 'C1521726', 'C1521970', 'C1522326', 'C1533734', 'C1554103', 'C1609982', 'C1705169', 'C1705357', 'C1705358', 'C1706388', 'C1879753', 'C1947911', 'C1999216', 'C2249734', 'C2346469', 'C2348519', 'C2362314', 'C2911684', 'C2936194', 'C2936263', 'C3178810', 'C3178844', 'C3179204', 'C3811910', 'C3826426', 'C3830361', 'C3838813', 'C3854321', 'C3894549', 'C4235501', 'C4318409', 'C4521853', 'C4699379', 'C4723835', 'C4727081', 'C5202624', 'C5202892', 'C5575501']",Expression changes in melanoma cell lines pre MAPKi treatment vs. post-MAPKi resistance (RNA-seq_CellLine.batch2),Expression changes in CD45neg subpopulation of YUMM1.7 melanoma pre MAPKi treatment vs. on MAPKi treatment [Y1.7.FPKM.batch3]
GSE103687,GSE103713,0.9523809523809523,0.9803921568627451,100,"['C0001792', 'C0002976', 'C0015609', 'C0017262', 'C0019409', 'C0025202', 'C0025361', 'C0025914', 'C0025929', 'C0026809', 'C0039484', 'C0039798', 'C0041904', 'C0086418', 'C0087111', 'C0162415', 'C0185117', 'C0205179', 'C0205195', 'C0206735', 'C0237834', 'C0242960', 'C0302600', 'C0332161', 'C0333348', 'C0349538', 'C0392747', 'C0442043', 'C0443172', 'C0543478', 'C0591833', 'C0599946', 'C0679846', 'C0683598', 'C0752248', 'C0796561', 'C0805525', 'C0877373', 'C0924206', 'C0935456', 'C0965743', 'C1257776', 'C1257975', 'C1264633', 'C1279919', 'C1279941', 'C1302746', 'C1326956', 'C1334699', 'C1367482', 'C1413131', 'C1417166', 'C1425745', 'C1442099', 'C1513143', 'C1514544', 'C1514562', 'C1514892', 'C1515926', 'C1516448', 'C1516710', 'C1517945', 'C1521726', 'C1521970', 'C1522326', 'C1533734', 'C1554103', 'C1609982', 'C1705169', 'C1705357', 'C1705358', 'C1706388', 'C1879753', 'C1947911', 'C1999216', 'C2249734', 'C2346469', 'C2348519', 'C2362314', 'C2911684', 'C2936194', 'C2936263', 'C3178810', 'C3178844', 'C3179204', 'C3811910', 'C3826426', 'C3830361', 'C3838813', 'C3854321', 'C3894549', 'C4235501', 'C4318409', 'C4521853', 'C4699379', 'C4723835', 'C4727081', 'C5202624', 'C5202892', 'C5575501']",Expression changes in melanoma cell lines under BRAFi treatment timepoints [RNA-Seq.CellLine.batch4],Expression changes in YUMM1.7 melanoma with/without PD-L2 overexpression under BRAFi treatment in NSG mice [Y1.7.FPKM.batch4]
GSE103688,GSE103713,0.9523809523809523,0.9803921568627451,100,"['C0001792', 'C0002976', 'C0015609', 'C0017262', 'C0019409', 'C0025202', 'C0025361', 'C0025914', 'C0025929', 'C0026809', 'C0039484', 'C0039798', 'C0041904', 'C0086418', 'C0087111', 'C0162415', 'C0185117', 'C0205179', 'C0205195', 'C0206735', 'C0237834', 'C0242960', 'C0302600', 'C0332161', 'C0333348', 'C0349538', 'C0392747', 'C0442043', 'C0443172', 'C0543478', 'C0591833', 'C0599946', 'C0679846', 'C0683598', 'C0752248', 'C0796561', 'C0805525', 'C0877373', 'C0924206', 'C0935456', 'C0965743', 'C1257776', 'C1257975', 'C1264633', 'C1279919', 'C1279941', 'C1302746', 'C1326956', 'C1334699', 'C1367482', 'C1413131', 'C1417166', 'C1425745', 'C1442099', 'C1513143', 'C1514544', 'C1514562', 'C1514892', 'C1515926', 'C1516448', 'C1516710', 'C1517945', 'C1521726', 'C1521970', 'C1522326', 'C1533734', 'C1554103', 'C1609982', 'C1705169', 'C1705357', 'C1705358', 'C1706388', 'C1879753', 'C1947911', 'C1999216', 'C2249734', 'C2346469', 'C2348519', 'C2362314', 'C2911684', 'C2936194', 'C2936263', 'C3178810', 'C3178844', 'C3179204', 'C3811910', 'C3826426', 'C3830361', 'C3838813', 'C3854321', 'C3894549', 'C4235501', 'C4318409', 'C4521853', 'C4699379', 'C4723835', 'C4727081', 'C5202624', 'C5202892', 'C5575501']",Expression changes in melanoma cell lines under BRAFi treatment timepoints [RNA-Seq.CellLine.batch3],Expression changes in YUMM1.7 melanoma with/without PD-L2 overexpression under BRAFi treatment in NSG mice [Y1.7.FPKM.batch4]
GSE103658,GSE103712,0.9509803921568627,0.9897959183673469,97,"['C0001792', 'C0002976', 'C0015609', 'C0017262', 'C0019409', 'C0025202', 'C0025361', 'C0025914', 'C0025929', 'C0026809', 'C0039484', 'C0039798', 'C0041904', 'C0086418', 'C0087111', 'C0162415', 'C0185117', 'C0205179', 'C0205195', 'C0206735', 'C0237834', 'C0242960', 'C0302600', 'C0332161', 'C0333348', 'C0349538', 'C0442043', 'C0543478', 'C0591833', 'C0599946', 'C0683598', 'C0752248', 'C0796561', 'C0805525', 'C0877373', 'C0924206', 'C0935456', 'C0965743', 'C1257776', 'C1257975', 'C1264633', 'C1279919', 'C1279941', 'C1302746', 'C1326956', 'C1334699', 'C1367482', 'C1413131', 'C1417166', 'C1425745', 'C1442099', 'C1513143', 'C1514544', 'C1514562', 'C1514892', 'C1515926', 'C1516448', 'C1516710', 'C1517945', 'C1521726', 'C1521970', 'C1522326', 'C1533734', 'C1554103', 'C1609982', 'C1705169', 'C1705357', 'C1705358', 'C1706388', 'C1879753', 'C1947911', 'C1999216', 'C2249734', 'C2346469', 'C2348519', 'C2362314', 'C2911684', 'C2936194', 'C2936263', 'C3178810', 'C3178844', 'C3179204', 'C3811910', 'C3826426', 'C3830361', 'C3838813', 'C3854321', 'C3894549', 'C4235501', 'C4318409', 'C4521853', 'C4699379', 'C4723835', 'C4727081', 'C5202624', 'C5202892', 'C5575501']",Expression changes in Melanomas pre MAPKi treatment vs. on MAPKi treatment (RNA-seq_Patient.batch3),Expression changes in CD45neg subpopulation of YUMM1.7 melanoma pre MAPKi treatment vs. on MAPKi treatment [Y1.7.FPKM.batch3]
