gse_1,gse_2,jaccard,containment,overlap_count,shared_cuis,title_1,title_2,comparison
GSE67174,GSE97690,0.238095238095238,0.3846153846153846,5,"['C0020792', 'C0205396', 'C1707660', 'C2986383', 'C4053868']",Proteogenomics-based identification of the repertoire of human MHC class I-associated peptides,Identification of Pax7 target genes in muscle progenitor cells from young mice,human_mouse
GSE68872,GSE70235,0.238095238095238,0.5,5,"['C0002778', 'C0872262', 'C0920317', 'C0936012', 'C1524024']",RNA-Seq analysis of Head and Neck Squamous cell carcinoma cell-lines,Using single-cell RNA-Seq for unbiased analysis of developmental hierarchies (Bulk RNA-Seq),human_mouse
GSE68872,GSE76840,0.238095238095238,0.5,5,"['C0002778', 'C0872262', 'C0920317', 'C0936012', 'C1524024']",RNA-Seq analysis of Head and Neck Squamous cell carcinoma cell-lines,MSI2 is required for maintaining activated myelodysplastic syndrome stem cells,human_mouse
GSE72055,GSE84302,0.238095238095238,0.8333333333333334,5,"['C0162327', 'C0162801', 'C0917793', 'C1294197', 'C4086963']",Human telomerase RNA processing and quality control,RNA sequencing to identify common targets for GSK3,human_mouse
GSE72501,GSE106663,0.238095238095238,0.5,5,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486']",Ro60-knockout cells,The BLUEPRINT Murine Lymphocyte Epigenome Reference Resource [scRNA-Seq],human_mouse
GSE72501,GSE54984,0.238095238095238,0.5,5,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486']",Ro60-knockout cells,Probing Brachyury Function during ES cell differentiaiton,human_mouse
GSE72501,GSE83218,0.238095238095238,0.5,5,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486']",Ro60-knockout cells,Identification of Sin3B regulated genes in HSCs,human_mouse
GSE74345,GSE54561,0.238095238095238,0.5,5,"['C4527431', 'C5205215', 'C5205297', 'C5447528', 'C5555096']",RNAseq analysis of genes regulated by GDE2 in neuronal cells,Transcriptome analysis of Th2 CD4+ T cells differentiated from wild-type and NLRP3KO mice,human_mouse
GSE74345,GSE99166,0.238095238095238,0.5,5,"['C4527431', 'C5205215', 'C5205297', 'C5447528', 'C5555096']",RNAseq analysis of genes regulated by GDE2 in neuronal cells,Transcriptome analysis of CD4+ T cells differentiated from wild-type and CD4cre IRF8flox mice,human_mouse
GSE76801,GSE36896,0.238095238095238,0.4166666666666667,5,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486']",SNHG5 siRNA  knock down in HCT116 cells,RNA-Seq from wt and G9A knockout ES cells,human_mouse
GSE76883,GSE87758,0.238095238095238,0.4166666666666667,5,"['C0017262', 'C0185117', 'C2911684', 'C3854321', 'C4699379']",Vitamin D/Vitamin D Receptor (VDR) Axis Regulates LMNA gene expression [RNA-Seq],Intersectionally labeled Drd2-Pet1 single-neuron RNA-seq,human_mouse
GSE76980,GSE79633,0.238095238095238,0.5,5,"['C0001688', 'C0543419', 'C0879626', 'C1280500', 'C4277541']",iPSC RNA-seq upon CRISPRn or CRISPRi manipulation,Transcriptome of GFP-ZFP36L1 expressing and WT FO B cells,human_mouse
GSE80397,GSE87299,0.238095238095238,0.5555555555555556,5,"['C0392747', 'C0443172', 'C0679846', 'C0752248', 'C3178810']",Global transcriptome analysis in the MYCN-amplified neuroblastoma cell line IMR5-75 upon inducible MYCN-knockdown,Transcriptome changes in mouse livers upon Bmal1 or Nr1d1 knock out and interactome of lnc-Crot by 4C-seq,human_mouse
GSE84013,GSE102788,0.238095238095238,0.5555555555555556,5,"['C0001675', 'C0683572', 'C0751606', 'C1706450', 'C4323874']",Reprogrammed neurons from adult dermal fibroblasts of patients with Huntington's disease,"Adult parotid gland RNA-seq libraries, and embryonic submandibular gland RNA-seq libraries",human_mouse
GSE84023,GSE84302,0.238095238095238,0.8333333333333334,5,"['C0162327', 'C0162801', 'C0917793', 'C1294197', 'C4086963']",RNA sequencing of patient derived cell lines in pancreatic cancer,RNA sequencing to identify common targets for GSK3,human_mouse
GSE85910,GSE93374,0.238095238095238,0.625,5,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486']",Gene expression profile of TGFbeta treated human coronary smooth muscle cell (HCASM),A Molecular Census of Arcuate Hypothalamus and Median Eminence Cell Types,human_mouse
GSE85935,GSE64526,0.238095238095238,0.7142857142857143,5,"['C0025914', 'C0025929', 'C0026809', 'C1331371', 'C1455722']",Mouse Dux is myotoxic and shares partial functional homology with its human paralog DUX4,RNA-SEQ profiling of mouse whole midbrain and dopaminergic neurons from the mouse mid-brain,human_mouse
GSE87456,GSE100106,0.238095238095238,0.4166666666666667,5,"['C0205409', 'C0750927', 'C1548221', 'C1764827', 'C4706387']",Hypoxic transcriptome of SQ20B human head and neck cancer cells,10X Genomics scRNA sequence Lacrimal Data set,human_mouse
GSE88741,GSE93374,0.238095238095238,0.625,5,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486']",Gene expression changes in human melanoma cell lines compared to primary melanocytes,A Molecular Census of Arcuate Hypothalamus and Median Eminence Cell Types,human_mouse
GSE89872,GSE70788,0.238095238095238,0.5555555555555556,5,"['C0162327', 'C0162801', 'C0917793', 'C1294197', 'C4086963']",A cost-effective RNA sequencing protocol for large-scale gene expression studies,"RNA sequencing of Control, ÎCop1Î², ÎCop1Î² and ÎCop1Î² ÎETV1/4/5Î² islets",human_mouse
GSE93620,GSE72293,0.238095238095238,0.625,5,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486']",Gene expression in HT-29-MTX intestinal epithelial cells treated with Ancylostoma ceylanicum hookworm larvae,Gene expression in the developing murine utricle,human_mouse
GSE93620,GSE75936,0.238095238095238,0.625,5,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1517486']",Gene expression in HT-29-MTX intestinal epithelial cells treated with Ancylostoma ceylanicum hookworm larvae,Gene expression profiles of Id3lo and Id3hi regulatory T cells,human_mouse
GSE94947,GSE100222,0.238095238095238,0.5,5,"['C0004083', 'C0439849', 'C0596306', 'C0699792', 'C1704770']",RNA-seq of HDAC2-disrupted 293FT cells by CRISPR-Cas9,Major satellite repeat RNA stabilize heterochromatin retention of Suv39h enzymes by RNA-nucleosome association and RNA:DNA hybrid formation,human_mouse
GSE96716,GSE90516,0.238095238095238,0.4545454545454545,5,"['C0007600', 'C0022827', 'C1512140', 'C4086963', 'C4760607']",RNA_seq and Ribo_seq analyses applied to PC9 and H1933 human cancer cell lines,RNA-Seq of mESCs based on sex chromosome complement,human_mouse
GSE98274,GSE67266,0.238095238095238,0.4166666666666667,5,"['C0871261', 'C1522326', 'C1704632', 'C1706817', 'C2911692']",RNA-Seq of SHEP TET21N cells upon Doxorubicin treatment,WT and Mk2/3 KO MEFs response to etoposide,human_mouse
GSE59987,GSE67245,0.2376237623762376,0.5217391304347826,24,"['C0017262', 'C0025723', 'C0049308', 'C0185117', 'C0376452', 'C0598864', 'C0871261', 'C1157104', 'C1157132', 'C1428863', 'C1511680', 'C1704632', 'C1706817', 'C2350567', 'C2755352', 'C2911684', 'C2911692', 'C2987138', 'C3536933', 'C3547209', 'C3548902', 'C3844738', 'C3854321', 'C4699379']",TET1 regulates hypoxia-induced epithelial-mesenchymal transition through DNA demethylation (RNA-Seq),The role of Tet3 in regulating gene expression in response to global synaptic activity changes,human_mouse
GSE54641,GSE85750,0.2372881355932203,0.4,14,"['C0237881', 'C0750502', 'C0752248', 'C0814896', 'C1449575', 'C1707455', 'C1709380', 'C1880097', 'C1956267', 'C2826293', 'C4055498', 'C4086963', 'C4760607', 'C5552813']",The significance of different algorithms in transcriptome analysis of leukemic cells with rearranged MLL (RNA-seq),Comparison of expression profiles between WT and MG-G1 adult bone marrow LSK cells,human_mouse
GSE55259,GSE72018,0.2372881355932203,0.6666666666666666,14,"['C0017262', 'C0205396', 'C0370079', 'C0552545', 'C1171362', 'C1515670', 'C1550043', 'C2982391', 'C3494264', 'C4086963', 'C4760607', 'C5236074', 'C5237010', 'C5444885']",RNA-seq  from paired human CRC/control mucosa samples,Long non-coding RNAs in B cells (RNA-Seq),human_mouse
GSE57925,GSE78247,0.2372881355932203,0.4117647058823529,14,"['C0025914', 'C0025929', 'C0026809', 'C0205307', 'C1413131', 'C1417166', 'C1511726', 'C1546437', 'C1550457', 'C1550469', 'C1551394', 'C1553386', 'C3245479', 'C3714741']",Transcriptome Sequencing (RNA-seq) of Normal Human Osteoblasts,"Analysis of gene-expression in normal, unmanipulated naÃ¯ve (CD44lo/CD49dlo; CD5lo/CD5hi) and Virtual memory (CD44hi/CD49dlo) T cells",human_mouse
GSE70084,GSE76779,0.2372881355932203,0.6086956521739131,14,"['C0004793', 'C0026661', 'C0035696', 'C0162326', 'C0162327', 'C0162801', 'C0887945', 'C0887955', 'C0917793', 'C1294197', 'C1519249', 'C3853789', 'C3898448', 'C4086963']",RNA sequencing of mechanically strained NHEKs and control NHEKs,"RNA sequencing of FACS purified HFSCs, total epidermal cells and cultured HFSCs",human_mouse
GSE75797,GSE55744,0.2372881355932203,0.5384615384615384,14,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1546459', 'C1705923', 'C1883559', 'C2603343', 'C2930505', 'C2979882', 'C4331207', 'C4527431', 'C5444688', 'C5555096']",Image based identification and targeting of cancer stem cells in pancreatic adenocarcinoma (PDAC),Comparison of the transcriptional profiles of male E13.5 wild type and L/H-Pgds-/- gonads,human_mouse
GSE80409,GSE75809,0.2372881355932203,0.4,14,"['C0007600', 'C0008972', 'C0017262', 'C0022827', 'C0185117', 'C0557651', 'C0947630', 'C1512140', 'C1705923', 'C2603343', 'C2911684', 'C3854321', 'C4086963', 'C4699379']",CDK12 regulates alternative last exon mRNA splicing and promotes invasion of a breast cancer cell line,RNA-Seq analysis of the WEHI-231-derived stable cell lines WEHI-control and WEHI-miR-148a,human_mouse
GSE98050,GSE97062,0.2368421052631578,0.4390243902439024,54,"['C0002778', 'C0008630', 'C0008972', 'C0010992', 'C0017262', 'C0017337', 'C0018017', 'C0020517', 'C0026661', 'C0035696', 'C0036667', 'C0079429', 'C0185117', 'C0312418', 'C0392762', 'C0427965', 'C0441889', 'C0449286', 'C0456984', 'C0542560', 'C0557651', 'C0750484', 'C0814926', 'C0872262', 'C0887945', 'C0887955', 'C0920317', 'C0936012', 'C0947630', 'C1417679', 'C1511883', 'C1513400', 'C1524024', 'C1546459', 'C1705923', 'C1710679', 'C2348088', 'C2603343', 'C2911684', 'C2930505', 'C2979882', 'C3178810', 'C3244125', 'C3640979', 'C3854321', 'C3858554', 'C3858752', 'C3898448', 'C4086963', 'C4699379', 'C4723641', 'C4760607', 'C5552813', 'C5667317']",mRNA profiles of U251 cells with endogenous Gcn5 depletion and reconstituted expression of WT Flag-rGcn5 or Flag-rGcn5 Y645A / endogenous DLST depletion and reconstituted expression of WT V5-rDLST or V5-rDLST R224A/K226E,Next Generation Sequencing Facilitates The Study of the Effect of ABX464 in Intestinal Inflammation,human_mouse
GSE63189,GSE75809,0.2368421052631578,0.4736842105263157,18,"['C0008972', 'C0017262', 'C0020792', 'C0185117', 'C0205396', 'C0557651', 'C0851285', 'C0947630', 'C1705923', 'C1707660', 'C2603343', 'C2911684', 'C2986383', 'C3854321', 'C4053868', 'C4086963', 'C4699379', 'C4760607']",Identification and functional characterization of long noncoding RNAs in breast cancer,RNA-Seq analysis of the WEHI-231-derived stable cell lines WEHI-control and WEHI-miR-148a,human_mouse
GSE80135,GSE75576,0.2368421052631578,0.5,18,"['C0002778', 'C0004561', 'C0007634', 'C0023172', 'C0456984', 'C0524983', 'C0543419', 'C0752248', 'C0872262', 'C0920317', 'C0936012', 'C1280500', 'C1301751', 'C1368999', 'C1524024', 'C2348382', 'C3244125', 'C3899739']",Prox1 (Prosper-related homeobox  1)  transcription factor depletion effect on CGTH-W-1  cells.,Effect of loss of Jmjd1c on MLL-AF9 leukemia,human_mouse
GSE85556,GSE84055,0.2368421052631578,0.4736842105263157,18,"['C0004561', 'C0007634', 'C0017262', 'C0017337', 'C0023172', 'C0079429', 'C0185117', 'C0524983', 'C0752248', 'C1327760', 'C1417679', 'C1449575', 'C1513400', 'C1514559', 'C3899739', 'C4524824', 'C4727711', 'C5552813']",Expression profile of HNF1A knockdown and overexpression in 22RV1 and LNCaP cells respectively,Gene Expression Profiling Using Huntington Disease Cell Culture Model,human_mouse
GSE100751,GSE101806,0.2368421052631578,0.45,9,"['C0017262', 'C0032659', 'C0185117', 'C1257890', 'C2911684', 'C3854321', 'C4699379', 'C5205739', 'C5441846']",Repression of stress-induced LINE-1 expression protects cancer cell populations from lethal drug-exposures [RNA-Seq],Expression of Piwi protein MIWI2 defines a distinct population of multiciliated cells,human_mouse
GSE107762,GSE70357,0.2368421052631578,0.4285714285714285,9,"['C0017262', 'C0017337', 'C0020792', 'C0079429', 'C0205396', 'C1417679', 'C1707660', 'C2986383', 'C4053868']",Identification of PRMT5-dependent genes in ESA+CD24lowCD44+ MCF7 cells,Mus musculus anterior and posterior ovary transcriptome at E12.5 and E13.5,human_mouse
GSE124586,GSE78973,0.2368421052631578,0.5294117647058824,9,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1705923', 'C1707455', 'C2603343', 'C2936621', 'C2936622']",Differential expressed genes in EGF treated HTR-8/SVneo versus untreated control by next generation sequencing,Transcriptome of new Dicer_KO mouse embryonic stem cells generated by paired CRISPR/Cas9 approach,human_mouse
GSE56788,GSE65118,0.2368421052631578,0.45,9,"['C0017337', 'C0079429', 'C0205396', 'C0370079', 'C0552545', 'C0752248', 'C1417679', 'C1550043', 'C5236074']",RNA-seq analysis of vorinostat-resistant HCT116 cells following gene knockdown of potential vorinostat-resistance candidate genes,Gene expression profiling of optic nerve from Tcf7l2 mutant and control mice,human_mouse
GSE59251,GSE89620,0.2368421052631578,0.5294117647058824,9,"['C0017337', 'C0039798', 'C0079429', 'C0087111', 'C1417679', 'C1522326', 'C1533734', 'C1705169', 'C4086963']",RNA-sequencing experiment: Treatment of MCF-7 breast cancer cells with the novel small molecule ZNA,RNA-seq transcriptome analysis in naÃ¯ve and TNF-a-treated Sirt6-silenced YAMC cells to enrich for direct Sirt6 targets associated with inflammatory stimulation.,human_mouse
GSE61410,GSE46980,0.2368421052631578,0.4285714285714285,9,"['C0008972', 'C0027361', 'C0237401', 'C0557651', 'C0752248', 'C0947630', 'C1705923', 'C2603343', 'C3245468']",Transcriptomic profiling of bone marrow cells from healthy individuals,Quantitative single-cell RNA-seq,human_mouse
GSE70330,GSE69129,0.2368421052631578,0.4090909090909091,9,"['C0017262', 'C0035668', 'C0185117', 'C0225336', 'C2911684', 'C3854321', 'C4086963', 'C4699379', 'C4760607']",ncRNA (non-coding RNA) signature in endothelial cells during hypoxia [RNA-seq],RNA-seq of Procr expressing mouse vascular endothelial cells,human_mouse
GSE70785,GSE84480,0.2368421052631578,0.5,9,"['C0017262', 'C0185117', 'C1511726', 'C1546437', 'C2911684', 'C3245479', 'C3714741', 'C3854321', 'C4699379']",Differentially Expressed Pseudogenes in HIV-1 Infection,PCGF6-PRC1 suppresses premature differentiation of embryonic stem cells by silencing germ cell-related genes [RNA-Seq],human_mouse
GSE70833,GSE78905,0.2368421052631578,0.4736842105263157,9,"['C0017337', 'C0079429', 'C1416746', 'C1862225', 'C1883559', 'C2700323', 'C4284124', 'C5205215', 'C5444688']",HCT116 MYC 3' TBE1 (WT) and KO RNA-Seq,"Gene and retrotransposon expression analysis in the F1 hybrid background of B6 and MSM for WT, Pld6 KO, and Dnmt3l KO male germ cells",human_mouse
GSE72502,GSE93753,0.2368421052631578,0.5625,9,"['C0205409', 'C0750927', 'C0752248', 'C1449575', 'C1548221', 'C1764827', 'C4086963', 'C4706387', 'C5552813']",Healthy donor PBMC RNA-seq with or without interferon-alpha stimulation,Gene expression profiling of cardiomyocyte-enriched populations isolated from G9a-KO and Cre mice,human_mouse
GSE76682,GSE100964,0.2368421052631578,0.5,9,"['C0017262', 'C0079411', 'C0185117', 'C2911684', 'C3146294', 'C3854321', 'C4086963', 'C4699379', 'C4760607']",RNA-seq expression data from EB-HSPC after AM580 treatment compated to DMSO-trated and FL-HSPCs,Expression of long non-coding RNAs during spermatogenesis,human_mouse
GSE78271,GSE100570,0.2368421052631578,0.5,9,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1571704', 'C1705923', 'C1883559', 'C2603343', 'C5444688']",RNA-SEQ assay for wild type and CRISPR induced endoglin knockout human pulmonary artery smooth muscle cells (PASMC),RNA-Seq analysis of iMOS T1-Myc ESC mosaic cultures,human_mouse
GSE78527,GSE66066,0.2368421052631578,0.4090909090909091,9,"['C0017262', 'C0017263', 'C0162327', 'C0162801', 'C0185117', 'C1160700', 'C1294197', 'C1517486', 'C4086963']",RNA sequencing of siSNRNP40 in breast cancer cells,mRNA sequencing of the global effect of SET1A on gene expression in mouse ES cells,human_mouse
GSE84359,GSE93947,0.2368421052631578,0.4090909090909091,9,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2979882']",RNA-seq of primary patient AML samples,Oncogenic PIK3CA(H1047R) and CTNNB1(stab) in intestinal organoids,human_mouse
GSE85008,GSE56904,0.2368421052631578,0.4736842105263157,9,"['C0017262', 'C0162327', 'C0162801', 'C0185117', 'C1294197', 'C2911684', 'C3854321', 'C4086963', 'C4699379']",mRNA sequencing in acute myeloid leukemia (AML) cells with and without knockdown of FTO,Study of Foxp3 expression in tumor-associated macrophages,human_mouse
GSE85187,GSE70788,0.2368421052631578,0.5294117647058824,9,"['C0009932', 'C0162327', 'C0162801', 'C0243148', 'C0308718', 'C0728976', 'C1294197', 'C1547100', 'C4086963']",Transcriptome sequencing of K-562 cells,"RNA sequencing of Control, ÎCop1Î², ÎCop1Î² and ÎCop1Î² ÎETV1/4/5Î² islets",human_mouse
GSE85935,GSE86901,0.2368421052631578,0.4736842105263157,9,"['C0025914', 'C0025929', 'C0026809', 'C0086418', 'C1331371', 'C1455722', 'C4086963', 'C4318409', 'C4760607']",Mouse Dux is myotoxic and shares partial functional homology with its human paralog DUX4,Evolutionary re-wiring of p63 regulatory landscape has both epigenetic and transcriptomic implications and is the underlying cause for epidermal differences between mouse and human [RNA-seq],human_mouse
GSE79724,GSE72761,0.2365591397849462,0.3859649122807017,22,"['C0004793', 'C0008630', 'C0017272', 'C0017337', 'C0023621', 'C0023622', 'C0023625', 'C0034754', 'C0035668', 'C0079429', 'C0162326', 'C0162327', 'C0439064', 'C0444686', 'C0872147', 'C1417679', 'C1417735', 'C1441506', 'C1519249', 'C3853789', 'C3858752', 'C5544437']",RNA-Seq analysis of NKX2.2 knockdown in human pancreatic islets,RNAseq analysis of the duodenum of intestine-specific adult Nkx2.2 mutant mice,human_mouse
GSE103790,GSE102365,0.2363636363636363,0.5416666666666666,13,"['C0002778', 'C0017262', 'C0017263', 'C0185117', 'C0392747', 'C0443172', 'C0679846', 'C0872262', 'C0920317', 'C0936012', 'C1160700', 'C1517486', 'C1524024']",Analysis of transcriptional regulation by Myt1 and Myt1l,Changes in mature mouse primary motor cortex transcriptome after conditional Fezf2 knockdown,human_mouse
GSE103790,GSE77547,0.2363636363636363,0.5416666666666666,13,"['C0002778', 'C0017262', 'C0017263', 'C0185117', 'C0392747', 'C0443172', 'C0679846', 'C0872262', 'C0920317', 'C0936012', 'C1160700', 'C1517486', 'C1524024']",Analysis of transcriptional regulation by Myt1 and Myt1l,Complex Interdependence Regulates Heterotypic Transcription Factor Distribution and Coordinates Cardiogenesis [RNA-Seq],human_mouse
GSE55259,GSE36799,0.2363636363636363,0.6190476190476191,13,"['C0017262', 'C0205396', 'C0370079', 'C0552545', 'C1171362', 'C1515670', 'C1550043', 'C2982391', 'C3494264', 'C5236074', 'C5237010', 'C5380143', 'C5444885']",RNA-seq  from paired human CRC/control mucosa samples,Long non-coding RNAs from divergent transcription of protein-coding genes,human_mouse
GSE92874,GSE102642,0.2363636363636363,0.4814814814814814,13,"['C0009932', 'C0011017', 'C0017262', 'C0017263', 'C0185117', 'C0243148', 'C0308718', 'C0439228', 'C0439505', 'C0728976', 'C1160700', 'C1517486', 'C1547100']",Genome-wide transcriptome profiles in Control and Schizophrenia hiPSC-dervied NPC [RNA-seq],Gene expression of ectoplacental cones of early post-implantation embryos (6.5 days post-coitus) from control and obese dams,human_mouse
GSE93925,GSE84480,0.2363636363636363,0.4482758620689655,13,"['C0007634', 'C0017262', 'C0185117', 'C1511726', 'C1512140', 'C1546437', 'C2911684', 'C3245479', 'C3714741', 'C3854321', 'C4086963', 'C4699379', 'C4760607']",RNA-Seq data from ZR75-1 cells,PCGF6-PRC1 suppresses premature differentiation of embryonic stem cells by silencing germ cell-related genes [RNA-Seq],human_mouse
GSE104784,GSE94271,0.2362204724409448,0.5172413793103449,30,"['C0008972', 'C0017260', 'C0018017', 'C0037083', 'C0040649', 'C0162801', 'C0441889', 'C0456079', 'C0557651', 'C0597298', 'C0752248', 'C0935996', 'C0936012', 'C0947630', 'C1136156', 'C1294197', 'C1335962', 'C1519595', 'C1537811', 'C1547707', 'C1561491', 'C1621636', 'C1705923', 'C2603343', 'C2936624', 'C3178810', 'C3537152', 'C4723641', 'C5551416', 'C5551417']",RNA Sequencing Facilitates Quantitative Analysis of Transcriptomes of human mesenchymal stem cells differentiation from human embryonic stem cells and adult bone marrow mesenchymal stem cells,Study gene expression of KDR-expressing GL261 tumor associated hematopietic progenitor cells,human_mouse
GSE70803,GSE73049,0.2361111111111111,0.4358974358974359,17,"['C0004561', 'C0007634', 'C0017262', 'C0023172', 'C0039798', 'C0087111', 'C0185117', 'C0524983', 'C1522326', 'C1533734', 'C1705169', 'C2911684', 'C3854321', 'C3899739', 'C4086963', 'C4699379', 'C4760607']",Total RNA profiles associated with DDX3 wild-type (WT) or R534H variant expression with or without sodium arsenite treatment [RNA-seq],genes regulated by mitoflash,human_mouse
GSE94736,GSE97062,0.2358974358974359,0.5609756097560976,46,"['C0007634', 'C0009585', 'C0009586', 'C0012737', 'C0017262', 'C0026661', 'C0035696', 'C0162340', 'C0162801', 'C0171406', 'C0178628', 'C0185117', 'C0205396', 'C0205556', 'C0220825', 'C0301863', 'C0333288', 'C0376306', 'C0392762', 'C0423896', 'C0439855', 'C0443131', 'C0456205', 'C0456984', 'C0752248', 'C0887945', 'C0887955', 'C1136359', 'C1261322', 'C1294197', 'C1413336', 'C1413337', 'C1522740', 'C1550605', 'C1704241', 'C1880022', 'C1880156', 'C2245017', 'C3178810', 'C3242365', 'C3244125', 'C3714634', 'C3898448', 'C4086963', 'C4760607', 'C5237799']",Global transcriptional profiling using RNA sequencing and DNA methylation patterns in highly enriched mesenchymal cells from young versus elderly women.,Next Generation Sequencing Facilitates The Study of the Effect of ABX464 in Intestinal Inflammation,human_mouse
GSE94687,GSE79863,0.2358490566037736,0.4629629629629629,25,"['C0002778', 'C0009932', 'C0017262', 'C0017263', 'C0017337', 'C0079429', 'C0185117', 'C0220825', 'C0243148', 'C0308718', 'C0728976', 'C0872262', 'C0920317', 'C0936012', 'C1160700', 'C1261322', 'C1417679', 'C1517486', 'C1524024', 'C1547100', 'C1552578', 'C2936621', 'C2936622', 'C3178810', 'C4330825']",Next Generation Sequencing Facilitates Quantitative Analysis of FoxO3 or Geminin/FoxO3 depletion on MDA-MB-231 cells Transcriptomes,Next Generation Sequencing Facilitates Quantitative Analysis of germ cell RA signaling mutant and control THY1+ spermatogonia Transcriptomes,human_mouse
GSE94687,GSE91081,0.2358490566037736,0.4629629629629629,25,"['C0002778', 'C0004561', 'C0007634', 'C0017262', 'C0017263', 'C0017337', 'C0023172', 'C0079429', 'C0185117', 'C0333668', 'C0392747', 'C0443172', 'C0524983', 'C0679846', 'C0872262', 'C0920317', 'C0936012', 'C1160700', 'C1417679', 'C1517486', 'C1524024', 'C2911684', 'C3854321', 'C3899739', 'C4699379']",Next Generation Sequencing Facilitates Quantitative Analysis of FoxO3 or Geminin/FoxO3 depletion on MDA-MB-231 cells Transcriptomes,Beta-adrenergically stimulated RNA expression in Syk deficient brown adipocytes,human_mouse
GSE94736,GSE78772,0.2358078602620087,0.6585365853658537,54,"['C0007634', 'C0009585', 'C0009586', 'C0012737', 'C0017262', 'C0017263', 'C0026661', 'C0035696', 'C0040300', 'C0086418', 'C0162340', 'C0162801', 'C0171406', 'C0178628', 'C0185117', 'C0205556', 'C0220825', 'C0301863', 'C0333288', 'C0376306', 'C0391978', 'C0392762', 'C0423896', 'C0439855', 'C0443131', 'C0456205', 'C0456984', 'C0752248', 'C0887945', 'C0887955', 'C1136359', 'C1160700', 'C1261322', 'C1294197', 'C1413336', 'C1413337', 'C1517486', 'C1522740', 'C1547928', 'C1550605', 'C1704241', 'C1880022', 'C1880156', 'C2245017', 'C3178810', 'C3242365', 'C3244125', 'C3714634', 'C3898448', 'C4086963', 'C4318409', 'C4520924', 'C4760607', 'C5237799']",Global transcriptional profiling using RNA sequencing and DNA methylation patterns in highly enriched mesenchymal cells from young versus elderly women.,Next Generation Sequencing Facilitates Comparison of Long-Term Cultured Nephron Progenitor Cells with Their Cognate Primary Cells,human_mouse
GSE90657,GSE83127,0.2352941176470588,0.417391304347826,48,"['C0003015', 'C0005532', 'C0007600', 'C0012403', 'C0017262', 'C0017337', 'C0022827', 'C0023493', 'C0037083', 'C0039798', 'C0040649', 'C0079429', 'C0087111', 'C0185117', 'C0205460', 'C0226896', 'C0332293', 'C0442027', 'C0543419', 'C1136156', 'C1280500', 'C1301751', 'C1368999', 'C1417679', 'C1428785', 'C1512140', 'C1519595', 'C1522326', 'C1527415', 'C1531135', 'C1533734', 'C1548762', 'C1551397', 'C1621636', 'C1705169', 'C1961099', 'C1999216', 'C2348382', 'C2698855', 'C2911684', 'C3537152', 'C3854321', 'C4553183', 'C4553887', 'C4684960', 'C4699379', 'C4761505', 'C5204434']",Effect of 48h treatment with 100nM GSK2879552 on T-ALL cell lines HSB2 and RPMI8402,Effect of 24h treatment with 100nM GSK2879552 on the murine T-ALL cell with and without Zeb2 overexpression,human_mouse
GSE80409,GSE68156,0.2352941176470588,0.4571428571428571,16,"['C0008972', 'C0017262', 'C0162327', 'C0162801', 'C0185117', 'C0557651', 'C0947630', 'C1294197', 'C1522326', 'C1705923', 'C2603343', 'C2911684', 'C3854321', 'C4086963', 'C4331802', 'C4699379']",CDK12 regulates alternative last exon mRNA splicing and promotes invasion of a breast cancer cell line,Determination of the influence of caNrf2 expression and/or Dextran Sulfate Sodium treatment on genome wide mRNA expression in whole colon wall or colon epithelial cells,human_mouse
GSE102718,GSE85484,0.2352941176470588,0.4615384615384615,12,"['C0002778', 'C0008972', 'C0018017', 'C0557651', 'C0872262', 'C0920317', 'C0936012', 'C0947630', 'C1524024', 'C1571704', 'C1705923', 'C2603343']",RNA-seq Analysis of Tfcp2l1ÎCP2-regulated Genes in Human ESCs,"Analysis of transcriptomes of naive CD4+ T cells, polarized under Th17 cell skewing conditions for 24h in presence or abscence of CK2 Inhibitor",human_mouse
GSE58492,GSE93293,0.2352941176470588,1.0,12,"['C0017337', 'C0036871', 'C0079429', 'C0680730', 'C0752248', 'C1148554', 'C1160149', 'C1417679', 'C1428785', 'C1531135', 'C1658407', 'C2698855']",Transcriptomic analysis of LSD1,Determination of Lsd1 function in inguinal white adipose tissue (ingWAT) by global transcriptome analysis,human_mouse
GSE75797,GSE83218,0.2352941176470588,0.75,12,"['C0017262', 'C0017263', 'C0020792', 'C0185117', 'C0205396', 'C1160700', 'C1517486', 'C1707660', 'C1883559', 'C2986383', 'C4053868', 'C5444688']",Image based identification and targeting of cancer stem cells in pancreatic adenocarcinoma (PDAC),Identification of Sin3B regulated genes in HSCs,human_mouse
